"","name.x","subject","reason_abroad","reason_language","culture","name.y","reason_EBB","reason_RMTS","reason_HZ","reason_FD","reason_CA","reason_SI","culture.y","name","reason_EBB_complete","reason_RMTS_complete","reason_HZ_complete","reason_FD_complete","reason_CA_complete"
"308",105,"SS1609304537384",FALSE,FALSE,"CN",105,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"CN",308,FALSE,FALSE,FALSE,FALSE,FALSE
"309",106,"SS1609311237755",FALSE,TRUE,"CN",106,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CN",309,FALSE,FALSE,FALSE,FALSE,FALSE
"310",107,"SS1609311437110",FALSE,FALSE,"CN",107,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"CN",310,FALSE,FALSE,FALSE,TRUE,FALSE
"311",108,"SS1609314218600",FALSE,TRUE,"CN",108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",311,FALSE,FALSE,FALSE,FALSE,FALSE
"312",109,"SS1609315463105",FALSE,TRUE,"CN",109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",312,FALSE,FALSE,FALSE,FALSE,FALSE
"313",110,"SS1609318098340",FALSE,TRUE,"CN",110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",313,FALSE,FALSE,FALSE,FALSE,FALSE
"314",111,"SS1609320517766",TRUE,TRUE,"CN",111,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CN",314,FALSE,FALSE,FALSE,FALSE,FALSE
"315",112,"SS1609382454367",FALSE,TRUE,"CN",112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",315,FALSE,FALSE,FALSE,FALSE,FALSE
"316",113,"SS1609382677476",FALSE,TRUE,"CN",113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",316,FALSE,FALSE,FALSE,FALSE,FALSE
"317",114,"SS1609383084698",FALSE,TRUE,"CN",114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",317,FALSE,FALSE,FALSE,FALSE,FALSE
"318",115,"SS1609383467951",FALSE,TRUE,"CN",115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",318,FALSE,FALSE,FALSE,TRUE,FALSE
"319",116,"SS1609383545426",FALSE,TRUE,"CN",116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",319,FALSE,FALSE,FALSE,FALSE,FALSE
"320",117,"SS1609383938335",FALSE,TRUE,"CN",117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",320,FALSE,FALSE,FALSE,FALSE,FALSE
"321",118,"SS1609384109788",FALSE,FALSE,"CN",118,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"CN",321,FALSE,FALSE,FALSE,FALSE,FALSE
"322",119,"SS1609385308642",FALSE,TRUE,"CN",119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",322,FALSE,FALSE,FALSE,FALSE,FALSE
"323",120,"SS1609385581333",FALSE,TRUE,"CN",120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",323,FALSE,FALSE,FALSE,FALSE,FALSE
"324",121,"SS1609386384117",FALSE,TRUE,"CN",121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",324,FALSE,FALSE,FALSE,FALSE,FALSE
"325",122,"SS1609387365186",FALSE,TRUE,"CN",122,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",325,FALSE,FALSE,FALSE,FALSE,FALSE
"326",123,"SS1609388348920",FALSE,FALSE,"CN",123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",326,FALSE,FALSE,FALSE,FALSE,FALSE
"327",124,"SS1609390330971",FALSE,TRUE,"CN",124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",327,FALSE,FALSE,FALSE,FALSE,FALSE
"328",125,"SS1609390524426",FALSE,TRUE,"CN",125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",328,FALSE,FALSE,FALSE,FALSE,FALSE
"329",126,"SS1609390607072",FALSE,FALSE,"CN",126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",329,FALSE,FALSE,FALSE,FALSE,FALSE
"330",127,"SS1609391110803",FALSE,TRUE,"CN",127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",330,FALSE,FALSE,FALSE,FALSE,FALSE
"331",128,"SS1609394084810",FALSE,TRUE,"CN",128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",331,FALSE,FALSE,FALSE,FALSE,FALSE
"332",129,"SS1609395698854",FALSE,FALSE,"CN",129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",332,FALSE,FALSE,FALSE,FALSE,FALSE
"333",130,"SS1609396252246",FALSE,TRUE,"CN",130,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"CN",333,FALSE,FALSE,FALSE,FALSE,FALSE
"334",131,"SS1609396253241",FALSE,TRUE,"CN",131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",334,FALSE,FALSE,FALSE,FALSE,FALSE
"335",132,"SS1609396910985",FALSE,TRUE,"CN",132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",335,FALSE,FALSE,FALSE,FALSE,FALSE
"336",133,"SS1609397448237",FALSE,TRUE,"CN",133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",336,FALSE,FALSE,FALSE,FALSE,FALSE
"337",134,"SS1609399510291",FALSE,TRUE,"CN",134,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CN",337,FALSE,FALSE,FALSE,FALSE,FALSE
"338",135,"SS1609399711690",FALSE,TRUE,"CN",135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",338,FALSE,FALSE,FALSE,FALSE,FALSE
"339",136,"SS1609400144008",FALSE,TRUE,"CN",136,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",339,FALSE,FALSE,FALSE,FALSE,FALSE
"340",137,"SS1609400637045",FALSE,TRUE,"CN",137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",340,FALSE,FALSE,FALSE,FALSE,FALSE
"341",138,"SS1609400971621",FALSE,TRUE,"CN",138,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",341,FALSE,FALSE,FALSE,FALSE,FALSE
"342",139,"SS1609403281991",FALSE,TRUE,"CN",139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",342,FALSE,FALSE,FALSE,FALSE,FALSE
"343",140,"SS1609403452252",FALSE,TRUE,"CN",140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",343,FALSE,FALSE,FALSE,FALSE,FALSE
"344",141,"SS1609407631513",FALSE,TRUE,"CN",141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",344,FALSE,FALSE,FALSE,FALSE,FALSE
"345",142,"SS1609408783276",FALSE,TRUE,"CN",142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",345,FALSE,FALSE,FALSE,FALSE,FALSE
"346",143,"SS1609410027831",FALSE,TRUE,"CN",143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",346,FALSE,FALSE,FALSE,FALSE,TRUE
"347",144,"SS1609412776217",FALSE,TRUE,"CN",144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",347,FALSE,FALSE,FALSE,FALSE,FALSE
"348",145,"SS1609421811577",FALSE,TRUE,"CN",145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",348,FALSE,FALSE,FALSE,TRUE,FALSE
"349",146,"SS1609422628010",FALSE,TRUE,"CN",146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",349,FALSE,FALSE,FALSE,FALSE,FALSE
"350",147,"SS1609469598838",FALSE,FALSE,"CN",147,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",350,FALSE,FALSE,FALSE,FALSE,FALSE
"351",148,"SS1609475378861",FALSE,TRUE,"CN",148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",351,FALSE,FALSE,FALSE,FALSE,FALSE
"352",149,"SS1609479257730",FALSE,TRUE,"CN",149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",352,FALSE,FALSE,FALSE,FALSE,FALSE
"353",150,"SS1609483625579",FALSE,TRUE,"CN",150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",353,FALSE,FALSE,FALSE,FALSE,FALSE
"354",151,"SS1609487859941",FALSE,TRUE,"CN",151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",354,FALSE,FALSE,FALSE,FALSE,FALSE
"355",152,"SS1609490403304",FALSE,TRUE,"CN",152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",355,FALSE,FALSE,FALSE,FALSE,FALSE
"356",153,"SS1609491720621",FALSE,TRUE,"CN",153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",356,FALSE,FALSE,FALSE,FALSE,FALSE
"357",154,"SS1609492332657",FALSE,TRUE,"CN",154,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",357,FALSE,FALSE,FALSE,TRUE,FALSE
"358",155,"SS1609492340188",FALSE,TRUE,"CN",155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",358,FALSE,FALSE,FALSE,FALSE,FALSE
"359",156,"SS1609492679568",FALSE,TRUE,"CN",156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",359,FALSE,FALSE,FALSE,FALSE,FALSE
"360",157,"SS1609493526682",FALSE,TRUE,"CN",157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",360,FALSE,FALSE,FALSE,FALSE,FALSE
"361",158,"SS1609494868761",FALSE,TRUE,"CN",158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",361,FALSE,FALSE,FALSE,FALSE,FALSE
"362",159,"SS1609506186383",FALSE,FALSE,"CN",159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",362,FALSE,FALSE,FALSE,FALSE,FALSE
"363",160,"SS1609553048222",FALSE,FALSE,"CN",160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",363,FALSE,FALSE,FALSE,FALSE,FALSE
"364",161,"SS1609553165145",FALSE,TRUE,"CN",161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",364,FALSE,FALSE,FALSE,FALSE,FALSE
"365",162,"SS1609556835849",FALSE,TRUE,"CN",162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",365,FALSE,FALSE,FALSE,FALSE,FALSE
"366",163,"SS1609558200124",FALSE,TRUE,"CN",163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",366,FALSE,FALSE,FALSE,FALSE,FALSE
"367",164,"SS1609558311223",FALSE,TRUE,"CN",164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",367,FALSE,FALSE,FALSE,FALSE,FALSE
"368",165,"SS1609558579549",TRUE,TRUE,"CN",165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",368,FALSE,FALSE,FALSE,FALSE,FALSE
"369",166,"SS1609558648415",FALSE,TRUE,"CN",166,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",369,FALSE,FALSE,FALSE,FALSE,FALSE
"370",167,"SS1609558865004",FALSE,FALSE,"CN",167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",370,FALSE,FALSE,FALSE,FALSE,FALSE
"371",168,"SS1609558915600",TRUE,TRUE,"CN",168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",371,FALSE,FALSE,FALSE,FALSE,FALSE
"372",169,"SS1609559068101",FALSE,TRUE,"CN",169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",372,FALSE,FALSE,FALSE,FALSE,FALSE
"373",170,"SS1609559083061",TRUE,TRUE,"CN",170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",373,FALSE,FALSE,FALSE,FALSE,FALSE
"374",171,"SS1609559085732",FALSE,TRUE,"CN",171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",374,FALSE,FALSE,FALSE,FALSE,FALSE
"375",172,"SS1609559365934",FALSE,TRUE,"CN",172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",375,FALSE,FALSE,FALSE,FALSE,FALSE
"376",173,"SS1609559525632",FALSE,TRUE,"CN",173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",376,FALSE,FALSE,FALSE,FALSE,FALSE
"377",174,"SS1609559549296",FALSE,TRUE,"CN",174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",377,FALSE,FALSE,FALSE,FALSE,FALSE
"378",175,"SS1609559668779",FALSE,TRUE,"CN",175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",378,FALSE,FALSE,FALSE,FALSE,TRUE
"379",176,"SS1609559802162",FALSE,TRUE,"CN",176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",379,FALSE,FALSE,FALSE,FALSE,FALSE
"380",177,"SS1609559819130",FALSE,FALSE,"CN",177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",380,FALSE,FALSE,FALSE,FALSE,FALSE
"381",178,"SS1609559880771",TRUE,TRUE,"CN",178,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"CN",381,FALSE,FALSE,FALSE,FALSE,FALSE
"382",179,"SS1609560168328",FALSE,TRUE,"CN",179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",382,FALSE,FALSE,FALSE,FALSE,FALSE
"383",180,"SS1609560262643",FALSE,TRUE,"CN",180,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CN",383,FALSE,FALSE,FALSE,FALSE,FALSE
"384",181,"SS1609560692211",FALSE,FALSE,"CN",181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",384,FALSE,FALSE,FALSE,FALSE,FALSE
"385",182,"SS1609560741612",FALSE,TRUE,"CN",182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",385,FALSE,FALSE,FALSE,TRUE,FALSE
"386",183,"SS1609560942988",FALSE,TRUE,"CN",183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",386,FALSE,FALSE,FALSE,FALSE,FALSE
"387",184,"SS1609561045437",FALSE,TRUE,"CN",184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",387,FALSE,FALSE,FALSE,FALSE,FALSE
"388",185,"SS1609561082364",FALSE,TRUE,"CN",185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",388,FALSE,FALSE,FALSE,FALSE,FALSE
"389",186,"SS1609561142801",TRUE,TRUE,"CN",186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",389,FALSE,FALSE,FALSE,FALSE,FALSE
"390",187,"SS1609561504112",FALSE,TRUE,"CN",187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",390,FALSE,FALSE,FALSE,FALSE,FALSE
"391",188,"SS1609561520947",FALSE,TRUE,"CN",188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",391,FALSE,FALSE,FALSE,FALSE,FALSE
"392",189,"SS1609561854923",FALSE,TRUE,"CN",189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",392,FALSE,FALSE,FALSE,FALSE,FALSE
"393",190,"SS1609804488018",FALSE,TRUE,"CN",190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",393,FALSE,FALSE,FALSE,FALSE,FALSE
"394",191,"SS1609804557478",FALSE,TRUE,"CN",191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",394,FALSE,FALSE,FALSE,FALSE,FALSE
"395",192,"SS1609822208213",FALSE,TRUE,"CN",192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",395,FALSE,FALSE,FALSE,FALSE,FALSE
"396",193,"SS1609827896523",FALSE,TRUE,"CN",193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",396,FALSE,FALSE,FALSE,FALSE,FALSE
"397",194,"SS1609888937497",FALSE,TRUE,"CN",194,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",397,FALSE,FALSE,FALSE,TRUE,FALSE
"398",195,"SS1609890931156",FALSE,TRUE,"CN",195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",398,FALSE,FALSE,FALSE,FALSE,FALSE
"399",196,"SS1609891086501",FALSE,TRUE,"CN",196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",399,FALSE,FALSE,FALSE,FALSE,FALSE
"400",197,"SS1609891551310",FALSE,TRUE,"CN",197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",400,FALSE,FALSE,FALSE,FALSE,FALSE
"401",198,"SS1609908877725",FALSE,TRUE,"CN",198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",401,FALSE,FALSE,FALSE,FALSE,FALSE
"402",199,"SS1609908914854",FALSE,TRUE,"CN",199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",402,FALSE,FALSE,FALSE,FALSE,FALSE
"403",200,"SS1609908998401",FALSE,TRUE,"CN",200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",403,FALSE,FALSE,FALSE,FALSE,FALSE
"404",201,"SS1609909002041",FALSE,TRUE,"CN",201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CN",404,FALSE,FALSE,FALSE,FALSE,FALSE
