"","subject","culture","task_name","task_info","trial_info","resp_type","resp"
"15291","SS1608863463604","US","RV","RV","5","acc",1
"15292","SS1608863463604","US","RV","RV","6","acc",1
"15293","SS1608863463604","US","RV","RV","7","acc",1
"15294","SS1608863463604","US","RV","RV","8","acc",1
"15295","SS1608863463604","US","RV","RV","9","acc",1
"15296","SS1608863463604","US","RV","RV","10","acc",0
"15297","SS1608863463604","US","RV","RV","11","acc",0
"15298","SS1608863463604","US","RV","RV","12","acc",0
"15299","SS1608882192490","US","RV","RV","1","acc",1
"15300","SS1608882192490","US","RV","RV","2","acc",1
"15301","SS1608882192490","US","RV","RV","3","acc",1
"15302","SS1608882192490","US","RV","RV","4","acc",0
"15303","SS1608882192490","US","RV","RV","5","acc",0
"15304","SS1608882192490","US","RV","RV","6","acc",0
"15305","SS1608882192490","US","RV","RV","7","acc",0
"15306","SS1608882192490","US","RV","RV","8","acc",0
"15307","SS1608882192490","US","RV","RV","9","acc",0
"15308","SS1608882192490","US","RV","RV","10","acc",0
"15309","SS1608882192490","US","RV","RV","11","acc",0
"15310","SS1608882192490","US","RV","RV","12","acc",0
"15311","SS1608892981654","US","RV","RV","1","acc",1
"15312","SS1608892981654","US","RV","RV","2","acc",1
"15313","SS1608892981654","US","RV","RV","3","acc",0
"15314","SS1608892981654","US","RV","RV","4","acc",0
"15315","SS1608892981654","US","RV","RV","5","acc",0
"15316","SS1608892981654","US","RV","RV","6","acc",0
"15317","SS1608892981654","US","RV","RV","7","acc",0
"15318","SS1608892981654","US","RV","RV","8","acc",0
"15319","SS1608892981654","US","RV","RV","9","acc",1
"15320","SS1608892981654","US","RV","RV","10","acc",0
"15321","SS1608892981654","US","RV","RV","11","acc",0
"15322","SS1608892981654","US","RV","RV","12","acc",0
"15323","SS1608962227801","US","RV","RV","1","acc",1
"15324","SS1608962227801","US","RV","RV","2","acc",1
"15325","SS1608962227801","US","RV","RV","3","acc",1
"15326","SS1608962227801","US","RV","RV","4","acc",1
"15327","SS1608962227801","US","RV","RV","5","acc",1
"15328","SS1608962227801","US","RV","RV","6","acc",1
"15329","SS1608962227801","US","RV","RV","7","acc",1
"15330","SS1608962227801","US","RV","RV","8","acc",1
"15331","SS1608962227801","US","RV","RV","9","acc",1
"15332","SS1608962227801","US","RV","RV","10","acc",0
"15333","SS1608962227801","US","RV","RV","11","acc",0
"15334","SS1608962227801","US","RV","RV","12","acc",0
"15335","SS1608967838850","US","RV","RV","1","acc",0
"15336","SS1608967838850","US","RV","RV","2","acc",1
"15337","SS1608967838850","US","RV","RV","3","acc",1
"15338","SS1608967838850","US","RV","RV","4","acc",1
"15339","SS1608967838850","US","RV","RV","5","acc",1
"15340","SS1608967838850","US","RV","RV","6","acc",1
"15341","SS1608967838850","US","RV","RV","7","acc",0
"15342","SS1608967838850","US","RV","RV","8","acc",1
"15343","SS1608967838850","US","RV","RV","9","acc",0
"15344","SS1608967838850","US","RV","RV","10","acc",0
"15345","SS1608967838850","US","RV","RV","11","acc",0
"15346","SS1608967838850","US","RV","RV","12","acc",1
"15347","SS1608994545018","US","RV","RV","1","acc",1
"15348","SS1608994545018","US","RV","RV","2","acc",1
"15349","SS1608994545018","US","RV","RV","3","acc",0
"15350","SS1608994545018","US","RV","RV","4","acc",1
"15351","SS1608994545018","US","RV","RV","5","acc",1
"15352","SS1608994545018","US","RV","RV","6","acc",1
"15353","SS1608994545018","US","RV","RV","7","acc",1
"15354","SS1608994545018","US","RV","RV","8","acc",1
"15355","SS1608994545018","US","RV","RV","9","acc",1
"15356","SS1608994545018","US","RV","RV","10","acc",0
"15357","SS1608994545018","US","RV","RV","11","acc",0
"15358","SS1608994545018","US","RV","RV","12","acc",0
"15359","SS1608999598751","US","RV","RV","1","acc",1
"15360","SS1608999598751","US","RV","RV","2","acc",1
"15361","SS1608999598751","US","RV","RV","3","acc",1
"15362","SS1608999598751","US","RV","RV","4","acc",1
"15363","SS1608999598751","US","RV","RV","5","acc",1
"15364","SS1608999598751","US","RV","RV","6","acc",1
"15365","SS1608999598751","US","RV","RV","7","acc",1
"15366","SS1608999598751","US","RV","RV","8","acc",1
"15367","SS1608999598751","US","RV","RV","9","acc",1
"15368","SS1608999598751","US","RV","RV","10","acc",0
"15369","SS1608999598751","US","RV","RV","11","acc",0
"15370","SS1608999598751","US","RV","RV","12","acc",0
"15371","SS1609003293575","US","RV","RV","1","acc",0
"15372","SS1609003293575","US","RV","RV","2","acc",1
"15373","SS1609003293575","US","RV","RV","3","acc",1
"15374","SS1609003293575","US","RV","RV","4","acc",1
"15375","SS1609003293575","US","RV","RV","5","acc",1
"15376","SS1609003293575","US","RV","RV","6","acc",1
"15377","SS1609003293575","US","RV","RV","7","acc",1
"15378","SS1609003293575","US","RV","RV","8","acc",1
"15379","SS1609003293575","US","RV","RV","9","acc",1
"15380","SS1609003293575","US","RV","RV","10","acc",1
"15381","SS1609003293575","US","RV","RV","11","acc",1
"15382","SS1609003293575","US","RV","RV","12","acc",0
"15383","SS1609018219931","US","RV","RV","1","acc",1
"15384","SS1609018219931","US","RV","RV","2","acc",1
"15385","SS1609018219931","US","RV","RV","3","acc",1
"15386","SS1609018219931","US","RV","RV","4","acc",1
"15387","SS1609018219931","US","RV","RV","5","acc",1
"15388","SS1609018219931","US","RV","RV","6","acc",1
"15389","SS1609018219931","US","RV","RV","7","acc",0
"15390","SS1609018219931","US","RV","RV","8","acc",1
"15391","SS1609018219931","US","RV","RV","9","acc",1
"15392","SS1609018219931","US","RV","RV","10","acc",1
"15393","SS1609018219931","US","RV","RV","11","acc",0
"15394","SS1609018219931","US","RV","RV","12","acc",0
"15395","SS1609018845974","US","RV","RV","1","acc",1
"15396","SS1609018845974","US","RV","RV","2","acc",1
"15397","SS1609018845974","US","RV","RV","3","acc",1
"15398","SS1609018845974","US","RV","RV","4","acc",1
"15399","SS1609018845974","US","RV","RV","5","acc",1
"15400","SS1609018845974","US","RV","RV","6","acc",1
"15401","SS1609018845974","US","RV","RV","7","acc",1
"15402","SS1609018845974","US","RV","RV","8","acc",1
"15403","SS1609018845974","US","RV","RV","9","acc",0
"15404","SS1609018845974","US","RV","RV","10","acc",0
"15405","SS1609018845974","US","RV","RV","11","acc",0
"15406","SS1609018845974","US","RV","RV","12","acc",0
"15407","SS1609019254082","US","RV","RV","1","acc",1
"15408","SS1609019254082","US","RV","RV","2","acc",1
"15409","SS1609019254082","US","RV","RV","3","acc",1
"15410","SS1609019254082","US","RV","RV","4","acc",0
"15411","SS1609019254082","US","RV","RV","5","acc",0
"15412","SS1609019254082","US","RV","RV","6","acc",0
"15413","SS1609019254082","US","RV","RV","7","acc",1
"15414","SS1609019254082","US","RV","RV","8","acc",0
"15415","SS1609019254082","US","RV","RV","9","acc",0
"15416","SS1609019254082","US","RV","RV","10","acc",0
"15417","SS1609019254082","US","RV","RV","11","acc",0
"15418","SS1609019254082","US","RV","RV","12","acc",0
"15419","SS1609019285444","US","RV","RV","1","acc",1
"15420","SS1609019285444","US","RV","RV","2","acc",1
"15421","SS1609019285444","US","RV","RV","3","acc",1
"15422","SS1609019285444","US","RV","RV","4","acc",1
"15423","SS1609019285444","US","RV","RV","5","acc",1
"15424","SS1609019285444","US","RV","RV","6","acc",1
"15425","SS1609019285444","US","RV","RV","7","acc",0
"15426","SS1609019285444","US","RV","RV","8","acc",1
"15427","SS1609019285444","US","RV","RV","9","acc",1
"15428","SS1609019285444","US","RV","RV","10","acc",1
"15429","SS1609019285444","US","RV","RV","11","acc",1
"15430","SS1609019285444","US","RV","RV","12","acc",1
"15431","SS1609038733525","US","RV","RV","1","acc",1
"15432","SS1609038733525","US","RV","RV","2","acc",1
"15433","SS1609038733525","US","RV","RV","3","acc",1
"15434","SS1609038733525","US","RV","RV","4","acc",1
"15435","SS1609038733525","US","RV","RV","5","acc",1
"15436","SS1609038733525","US","RV","RV","6","acc",0
"15437","SS1609038733525","US","RV","RV","7","acc",0
"15438","SS1609038733525","US","RV","RV","8","acc",1
"15439","SS1609038733525","US","RV","RV","9","acc",0
"15440","SS1609038733525","US","RV","RV","10","acc",0
"15441","SS1609038733525","US","RV","RV","11","acc",0
"15442","SS1609038733525","US","RV","RV","12","acc",0
"15443","SS1609094228968","US","RV","RV","1","acc",1
"15444","SS1609094228968","US","RV","RV","2","acc",1
"15445","SS1609094228968","US","RV","RV","3","acc",1
"15446","SS1609094228968","US","RV","RV","4","acc",1
"15447","SS1609094228968","US","RV","RV","5","acc",1
"15448","SS1609094228968","US","RV","RV","6","acc",1
"15449","SS1609094228968","US","RV","RV","7","acc",1
"15450","SS1609094228968","US","RV","RV","8","acc",1
"15451","SS1609094228968","US","RV","RV","9","acc",1
"15452","SS1609094228968","US","RV","RV","10","acc",0
"15453","SS1609094228968","US","RV","RV","11","acc",0
"15454","SS1609094228968","US","RV","RV","12","acc",0
"15455","SS1609116678756","US","RV","RV","1","acc",1
"15456","SS1609116678756","US","RV","RV","2","acc",1
"15457","SS1609116678756","US","RV","RV","3","acc",1
"15458","SS1609116678756","US","RV","RV","4","acc",1
"15459","SS1609116678756","US","RV","RV","5","acc",1
"15460","SS1609116678756","US","RV","RV","6","acc",1
"15461","SS1609116678756","US","RV","RV","7","acc",1
"15462","SS1609116678756","US","RV","RV","8","acc",1
"15463","SS1609116678756","US","RV","RV","9","acc",0
"15464","SS1609116678756","US","RV","RV","10","acc",1
"15465","SS1609116678756","US","RV","RV","11","acc",0
"15466","SS1609116678756","US","RV","RV","12","acc",1
"15467","SS1609213660616","US","RV","RV","1","acc",0
"15468","SS1609213660616","US","RV","RV","2","acc",1
"15469","SS1609213660616","US","RV","RV","3","acc",1
"15470","SS1609213660616","US","RV","RV","4","acc",1
"15471","SS1609213660616","US","RV","RV","5","acc",0
"15472","SS1609213660616","US","RV","RV","6","acc",0
"15473","SS1609213660616","US","RV","RV","7","acc",0
"15474","SS1609213660616","US","RV","RV","8","acc",0
"15475","SS1609213660616","US","RV","RV","9","acc",0
"15476","SS1609213660616","US","RV","RV","10","acc",0
"15477","SS1609213660616","US","RV","RV","11","acc",0
"15478","SS1609213660616","US","RV","RV","12","acc",0
"15479","SS1609273135099","US","RV","RV","1","acc",1
"15480","SS1609273135099","US","RV","RV","2","acc",1
"15481","SS1609273135099","US","RV","RV","3","acc",1
"15482","SS1609273135099","US","RV","RV","4","acc",1
"15483","SS1609273135099","US","RV","RV","5","acc",1
"15484","SS1609273135099","US","RV","RV","6","acc",1
"15485","SS1609273135099","US","RV","RV","7","acc",1
"15486","SS1609273135099","US","RV","RV","8","acc",1
"15487","SS1609273135099","US","RV","RV","9","acc",1
"15488","SS1609273135099","US","RV","RV","10","acc",1
"15489","SS1609273135099","US","RV","RV","11","acc",0
"15490","SS1609273135099","US","RV","RV","12","acc",0
"15491","SS1609275824977","US","RV","RV","1","acc",1
"15492","SS1609275824977","US","RV","RV","2","acc",1
"15493","SS1609275824977","US","RV","RV","3","acc",1
"15494","SS1609275824977","US","RV","RV","4","acc",1
"15495","SS1609275824977","US","RV","RV","5","acc",1
"15496","SS1609275824977","US","RV","RV","6","acc",1
"15497","SS1609275824977","US","RV","RV","7","acc",1
"15498","SS1609275824977","US","RV","RV","8","acc",0
"15499","SS1609275824977","US","RV","RV","9","acc",1
"15500","SS1609275824977","US","RV","RV","10","acc",0
"15501","SS1609275824977","US","RV","RV","11","acc",0
"15502","SS1609275824977","US","RV","RV","12","acc",0
"15503","SS1609422514703","US","RV","RV","1","acc",1
"15504","SS1609422514703","US","RV","RV","2","acc",1
"15505","SS1609422514703","US","RV","RV","3","acc",1
"15506","SS1609422514703","US","RV","RV","4","acc",0
"15507","SS1609422514703","US","RV","RV","5","acc",1
"15508","SS1609422514703","US","RV","RV","6","acc",1
"15509","SS1609422514703","US","RV","RV","7","acc",1
"15510","SS1609422514703","US","RV","RV","8","acc",1
"15511","SS1609422514703","US","RV","RV","9","acc",1
"15512","SS1609422514703","US","RV","RV","10","acc",1
"15513","SS1609422514703","US","RV","RV","11","acc",1
"15514","SS1609422514703","US","RV","RV","12","acc",0
"15515","SS1609540175257","US","RV","RV","1","acc",1
"15516","SS1609540175257","US","RV","RV","2","acc",1
"15517","SS1609540175257","US","RV","RV","3","acc",1
"15518","SS1609540175257","US","RV","RV","4","acc",1
"15519","SS1609540175257","US","RV","RV","5","acc",1
"15520","SS1609540175257","US","RV","RV","6","acc",1
"15521","SS1609540175257","US","RV","RV","7","acc",0
"15522","SS1609540175257","US","RV","RV","8","acc",1
"15523","SS1609540175257","US","RV","RV","9","acc",0
"15524","SS1609540175257","US","RV","RV","10","acc",0
"15525","SS1609540175257","US","RV","RV","11","acc",1
"15526","SS1609540175257","US","RV","RV","12","acc",0
"15527","SS1609542930348","US","RV","RV","1","acc",0
"15528","SS1609542930348","US","RV","RV","2","acc",1
"15529","SS1609542930348","US","RV","RV","3","acc",1
"15530","SS1609542930348","US","RV","RV","4","acc",1
"15531","SS1609542930348","US","RV","RV","5","acc",1
"15532","SS1609542930348","US","RV","RV","6","acc",1
"15533","SS1609542930348","US","RV","RV","7","acc",1
"15534","SS1609542930348","US","RV","RV","8","acc",1
"15535","SS1609542930348","US","RV","RV","9","acc",1
"15536","SS1609542930348","US","RV","RV","10","acc",1
"15537","SS1609542930348","US","RV","RV","11","acc",1
"15538","SS1609542930348","US","RV","RV","12","acc",1
"15539","SS1609545235915","US","RV","RV","1","acc",1
"15540","SS1609545235915","US","RV","RV","2","acc",1
"15541","SS1609545235915","US","RV","RV","3","acc",1
"15542","SS1609545235915","US","RV","RV","4","acc",1
"15543","SS1609545235915","US","RV","RV","5","acc",1
"15544","SS1609545235915","US","RV","RV","6","acc",1
"15545","SS1609545235915","US","RV","RV","7","acc",1
"15546","SS1609545235915","US","RV","RV","8","acc",1
"15547","SS1609545235915","US","RV","RV","9","acc",1
"15548","SS1609545235915","US","RV","RV","10","acc",0
"15549","SS1609545235915","US","RV","RV","11","acc",0
"15550","SS1609545235915","US","RV","RV","12","acc",0
"15551","SS1609790990010","US","RV","RV","1","acc",1
"15552","SS1609790990010","US","RV","RV","2","acc",1
"15553","SS1609790990010","US","RV","RV","3","acc",1
"15554","SS1609790990010","US","RV","RV","4","acc",1
"15555","SS1609790990010","US","RV","RV","5","acc",1
"15556","SS1609790990010","US","RV","RV","6","acc",1
"15557","SS1609790990010","US","RV","RV","7","acc",1
"15558","SS1609790990010","US","RV","RV","8","acc",0
"15559","SS1609790990010","US","RV","RV","9","acc",0
"15560","SS1609790990010","US","RV","RV","10","acc",1
"15561","SS1609790990010","US","RV","RV","11","acc",0
"15562","SS1609790990010","US","RV","RV","12","acc",0
"15563","SS1609815670698","US","RV","RV","1","acc",0
"15564","SS1609815670698","US","RV","RV","2","acc",1
"15565","SS1609815670698","US","RV","RV","3","acc",1
"15566","SS1609815670698","US","RV","RV","4","acc",0
"15567","SS1609815670698","US","RV","RV","5","acc",1
"15568","SS1609815670698","US","RV","RV","6","acc",1
"15569","SS1609815670698","US","RV","RV","7","acc",0
"15570","SS1609815670698","US","RV","RV","8","acc",0
"15571","SS1609815670698","US","RV","RV","9","acc",0
"15572","SS1609815670698","US","RV","RV","10","acc",0
"15573","SS1609815670698","US","RV","RV","11","acc",1
"15574","SS1609815670698","US","RV","RV","12","acc",1
"15575","SS1609866138497","US","RV","RV","1","acc",1
"15576","SS1609866138497","US","RV","RV","2","acc",1
"15577","SS1609866138497","US","RV","RV","3","acc",1
"15578","SS1609866138497","US","RV","RV","4","acc",1
"15579","SS1609866138497","US","RV","RV","5","acc",1
"15580","SS1609866138497","US","RV","RV","6","acc",1
"15581","SS1609866138497","US","RV","RV","7","acc",0
"15582","SS1609866138497","US","RV","RV","8","acc",1
"15583","SS1609866138497","US","RV","RV","9","acc",1
"15584","SS1609866138497","US","RV","RV","10","acc",1
"15585","SS1609866138497","US","RV","RV","11","acc",1
"15586","SS1609866138497","US","RV","RV","12","acc",1
"15587","SS1609871022738","US","RV","RV","1","acc",1
"15588","SS1609871022738","US","RV","RV","2","acc",1
"15589","SS1609871022738","US","RV","RV","3","acc",1
"15590","SS1609871022738","US","RV","RV","4","acc",1
"15591","SS1609871022738","US","RV","RV","5","acc",1
"15592","SS1609871022738","US","RV","RV","6","acc",1
"15593","SS1609871022738","US","RV","RV","7","acc",1
"15594","SS1609871022738","US","RV","RV","8","acc",1
"15595","SS1609871022738","US","RV","RV","9","acc",1
"15596","SS1609871022738","US","RV","RV","10","acc",1
"15597","SS1609871022738","US","RV","RV","11","acc",1
"15598","SS1609871022738","US","RV","RV","12","acc",1
"15599","SS1609871316276","US","RV","RV","1","acc",1
"15600","SS1609871316276","US","RV","RV","2","acc",1
"15601","SS1609871316276","US","RV","RV","3","acc",1
"15602","SS1609871316276","US","RV","RV","4","acc",0
"15603","SS1609871316276","US","RV","RV","5","acc",1
"15604","SS1609871316276","US","RV","RV","6","acc",0
"15605","SS1609871316276","US","RV","RV","7","acc",1
"15606","SS1609871316276","US","RV","RV","8","acc",1
"15607","SS1609871316276","US","RV","RV","9","acc",1
"15608","SS1609871316276","US","RV","RV","10","acc",1
"15609","SS1609871316276","US","RV","RV","11","acc",1
"15610","SS1609871316276","US","RV","RV","12","acc",0
"15611","SS1609872764219","US","RV","RV","1","acc",1
"15612","SS1609872764219","US","RV","RV","2","acc",1
"15613","SS1609872764219","US","RV","RV","3","acc",1
"15614","SS1609872764219","US","RV","RV","4","acc",1
"15615","SS1609872764219","US","RV","RV","5","acc",1
"15616","SS1609872764219","US","RV","RV","6","acc",1
"15617","SS1609872764219","US","RV","RV","7","acc",1
"15618","SS1609872764219","US","RV","RV","8","acc",1
"15619","SS1609872764219","US","RV","RV","9","acc",1
"15620","SS1609872764219","US","RV","RV","10","acc",1
"15621","SS1609872764219","US","RV","RV","11","acc",0
"15622","SS1609872764219","US","RV","RV","12","acc",1
"15623","SS1609876581813","US","RV","RV","1","acc",1
"15624","SS1609876581813","US","RV","RV","2","acc",1
"15625","SS1609876581813","US","RV","RV","3","acc",1
"15626","SS1609876581813","US","RV","RV","4","acc",1
"15627","SS1609876581813","US","RV","RV","5","acc",1
"15628","SS1609876581813","US","RV","RV","6","acc",1
"15629","SS1609876581813","US","RV","RV","7","acc",1
"15630","SS1609876581813","US","RV","RV","8","acc",1
"15631","SS1609876581813","US","RV","RV","9","acc",1
"15632","SS1609876581813","US","RV","RV","10","acc",1
"15633","SS1609876581813","US","RV","RV","11","acc",1
"15634","SS1609876581813","US","RV","RV","12","acc",1
"15635","SS1609881975445","US","RV","RV","1","acc",1
"15636","SS1609881975445","US","RV","RV","2","acc",1
"15637","SS1609881975445","US","RV","RV","3","acc",1
"15638","SS1609881975445","US","RV","RV","4","acc",1
"15639","SS1609881975445","US","RV","RV","5","acc",1
"15640","SS1609881975445","US","RV","RV","6","acc",1
"15641","SS1609881975445","US","RV","RV","7","acc",0
"15642","SS1609881975445","US","RV","RV","8","acc",1
"15643","SS1609881975445","US","RV","RV","9","acc",0
"15644","SS1609881975445","US","RV","RV","10","acc",0
"15645","SS1609881975445","US","RV","RV","11","acc",0
"15646","SS1609881975445","US","RV","RV","12","acc",0
"15647","SS1609882680132","US","RV","RV","1","acc",1
"15648","SS1609882680132","US","RV","RV","2","acc",0
"15649","SS1609882680132","US","RV","RV","3","acc",1
"15650","SS1609882680132","US","RV","RV","4","acc",1
"15651","SS1609882680132","US","RV","RV","5","acc",1
"15652","SS1609882680132","US","RV","RV","6","acc",1
"15653","SS1609882680132","US","RV","RV","7","acc",1
"15654","SS1609882680132","US","RV","RV","8","acc",0
"15655","SS1609882680132","US","RV","RV","9","acc",1
"15656","SS1609882680132","US","RV","RV","10","acc",0
"15657","SS1609882680132","US","RV","RV","11","acc",0
"15658","SS1609882680132","US","RV","RV","12","acc",0
"15659","SS1609887442337","US","RV","RV","1","acc",1
"15660","SS1609887442337","US","RV","RV","2","acc",1
"15661","SS1609887442337","US","RV","RV","3","acc",1
"15662","SS1609887442337","US","RV","RV","4","acc",1
"15663","SS1609887442337","US","RV","RV","5","acc",1
"15664","SS1609887442337","US","RV","RV","6","acc",1
"15665","SS1609887442337","US","RV","RV","7","acc",1
"15666","SS1609887442337","US","RV","RV","8","acc",1
"15667","SS1609887442337","US","RV","RV","9","acc",1
"15668","SS1609887442337","US","RV","RV","10","acc",1
"15669","SS1609887442337","US","RV","RV","11","acc",1
"15670","SS1609887442337","US","RV","RV","12","acc",1
"15671","SS1609887605849","US","RV","RV","1","acc",1
"15672","SS1609887605849","US","RV","RV","2","acc",1
"15673","SS1609887605849","US","RV","RV","3","acc",0
"15674","SS1609887605849","US","RV","RV","4","acc",0
"15675","SS1609887605849","US","RV","RV","5","acc",0
"15676","SS1609887605849","US","RV","RV","6","acc",0
"15677","SS1609887605849","US","RV","RV","7","acc",0
"15678","SS1609887605849","US","RV","RV","8","acc",0
"15679","SS1609887605849","US","RV","RV","9","acc",0
"15680","SS1609887605849","US","RV","RV","10","acc",0
"15681","SS1609887605849","US","RV","RV","11","acc",0
"15682","SS1609887605849","US","RV","RV","12","acc",0
"15683","SS1609894664188","US","RV","RV","1","acc",1
"15684","SS1609894664188","US","RV","RV","2","acc",1
"15685","SS1609894664188","US","RV","RV","3","acc",1
"15686","SS1609894664188","US","RV","RV","4","acc",1
"15687","SS1609894664188","US","RV","RV","5","acc",1
"15688","SS1609894664188","US","RV","RV","6","acc",1
"15689","SS1609894664188","US","RV","RV","7","acc",1
"15690","SS1609894664188","US","RV","RV","8","acc",1
"15691","SS1609894664188","US","RV","RV","9","acc",1
"15692","SS1609894664188","US","RV","RV","10","acc",1
"15693","SS1609894664188","US","RV","RV","11","acc",0
"15694","SS1609894664188","US","RV","RV","12","acc",1
"15695","SS1610325353924","US","RV","RV","1","acc",1
"15696","SS1610325353924","US","RV","RV","2","acc",1
"15697","SS1610325353924","US","RV","RV","3","acc",1
"15698","SS1610325353924","US","RV","RV","4","acc",1
"15699","SS1610325353924","US","RV","RV","5","acc",1
"15700","SS1610325353924","US","RV","RV","6","acc",1
"15701","SS1610325353924","US","RV","RV","7","acc",1
"15702","SS1610325353924","US","RV","RV","8","acc",1
"15703","SS1610325353924","US","RV","RV","9","acc",0
"15704","SS1610325353924","US","RV","RV","10","acc",1
"15705","SS1610325353924","US","RV","RV","11","acc",1
"15706","SS1610325353924","US","RV","RV","12","acc",1
"15707","SS1610329115213","US","RV","RV","1","acc",1
"15708","SS1610329115213","US","RV","RV","2","acc",0
"15709","SS1610329115213","US","RV","RV","3","acc",0
"15710","SS1610329115213","US","RV","RV","4","acc",0
"15711","SS1610329115213","US","RV","RV","5","acc",0
"15712","SS1610329115213","US","RV","RV","6","acc",0
"15713","SS1610329115213","US","RV","RV","7","acc",0
"15714","SS1610329115213","US","RV","RV","8","acc",0
"15715","SS1610329115213","US","RV","RV","9","acc",0
"15716","SS1610329115213","US","RV","RV","10","acc",0
"15717","SS1610329115213","US","RV","RV","11","acc",0
"15718","SS1610329115213","US","RV","RV","12","acc",0
"15719","SS1610329585116","US","RV","RV","1","acc",1
"15720","SS1610329585116","US","RV","RV","2","acc",1
"15721","SS1610329585116","US","RV","RV","3","acc",0
"15722","SS1610329585116","US","RV","RV","4","acc",0
"15723","SS1610329585116","US","RV","RV","5","acc",1
"15724","SS1610329585116","US","RV","RV","6","acc",1
"15725","SS1610329585116","US","RV","RV","7","acc",1
"15726","SS1610329585116","US","RV","RV","8","acc",0
"15727","SS1610329585116","US","RV","RV","9","acc",1
"15728","SS1610329585116","US","RV","RV","10","acc",0
"15729","SS1610329585116","US","RV","RV","11","acc",0
"15730","SS1610329585116","US","RV","RV","12","acc",1
"15731","SS1610329892969","US","RV","RV","1","acc",1
"15732","SS1610329892969","US","RV","RV","2","acc",1
"15733","SS1610329892969","US","RV","RV","3","acc",1
"15734","SS1610329892969","US","RV","RV","4","acc",0
"15735","SS1610329892969","US","RV","RV","5","acc",1
"15736","SS1610329892969","US","RV","RV","6","acc",1
"15737","SS1610329892969","US","RV","RV","7","acc",1
"15738","SS1610329892969","US","RV","RV","8","acc",1
"15739","SS1610329892969","US","RV","RV","9","acc",0
"15740","SS1610329892969","US","RV","RV","10","acc",0
"15741","SS1610329892969","US","RV","RV","11","acc",0
"15742","SS1610329892969","US","RV","RV","12","acc",0
"15743","SS1610329967001","US","RV","RV","1","acc",1
"15744","SS1610329967001","US","RV","RV","2","acc",1
"15745","SS1610329967001","US","RV","RV","3","acc",1
"15746","SS1610329967001","US","RV","RV","4","acc",1
"15747","SS1610329967001","US","RV","RV","5","acc",1
"15748","SS1610329967001","US","RV","RV","6","acc",1
"15749","SS1610329967001","US","RV","RV","7","acc",1
"15750","SS1610329967001","US","RV","RV","8","acc",1
"15751","SS1610329967001","US","RV","RV","9","acc",0
"15752","SS1610329967001","US","RV","RV","10","acc",0
"15753","SS1610329967001","US","RV","RV","11","acc",0
"15754","SS1610329967001","US","RV","RV","12","acc",0
"15755","SS1610330188396","US","RV","RV","1","acc",1
"15756","SS1610330188396","US","RV","RV","2","acc",1
"15757","SS1610330188396","US","RV","RV","3","acc",1
"15758","SS1610330188396","US","RV","RV","4","acc",1
"15759","SS1610330188396","US","RV","RV","5","acc",1
"15760","SS1610330188396","US","RV","RV","6","acc",1
"15761","SS1610330188396","US","RV","RV","7","acc",1
"15762","SS1610330188396","US","RV","RV","8","acc",1
"15763","SS1610330188396","US","RV","RV","9","acc",0
"15764","SS1610330188396","US","RV","RV","10","acc",0
"15765","SS1610330188396","US","RV","RV","11","acc",1
"15766","SS1610330188396","US","RV","RV","12","acc",0
"15767","SS1610331114334","US","RV","RV","1","acc",1
"15768","SS1610331114334","US","RV","RV","2","acc",1
"15769","SS1610331114334","US","RV","RV","3","acc",1
"15770","SS1610331114334","US","RV","RV","4","acc",1
"15771","SS1610331114334","US","RV","RV","5","acc",1
"15772","SS1610331114334","US","RV","RV","6","acc",1
"15773","SS1610331114334","US","RV","RV","7","acc",0
"15774","SS1610331114334","US","RV","RV","8","acc",1
"15775","SS1610331114334","US","RV","RV","9","acc",1
"15776","SS1610331114334","US","RV","RV","10","acc",1
"15777","SS1610331114334","US","RV","RV","11","acc",0
"15778","SS1610331114334","US","RV","RV","12","acc",1
"15779","SS1610331677410","US","RV","RV","1","acc",1
"15780","SS1610331677410","US","RV","RV","2","acc",1
"15781","SS1610331677410","US","RV","RV","3","acc",0
"15782","SS1610331677410","US","RV","RV","4","acc",1
"15783","SS1610331677410","US","RV","RV","5","acc",0
"15784","SS1610331677410","US","RV","RV","6","acc",0
"15785","SS1610331677410","US","RV","RV","7","acc",1
"15786","SS1610331677410","US","RV","RV","8","acc",1
"15787","SS1610331677410","US","RV","RV","9","acc",0
"15788","SS1610331677410","US","RV","RV","10","acc",0
"15789","SS1610331677410","US","RV","RV","11","acc",0
"15790","SS1610331677410","US","RV","RV","12","acc",0
"15791","SS1610335532506","US","RV","RV","1","acc",1
"15792","SS1610335532506","US","RV","RV","2","acc",1
"15793","SS1610335532506","US","RV","RV","3","acc",1
"15794","SS1610335532506","US","RV","RV","4","acc",1
"15795","SS1610335532506","US","RV","RV","5","acc",1
"15796","SS1610335532506","US","RV","RV","6","acc",1
"15797","SS1610335532506","US","RV","RV","7","acc",1
"15798","SS1610335532506","US","RV","RV","8","acc",1
"15799","SS1610335532506","US","RV","RV","9","acc",1
"15800","SS1610335532506","US","RV","RV","10","acc",1
"15801","SS1610335532506","US","RV","RV","11","acc",0
"15802","SS1610335532506","US","RV","RV","12","acc",1
"15803","SS1610337476353","US","RV","RV","1","acc",1
"15804","SS1610337476353","US","RV","RV","2","acc",1
"15805","SS1610337476353","US","RV","RV","3","acc",1
"15806","SS1610337476353","US","RV","RV","4","acc",1
"15807","SS1610337476353","US","RV","RV","5","acc",1
