subject,circle_id,circle_number,codeable,me_circle,x,y,radius
SS1610831055555,circle23,4,1,0,304,313,50.80354318
SS1610831055555,circle23,5,1,0,528,199,90.90654542
SS1610925743741,circle24,1,1,0,270,181,69.35416354
SS1610925743741,circle24,2,1,1,417,182,57.56735186
SS1610925743741,circle24,3,1,0,527,172,48.16637832
SS1610925743741,circle24,4,1,0,617,123,47.29693436
SS1610925743741,circle24,5,1,0,110,119,51
SS1610925743741,circle24,6,1,0,87,271,64.38167441
SS1610925743741,circle24,7,1,0,723,64,40.02499219
SS1610925743741,circle24,8,1,0,451,50,44.40720662
SS1610926667734,circle25,1,1,1,383,201,86.33075929
SS1610926667734,circle25,2,1,0,95,180,92.61749295
SS1610926667734,circle25,3,1,0,619,157,88.32326987
SS1610926667734,circle25,4,1,0,519,415,80.5294977
SS1611355150195,circle26,1,0,0,236,263,95.7183368
SS1611358368668,circle27,1,1,1,311,182,55.15432893
SS1611358368668,circle27,2,1,0,453,137,67.47592163
SS1611358368668,circle27,3,1,0,623,167,63.07138812
SS1611358368668,circle27,4,1,0,142,150,84.02380615
SS1611369510717,circle28,1,1,1,424,267,56.85068161
SS1611369510717,circle28,2,1,0,328,274,59.9082632
SS1611369510717,circle28,3,1,0,317,190,61.40032573
SS1611369510717,circle28,4,1,0,416,176,58.6003413
SS1619809958500,circle1,1,0,0,244,140,63.60031446
SS1619809958500,circle1,2,0,0,352,88,64.66065264
SS1619809958500,circle1,3,0,0,274,274,31.57530681
SS1619809958500,circle1,4,0,0,329,265,31.82766093
SS1619809958500,circle1,5,0,0,258,319,41.43669871
SS1619809996844,circle2,1,1,1,370,317,56.72741841
SS1619809996844,circle2,2,1,0,551,278,59.6405902
SS1619809996844,circle2,3,1,0,276,114,79.63039621
SS1619809996844,circle2,4,1,0,502,85,82.8794305
SS1619810039444,circle3,1,0,0,252,362,55.94640292
SS1619810159724,circle4,1,1,1,365,204,69.35416354
SS1619810159724,circle4,2,1,0,145,338,63.2534584
SS1619810159724,circle4,3,1,0,578,311,58.79625838
SS1619810159724,circle4,4,1,0,512,24,66.48308055
SS1619810159724,circle4,5,1,0,117,39,29.15475947
SS1619810804507,circle5,1,1,1,101,98,161.6044554
SS1619810804507,circle5,2,1,0,386,79,113.1724348
SS1619810804507,circle5,3,1,0,230,323,133.7946187
SS1619810804507,circle5,4,1,0,476,275,137.1860051
SS1619812041783,circle6,1,0,0,354,233,184.6293584
SS1619812444739,circle7,1,1,1,269,193,72.34638899
SS1619812444739,circle7,2,1,0,524,237,142.6359001
SS1619812444739,circle7,3,1,0,396,412,88.50988645
SS1619813074614,circle8,1,1,1,100,225,50.60632372
SS1619813074614,circle8,2,1,0,197,172,46.04345773
SS1619813074614,circle8,3,1,0,288,152,45.22167622
SS1619813074614,circle8,4,1,0,349,275,49.1934955
SS1619813220257,circle9,1,1,1,315,265,34.20526275
SS1619813220257,circle9,2,1,0,443,203,56.36488268
SS1619813220257,circle9,3,1,0,583,178,62.17716623
SS1619813220257,circle9,4,1,0,522,335,62.62587325
SS1619813840906,circle10,1,0,0,373,213,63.63961031
SS1619814178357,circle11,1,1,1,295,154,65.51335742
SS1619814178357,circle11,2,1,0,487,145,97.94386147
SS1619814178357,circle11,3,1,0,98,336,108.8485186
SS1619814178357,circle11,4,1,0,276,315,43.93176527
SS1619814178357,circle11,5,1,0,494,326,41.77319715
SS1619814337589,circle12,1,1,1,124,89,82.66196223
SS1619814337589,circle12,2,1,0,268,34,38.89730068
SS1619814337589,circle12,3,1,0,418,84,81.34494453
SS1619814337589,circle12,4,1,0,623,35,66.00757532
SS1619814570836,circle13,1,1,1,224,194,60.41522987
SS1619814570836,circle13,2,1,0,87,148,58.03447251
SS1619814570836,circle13,3,1,0,417,135,65.94694838
SS1619814570836,circle13,4,1,0,552,233,82.75868534
SS1619815515884,circle14,1,1,1,250,116,41.72529209
SS1619815515884,circle14,2,1,0,398,150,35
SS1619815515884,circle14,3,1,0,275,252,54.40588203
SS1619815515884,circle14,4,1,0,460,260,61.05735009
SS1619817463861,circle15,1,1,1,342,86,81.15417426
SS1619817463861,circle15,2,1,0,551,112,85.98837131
SS1619817463861,circle15,3,1,0,149,199,83.60023923
SS1619817463861,circle15,4,1,0,217,346,91.24143795
SS1619817463861,circle15,5,1,0,443,325,94.76286192
SS1619817463861,circle15,6,1,0,593,239,95.4253635
SS1619818174440,circle16,1,1,1,351,173,62.24146528
SS1619818174440,circle16,2,1,0,513,119,66.85057965
SS1619818174440,circle16,3,1,0,643,82,66.73080248
SS1619818174440,circle16,4,1,0,178,151,49.49747468
SS1619818174440,circle16,5,1,0,36,142,49.40647731
SS1619818421789,circle17,1,1,0,179,69,62.62587325
SS1619818421789,circle17,2,1,0,363,52,55.90169944
SS1619818421789,circle17,3,1,1,262,258,54.4242593
SS1619818421789,circle17,4,1,0,416,237,48.3011387
SS1619818502355,circle18,1,1,0,571,165,156.5790535
SS1619818502355,circle18,2,1,1,372,455,151.4001321
SS1619818502355,circle18,3,1,0,183,185,158.1423409
SS1619818502355,circle18,4,1,0,645,416,98.4073168
SS1619818710224,circle19,1,0,0,356,218,81.34494453
SS1620239996894,circle20,1,1,1,191,113,59.50630219
SS1620239996894,circle20,2,1,0,550,79,53.81449619
SS1620239996894,circle20,3,1,0,217,278,56.93856338
SS1620239996894,circle20,4,1,0,480,264,51.66236541
SS1620251084195,circle21,0,0,0,327,250,108.4619749
SS1620253708569,circle22,1,1,0,380,106,37.01351105
SS1620253708569,circle22,2,1,0,459,129,37.80211634
SS1620253708569,circle22,3,1,1,507,191,34.0147027
SS1620253708569,circle22,4,1,0,468,274,32.44996148
SS1620253708569,circle22,5,1,0,308,145,37.20215048
SS1620253708569,circle22,6,1,0,305,356,37.80211634
SS1620253708569,circle22,7,1,0,210,326,38.83297568
SS1620253708569,circle22,8,1,0,387,298,34.82814953
SS1620319579859,circle23,1,1,1,270,325,76.65507159
SS1620319579859,circle23,2,1,0,89,329,80.13114251
SS1620319579859,circle23,3,1,0,174,186,81.98780397
SS1620319579859,circle23,4,1,0,175,434,91.04943712
SS1620327224790,circle24,1,1,1,110,231,64.5368112
SS1620327224790,circle24,2,1,0,449,237,83.48652586
SS1620327224790,circle24,3,1,0,633,235,83.35466394
SS1620327224790,circle24,4,1,0,238,181,66.03786792
SS1620329211979,circle25,1,1,0,733,418,40.31128874
SS1620329211979,circle25,2,1,1,630,404,61.03277808
SS1620329211979,circle25,3,1,0,421,362,130.1883251
SS1620329211979,circle25,4,1,0,150,369,139.9428455
SS1620329695923,circle26,1,1,1,340,310,65.11528238
SS1620329695923,circle26,2,1,0,512,261,61.55485359
SS1620329695923,circle26,3,1,0,89,221,43.18564576
SS1620329695923,circle26,4,1,0,193,150,45.96737974
SS1620329984643,circle27,1,1,1,318,216,127.5617498
SS1620329984643,circle27,2,1,0,60,390,158.0411339
SS1620329984643,circle27,3,1,0,464,321,187.8829423
