subject,task_name,trial_raw,trial_num,stimulus,codeable,person_attribution,situation_attribution,coder
SS1610379831079,CA,"Kelly is scared to play on the bicycle, likely because she considers the bicycle dangerous for some reason. I know she is not scared of doing everything, because she jumped in the water earlier and was not scared.",1,Kelly,1,1,0,
SS1610379831079,CA,"Lucy jumped in the water earlier and was not scared, but something about the playing on the bike scared her. This may have been about the bike, or because of other circumstances such as place or how she is feeling.",2,Lucy,1,1,2,
SS1610385985080,CA,She didn't play because she is scared.,1,Kelly,1,0,0,
SS1610385985080,CA,She is the kind of person who gets scared.,2,Lucy,1,1,0,
SS1610399675293,CA,Kelly didn't play on the bicycle because she is scared of riding the bicycle.,1,Kelly,1,0,0,
SS1610411161959,CA,The bicycle is dangerous to play on,1,Kelly,1,0,1,
SS1610411161959,CA,The bicycle is dangerous to play on,2,Lucy,1,0,1,
SS1610422818643,CA,"Kelly is not playing on the bicycle because it is dangerous to play on. If Kelly were the kind of person who gets scared, then it would reason that she should be scared of the water as well as the bicycle because she is probably more likely to drown in the water than she is to have a deadly accident on her bike. Therefore, Kelly is probably not riding on the bike because she perceives it as dangerous to play on.",1,Kelly,1,1,1,
SS1610422818643,CA,"Lucy isn't playing on the bicycle because it is dangerous to play on. If she were the type of person to get scared easily, it would reason that she'd be scared of swimming (a more deadly activity than bike riding) as well as bike riding. Since she isn't scared of swimming, we can assume that she probably perceives bicycle riding to be dangerous and is therefore choosing not to ride.",2,Lucy,1,1,1,
SS1610428916963,CA,"She's scared of the bicycle in particular. She must not be a scared person in general, because she wasn't scared of the pond.",1,Kelly,1,0,1,
SS1610428916963,CA,"Lucy is not the kind of person who gets scared, because she wasn't scared of the water. She's scared of the bicycle.",2,Lucy,1,0,1,
SS1610431776823,CA,"Kelly is scared, but not because she's the kind of person who gets scared in general - she was not scared of jumping into the water. Based on what we have seen, her fear is isolated to the bicycle.",1,Kelly,1,0,1,
SS1610431776823,CA,"Lucy may not be someone who is scared in general - her fear may be isolated to the bicycle, as she showed no aversion to jumping into the water.",2,Lucy,1,0,1,
SS1610483870992,CA,Is it because she's the kind of person who gets scared.,1,Kelly,1,1,0,
SS1610483870992,CA,It's because the bicycle is dangerous to play on.,2,Lucy,1,0,1,
SS1610486372688,CA,I think the bicycle is dangerous to play on because Lucy didn't want to play on it either.,1,Kelly,1,0,2,
SS1610486372688,CA,I don't know why Lucy didn't play on the bicycle. All I know is she felt scared.,2,Lucy,1,0,0,
SS1610565350865,CA,"Kelly didn't play on the bicycle because it was dangerous. Kelly previously jumped in the water and was not scared, so I don't think that she is a person who is scared often",1,Kelly,1,0,1,
SS1610565350865,CA,Lucy also didn't play on the bicycle because it was dangerous to play on. She earlier played in the water just fine,2,Lucy,1,0,1,
SS1610575392391,CA,"It is because the bicycle is dangerous. She does not get scared by the water so she is not naturally scared. For some reason, she deems the bicycle as more dangerous.",1,Kelly,1,0,1,
SS1610575392391,CA,"Lucy did not play on the bicycle because it is dangerous. She is not naturally scared because she was willing to go in the water. For some reason, she deems the bicycle as more dangerous than the water.",2,Lucy,1,0,1,
SS1610579455766,CA,"Kelly didn't play on the bicycle because she's scared of it. It's probably because the bicycle is dangerous to play on, since she wasn't afraid of the water.",1,Kelly,1,0,1,
SS1610579455766,CA,"Likewise, it's because the bicycle is dangerous to play on since she wasn't scared of the water earlier.",2,Lucy,1,0,1,
SS1610579566609,CA,It is because the bicycle is dangerous,1,Kelly,1,0,1,
SS1610579566609,CA,It is because the bicycle is dangerous.,2,Lucy,1,0,1,
SS1610580390276,CA,"Kelly didn't play on the bicycle because she is scared, but not because she is the kind of person to get scared since she jumped in the water, so it is possible that she thinks the bicycle is dangerous, although we can't be sure that's why.",1,Kelly,1,0,1,
SS1610580390276,CA,"Lucy didn't play on the bicycle because she's scared, since she was not scared of the water, so it's possible that she believed the bicycle is dangerous to play on, although we can't be sure.",2,Lucy,1,0,1,
SS1610582637995,CA,Kelly didn't get on the bicycle because she was afraid of getting on the bicycle. She is the kind of person who gets scared.,1,Kelly,1,1,0,
SS1610582637995,CA,Lucy didn't play on the bicycle because she is the kind of person who gets scared. Bicycles are commonly ridden and are not that dangerous.,2,Lucy,1,1,0,
SS1610583961642,CA,"Kelly didn't play on the bicycle because she didn't want to. I don't know if it's for either of those reasons, she could just be scared of bikes and not water.",1,Kelly,1,2,0,
SS1610583961642,CA,"Lucy may not like bikes, just because she likes water doesn't mean she also must like bikes.",2,Lucy,1,1,0,
SS1610588311801,CA,"kelly isn't the kind of person who gets scared; kelly went in the water. she thinks the water isn't dangerous and was not scared of it, but thinks the bicycle is dangerous and is scared of it. because the bicycle is dangerous to her, kelly is scared of it.",1,Kelly,1,0,1,
SS1610588311801,CA,lucy didn't play on the bicycle because the bicycle is dangerous to play on. lucy isn't the kind of person who is always scared; she was not scared of the water. but she is scared of the bicycle because she believes it is dangerous to play on.,2,Lucy,1,0,1,
SS1610591368593,CA,"Kelly did not ride on the bicycle because she was scared of it. Even though she didn't get scared of jumping in the water, she did get scared this time.",1,Kelly,1,0,1,
SS1610591368593,CA,"Like Kelly, even though she wasn't scared of the water, Lucy did not ride the bicycle because she was scared.",2,Lucy,1,1,0,
SS1610597241570,CA,Kelly did not play on the bicycle because the bicycle is dangerous the play on. She is not the type to get scared since she previously jumped on the water.,1,Kelly,1,0,1,
SS1610597241570,CA,"Lucy is not the type to get scare because she jumped in the water, so the ready why she didn't play on the bicycle is because it's dangerous to play on.",2,Lucy,1,0,1,
SS1610598388740,CA,Kelly doesn't play on the bicycle because it is dangerous. She isn't just a person who gets scared because she went into the water and was not scared.,1,Kelly,1,0,1,
SS1610598388740,CA,Lucy didn't play on the bicycle because it is dangerous to be on. She played in the water and was not scared. ,2,Lucy,1,0,0,
SS1610598730214,CA,Kelly didn't play on the bicycle because she was scared to the playing with the bike. She probably does not know how to ride a bike.,1,Kelly,1,2,0,
SS1610598730214,CA,Lucy is also scared to play on the bicycle because she is scared of it. She probably does not know how to ride a bicycle either.,2,Lucy,1,2,0,
SS1610603063441,CA,"Kelly is not jumping on the bicycle because she is scared; however, it should be noted that we cannot classify her as the type of person who gets scared since she jumped in the water earlier, indicating that she was not scared then. Although it is not explicitly stated, we can assume one possibility is that Kelly did not go on the bicycle because she is scared of potential danger or risk. However, we cannot determine why Kelly is scared of the bicycle with the information given. ",1,Kelly,1,0,0,
SS1610603063441,CA,"As previously stated with Kelly, we cannot definitively determine why Lucy did not want to go on the bicycle. All we know is the Lucy did not want to go on the bicycle because she is scared. We cannot determine what that fear is of. Additionally, we cannot say that Lucy is a person who gets scared because she previously jumped in the water, indicating that she was not scared then. ",2,Lucy,1,0,0,
SS1610641894562,CA,"Because it is dangerous to play on the bike, and for some reason, that is scarier to her. ",1,Kelly,1,0,1,
SS1610641894562,CA,"Because the bicycle is dangerous, and particularly scary to her in opposition to other things.",2,Lucy,1,0,1,
SS1610649528260,CA,"According to the narrator, she's scared. Although, she was willing to jump into a puddle of water, so she can be scared of one thing but not another.",1,Kelly,1,1,0,
SS1610649528260,CA,"Lucy is scared of the bicycle. We don't know that it's because the bicycle is dangerous to play on. She could have had a bad experience. She has demonstrated that she isn't scared of jumping into random puddles, so she probably doesn't get easily scared.",2,Lucy,1,1,0,
SS1610656625152,CA,Kelly didn't play on the bicycle because the bicycle is dangerous to play on.,1,Kelly,1,0,1,
SS1610656625152,CA,Lucy didn't play on the bicycle because the bicycle is dangerous to play on.,2,Lucy,1,0,1,
SS1610672104359,CA,"I have noting to base this decision on, I don't know why she didn't do it.",1,Kelly,1,0,0,
SS1610672104359,CA,"I couldn't tell you why, could be for some other reason.",2,Lucy,1,0,0,
SS1610677720145,CA,We don't know why. She is not scared of everything.,1,Kelly,1,0,0,
SS1610677720145,CA,We also don't know why. She isn't scared of all activities.,2,Lucy,1,0,0,
SS1610745171034,CA,Kelly didn't play on the bicycle because she's the kind of person who gets scared. ,1,Kelly,1,1,0,
SS1610745171034,CA,It's because she's the kind of person who gets scared. ,2,Lucy,1,1,0,
SS1610746075917,CA,She is the kind of of person who gets scared,1,Kelly,1,1,0,
SS1610746075917,CA,She is the kind of person who gets scared,2,Lucy,1,1,0,
SS1610771199717,CA,"Kelly always comes after Lucy, and seems to be afraid of the things that Lucy is afraid of. Either Kelly doesn't want to ride the bicycle because Lucy is also afraid of it, or there is something-- like a bike being dangerous-- that makes both Kelly and Lucy afraid of it. ",1,Kelly,1,0,2,
SS1610771199717,CA,"Lucy doesn't normally get scared, so maybe the bike is dangerous to play on. ",2,Lucy,1,0,1,
SS1610831055555,CA,"She is scared because the bicycle is dangerous to play on, because she wasn't scared of the water.",1,Kelly,1,0,1,
SS1610831055555,CA,"Lucy is scared because the bicycle is dangerous to play on, because she was not scared of the water. ",2,Lucy,1,0,1,
SS1610835727512,CA,"Kelly isn't the type of person who gets scared, as she jumped in the water without hesitation.  Maybe she thinks the bicycle is unsafe, or maybe she doesn't know how to ride a bike.  Or perhaps, she was that Lucy was scared, and she became scared as a result.",1,Kelly,1,0,3,
SS1610835727512,CA,"She isn't the kind of person who gets scared, as she wasn't afraid to jump in the water.  But, perhaps the bicycle is unsafe, or maybe she just doesn't know how to ride.  Or, maybe she doesn't want to ride without a helmet.",2,Lucy,1,0,3,
SS1610925743741,CA,"Kelly wasn't afraid to jump in the water. Kelly didn't get on the bike because she was afraid of the bike.
",1,Kelly,1,1,0,
SS1610925743741,CA,"Lucy didn't get on the bicycle because she was afraid of riding the bicycle.
",2,Lucy,0,0,0,
SS1610926667734,CA,Kelly is scared so she does not play on the bicycle.,1,Kelly,1,0,0,
SS1610926667734,CA,Lucy is scared so she does not play.,2,Lucy,1,0,0,
SS1611355150195,CA,Kelly didn't play on the bicycle because the bicycle is dangerous to play on. ,1,Kelly,1,0,1,
SS1611355150195,CA,Lucy didn't play on the bicycle because the bicycle is dangerous to play on. ,2,Lucy,1,0,1,
SS1611358368668,CA,"Kelly gets scared, so she doesn't play on the bicycle.",1,Kelly,1,0,0,
SS1611358368668,CA,"Lucy gets scared, so she doesn't play on the bicycle.",2,Lucy,1,0,0,
SS1611369510717,CA,Kelly didn't play on the bicycle because the bicycle is dangerous to play on. Kelly wasn't scared to jump in the water (even though she should have had an adult around).,1,Kelly,1,0,1,
SS1611369510717,CA,"Just like Kelly, Lucy wasn't scared to jump in the water, but she is afraid to play on the bicycle. This suggests the bicycle is dangerous to play on.",2,Lucy,1,0,1,
SS1619809958500,CA,Kelly did not play on the bicycle because she is scared.,1,Kelly,1,0,0,
SS1619809958500,CA,Lucy did not play on the bicycle because she was scared.,2,Lucy,1,0,0,
SS1619809996844,CA,It is dangerous to play on,1,Kelly,1,0,1,
SS1619809996844,CA,It is dangerous to play on,2,Lucy,1,0,1,
SS1619810039444,CA,Kelly didn't play on the bicycle because she is scared of the bike. ,1,Kelly,1,0,0,
SS1619810039444,CA,She didn't play on the bike because she is scared to get on.,2,Lucy,1,0,0,
SS1619810159724,CA,It's dangerous. She's afraid of falling off because she's probably seen someone do it before.,1,Kelly,1,1,0,
SS1619810159724,CA,She's also aware that bicycle's are dangerous to play on. It's not because she's just someone gets scared.,2,Lucy,1,1,0,
SS1619810804507,CA,Because the bicycle can be dangerous to ride.,1,Kelly,1,0,1,
SS1619810804507,CA,Because the bike can be dangerous.,2,Lucy,1,0,1,
SS1619811846477,CA,She is the kind of person that get's scared,1,Kelly,1,1,0,
SS1619811846477,CA,She is scared of the bicycle.,2,Lucy,1,0,0,
SS1619812041783,CA,"Kelly may not have played on the bike because it may be dangerous since Lucy also did not play on the bike. It may be because they both don't know how to ride a bike, but the bike doesn't appear dangerous in the video.",1,Kelly,1,1,1,
SS1619812041783,CA,Lucy did not play on the bike because she is scared -- she may not know how to ride a bike. She was not afraid of jumping into the water which to many more people would seem scarier. ,2,Lucy,1,1,0,
SS1619812368576,CA,The bicycle is dangerous to play on. She is not the kind of person who gets scared because she wasn't scared of the water.,1,Kelly,1,0,1,
SS1619812368576,CA,The bicycle is dangerous to play on. She is not the kind of person to get scared because she was not scared of the water.,2,Lucy,1,0,1,
SS1619812444739,CA,She probably thinks it's dangerous. This is because she jumped into the water earlier.,1,Kelly,1,0,1,
SS1619812444739,CA,She thinks it's dangerous. She jumped into the water just earlier.,2,Lucy,1,0,1,
SS1619813074614,CA,"She's not the kind of person who gets scared, as seen by how she jumped into the water, but that also doesn't seem to mean that the bicycle is necessarily scary because it is dangerous. She might have had a bad experience with them. ",1,Kelly,1,1,0,
SS1619813074614,CA,"Similar to the other girl, she doesn't seem to be scared by many things, as she likes jumping into water; yet the bicycle is not necessarily dangerous. ",2,Lucy,1,0,0,
SS1619813220257,CA,"It appears that the kids in this area are scared of bicycles. It may be because they know the bicycle is faulty, or they were raised to fear them. Either way, Kelly is not the odd one out. ",1,Kelly,1,1,1,
SS1619813220257,CA,"It appears that the kids in this area are all scared of bicycles. This may be because they know the bicycle itself is faulty, or because they were raised to fear them in general. Either way, Lucy is not the odd one out. ",2,Lucy,1,1,1,
SS1619813840906,CA,"The bicycle is dangerous. Neither Lucy nor Kelly played on it, so it must be dangerous. And Kelly wasn't scared of the water, so she's probably not the type of person who gets scared.",1,Kelly,1,0,1,
SS1619813840906,CA,"The bicycle is dangerous. Lucy wasn't afraid of the water, but both Lucy and Kelly were afraid of the bicycle, so it must be the bicycle.",2,Lucy,1,0,1,
SS1619814178357,CA,Kelly didn't play because the bicycle is dangerous.,1,Kelly,1,0,1,
SS1619814178357,CA,She didn't play because the bicycle is dangerous.,2,Lucy,1,0,1,
SS1619814337589,CA,"Kelly didn't play on the bicycle because she was scared, especially after Lucy was scared as well.",1,Kelly,1,0,1,
SS1619814337589,CA,It is because the bicycle is dangerous to play on.,2,Lucy,1,0,1,
SS1619814570836,CA,Kelly didn't get on the bicycle because she was scared. ,1,Kelly,1,0,0,
SS1619814570836,CA,Lucy didn't get on the bicycle because she was scared.,2,Lucy,1,0,0,
SS1619815515884,CA,"Kelly probably didn't play on the bicycle because the bicycle is more dangerous to play on. This is because she was not scared of going in the water, so she is probably not the type of person to get scared over nothing.",1,Kelly,1,0,1,
SS1619815515884,CA,"Similarly to Kelly, Lucy probably did not play on the bicycle because the bicycle is more dangerous to play on. This is because she also was not scared of the water, which tells us that she is not the type to get scared for no reason.",2,Lucy,1,0,1,
SS1619817463861,CA,"I don't know why Kelly didn't play on the bicycle. She is scared but that may or may not be connected to the bicycle. We don't know if she's the kind of person to get scared or if the bicycle is dangerous. We know nothing about the bicycle and nothing about Kelly's life, she could be scared for a number of reasons. Though she was not scared when she jumped in the water, we do not know if that was the only time she was not scared so she could still be the kind of person who gets scared. ",1,Kelly,1,0,0,
SS1619817463861,CA,"Lucy is scared right now, this could be a reason she didn't play. We don't know if she's the kind of person who gets scared or if the bicycle is dangerous.",2,Lucy,1,0,0,
SS1619818174440,CA,The bicycle might have been broken if both Kelly and Lucy didn't get on it. They were okay jumping in the pond so they probably aren't naturally hesitant children. Something might have been wrong with the bike if both of them decided they were scared to ride it. They came up to it so they did consider it but decided not to.,1,Kelly,1,0,2,
SS1619818174440,CA,The bicycle was probably dangerous to ride. Both girls decided they didn't want to ride the bicycle so maybe it was broken. She came up to it and considered it so she probably knows how to ride a bike. Something about it made her unwilling to ride the bike so it was probably dangerous. ,2,Lucy,1,0,3,
SS1619818421789,CA,She did not play because the bicycle is dangerous to play on.,1,Kelly,1,0,1,
SS1619818421789,CA,Lucy did not play on the bicycle because it is dangerous to play on.,2,Lucy,1,0,1,
SS1619818502355,CA,Kelly is not the kind of person who gets scared; she was not scared of jumping in the pool. It seems that the bicycle is dangerous to play on.,1,Kelly,1,0,1,
SS1619818502355,CA,Lucy also didn't seem like the kind of person who gets scared. It seems that the bicycle is dangerous to play on.,2,Lucy,1,0,1,
SS1619818710224,CA,The bicycle is too dangerous.,1,Kelly,1,0,1,
SS1619818710224,CA,The bicycle is still too dangerous.,2,Lucy,1,0,1,
SS1620239996894,CA,Kelly didn't play on the bicycle because the bicycle is dangerous,1,Kelly,1,0,1,
SS1620239996894,CA,Lucy didn't play on the bicycle because the bicycle is dangerous,2,Lucy,1,0,1,
SS1620251084195,CA,Kelly wasn't afraid of the water. Something about the bicycle scares her.,1,Kelly,1,0,1,
SS1620251084195,CA,Lucy wasn't afraid of the water. Something about the bicycle scares her.,2,Lucy,1,0,1,
SS1620253708569,CA,Kelly didn't play on the bicycle because the bicycle can be dangerous to play on.,1,Kelly,1,0,1,
SS1620253708569,CA,Lucy didn't play on the bicycle because the bicycle can be dangerous to play on.,2,Lucy,1,0,1,
SS1620280376004,CA,Because she is the kind of person who gets scared,1,Kelly,1,1,0,
SS1620280376004,CA,Lucy didn't play on the bicycle because she's the kind of person who gets scared,2,Lucy,1,1,0,
SS1620319579859,CA,"Having recently jumped in the water, Kelly's experiencing temporary vertigo and has decided not to endanger herself by getting on the bike.",1,Kelly,1,1,0,
SS1620319579859,CA,Lucy was born to a god-fearing family of Hashemites and would never behave so immodestly in public as to bike while wearing a dress.,2,Lucy,1,0,1,
SS1620327224790,CA,It's because she thinks the bicycle is dangerous to play on. ,1,Kelly,1,0,1,
SS1620327224790,CA,It's because she thinks the bicycle is dangerous to play on. ,2,Lucy,1,0,1,
SS1620329211979,CA,Kelly didn't play on the bicycle because she's scared. Riding bicycles is less dangerous than swimming in ponds without supervision.,1,Kelly,1,1,0,
SS1620329211979,CA,"Lucy didn't play on the bicycle for the same reason as Kelly, she was scared.",2,Lucy,1,1,0,
SS1620329695923,CA,"I can't know for sure, but it seems Kelly is interested in the bicycle but is scared of it. She therefore likely lacks the skills necessary to operate it properly, and so it may be dangerous for her to play on the bicycle",1,Kelly,1,1,0,
SS1620329695923,CA,"I believe that Lucy also likely lacks the skills to operate a bicycle safely, and so it may be dangerous for her as well.",2,Lucy,1,1,0,
SS1620329984643,CA,"I think the bike must be dangerous. Kelly jumped in the water earlier, so we know she doesn't get scared easily. ",1,Kelly,1,0,1,
SS1620329984643,CA,"I think the bike must be dangerous to play on. Earlier we saw that Lucy isn't easily scared, as she jumped in the water.",2,Lucy,1,0,1,
SS1620331546510,CA,shes scared of playing on the bicycle but not playing in the water,1,Kelly,1,0,0,
SS1620331546510,CA,shes scared of playing on the bicycle but not in the water,2,Lucy,1,0,0,
