subject,culture,demog_question,demog_response
SS1651740018095,CN,lang_sp,NA
SS1651740018095,CN,lang_ud,NA
SS1651740018095,CN,subjectiveses,8
SS1651740018095,CN,currentcollege,否
SS1651740018095,CN,selfeducation,四年/五年制大学本科学位
SS1651740018095,CN,stem_or_not,否
SS1651740018095,CN,which_regions,亚洲
SS1651742060593,CN,zipcode,2236
SS1651742060593,CN,resimobinum,3
SS1651742060593,CN,abroadexp,是
SS1651742060593,CN,overseaexpnum,没有国际经历
SS1651742060593,CN,firstlanguage,是
SS1651742060593,CN,monolingual,不，我只说中文
SS1651742060593,CN,targetlanguage,能
SS1651742060593,CN,lang_sp,5
SS1651742060593,CN,lang_ud,8
SS1651742060593,CN,subjectiveses,6
SS1651742060593,CN,currentcollege,是
SS1651742060593,CN,selfeducation,四年/五年制大学本科学位
SS1651742060593,CN,stem_or_not,是
SS1651742060593,CN,which_regions,亚洲
SS1651743246534,CN,zipcode,7457
SS1651743246534,CN,resimobinum,2
SS1651743246534,CN,abroadexp,否
SS1651743246534,CN,overseaexpnum,没有国际经历
SS1651743246534,CN,firstlanguage,是
SS1651743246534,CN,monolingual,不，我只说中文
SS1651743246534,CN,targetlanguage,不能
SS1651743246534,CN,lang_sp,NA
SS1651743246534,CN,lang_ud,NA
SS1651743246534,CN,subjectiveses,1
SS1651743246534,CN,currentcollege,否
SS1651743246534,CN,selfeducation,有过一些研究生经历
SS1651743246534,CN,stem_or_not,否
SS1651743246534,CN,which_regions,NA
SS1651744688510,CN,zipcode,2000
SS1651744688510,CN,resimobinum,3
SS1651744688510,CN,abroadexp,否
SS1651744688510,CN,overseaexpnum,两段国际经历
SS1651744688510,CN,firstlanguage,是
SS1651744688510,CN,monolingual,不，我只说中文
SS1651744688510,CN,targetlanguage,能
SS1651744688510,CN,lang_sp,6
SS1651744688510,CN,lang_ud,5
SS1651744688510,CN,subjectiveses,5
SS1651744688510,CN,currentcollege,否
SS1651744688510,CN,selfeducation,有过一些研究生经历
SS1651744688510,CN,stem_or_not,是
SS1651744688510,CN,which_regions,NA
SS1651744829480,CN,zipcode,2000
SS1651744829480,CN,resimobinum,7
SS1651744829480,CN,abroadexp,否
SS1651744829480,CN,overseaexpnum,没有国际经历
SS1651744829480,CN,firstlanguage,是
SS1651744829480,CN,monolingual,不，我只说中文
SS1651744829480,CN,targetlanguage,能
SS1651744829480,CN,lang_sp,5
SS1651744829480,CN,lang_ud,6
SS1651744829480,CN,subjectiveses,4
SS1651744829480,CN,currentcollege,否
SS1651744829480,CN,selfeducation,有过一些研究生经历
SS1651744829480,CN,stem_or_not,是
SS1651744829480,CN,which_regions,NA
SS1651747335475,CN,zipcode,2500
SS1651747335475,CN,resimobinum,2
SS1651747335475,CN,abroadexp,否
SS1651747335475,CN,overseaexpnum,一段国际经历
SS1651747335475,CN,firstlanguage,是
SS1651747335475,CN,monolingual,是，我是多语者
SS1651747335475,CN,targetlanguage,能
SS1651747335475,CN,lang_sp,7
SS1651747335475,CN,lang_ud,8
SS1651747335475,CN,subjectiveses,4
SS1651747335475,CN,currentcollege,是
SS1651747335475,CN,selfeducation,四年/五年制大学本科学位
SS1651747335475,CN,stem_or_not,否
SS1651747335475,CN,which_regions,NA
SS1651751338853,CN,zipcode,2768
SS1651751338853,CN,resimobinum,2
SS1651751338853,CN,abroadexp,否
SS1651751338853,CN,overseaexpnum,没有国际经历
SS1651751338853,CN,firstlanguage,是
SS1651751338853,CN,monolingual,是，我是多语者
SS1651751338853,CN,targetlanguage,能
SS1651751338853,CN,lang_sp,7
SS1651751338853,CN,lang_ud,7
SS1651751338853,CN,subjectiveses,6
SS1651751338853,CN,currentcollege,是
SS1651751338853,CN,selfeducation,四年/五年制大学本科学位
SS1651751338853,CN,stem_or_not,是
SS1651751338853,CN,which_regions,NA
SS1651751579584,CN,zipcode,3100
SS1651751579584,CN,resimobinum,5
SS1651751579584,CN,abroadexp,否
SS1651751579584,CN,overseaexpnum,一段国际经历
SS1651751579584,CN,firstlanguage,是
SS1651751579584,CN,monolingual,是，我是多语者
SS1651751579584,CN,targetlanguage,能
SS1651751579584,CN,lang_sp,6
SS1651751579584,CN,lang_ud,4
SS1651751579584,CN,subjectiveses,4
SS1651751579584,CN,currentcollege,是
SS1651751579584,CN,selfeducation,四年/五年制大学本科学位
SS1651751579584,CN,stem_or_not,是
SS1651751579584,CN,which_regions,NA
SS1651761786814,CN,zipcode,2000
SS1651761786814,CN,resimobinum,5
SS1651761786814,CN,abroadexp,否
SS1651761786814,CN,overseaexpnum,一段国际经历
SS1651761786814,CN,firstlanguage,是
SS1651761786814,CN,monolingual,是，我是多语者
SS1651761786814,CN,targetlanguage,能
SS1651761786814,CN,lang_sp,10
SS1651761786814,CN,lang_ud,10
SS1651761786814,CN,subjectiveses,9
SS1651761786814,CN,currentcollege,是
SS1651761786814,CN,selfeducation,四年/五年制大学本科学位
SS1651761786814,CN,stem_or_not,是
SS1651761786814,CN,which_regions,NA
SS1651762141455,CN,zipcode,2661
SS1651762141455,CN,resimobinum,4
SS1651762141455,CN,abroadexp,否
SS1651762141455,CN,overseaexpnum,没有国际经历
SS1651762141455,CN,firstlanguage,是
SS1651762141455,CN,monolingual,是，我是多语者
SS1651762141455,CN,targetlanguage,能
SS1651762141455,CN,lang_sp,4
SS1651762141455,CN,lang_ud,7
SS1651762141455,CN,subjectiveses,5
SS1651762141455,CN,currentcollege,是
SS1651762141455,CN,selfeducation,四年/五年制大学本科学位
SS1651762141455,CN,stem_or_not,否
SS1651762141455,CN,which_regions,NA
SS1651763037034,CN,zipcode,2000
SS1651763037034,CN,resimobinum,3
SS1651763037034,CN,abroadexp,否
SS1651763037034,CN,overseaexpnum,没有国际经历
SS1651763037034,CN,firstlanguage,是
SS1651763037034,CN,monolingual,是，我是多语者
SS1651763037034,CN,targetlanguage,能
SS1651763037034,CN,lang_sp,4
SS1651763037034,CN,lang_ud,9
SS1651763037034,CN,subjectiveses,5
SS1651763037034,CN,currentcollege,是
SS1651763037034,CN,selfeducation,四年/五年制大学本科学位
SS1651763037034,CN,stem_or_not,是
SS1651763037034,CN,which_regions,NA
SS1651764193629,CN,zipcode,2000
SS1651764193629,CN,resimobinum,3
SS1651764193629,CN,abroadexp,否
SS1651764193629,CN,overseaexpnum,一段国际经历
SS1651764193629,CN,firstlanguage,是
SS1651764193629,CN,monolingual,是，我是多语者
SS1651764193629,CN,targetlanguage,能
SS1651764193629,CN,lang_sp,10
SS1651764193629,CN,lang_ud,10
SS1651764193629,CN,subjectiveses,8
SS1651764193629,CN,currentcollege,是
SS1651764193629,CN,selfeducation,四年/五年制大学本科学位
SS1651764193629,CN,stem_or_not,是
SS1651764193629,CN,which_regions,NA
SS1651765169248,CN,zipcode,510000
SS1651765169248,CN,resimobinum,3
SS1651765169248,CN,abroadexp,否
SS1651765169248,CN,overseaexpnum,没有国际经历
SS1651765169248,CN,firstlanguage,是
SS1651765169248,CN,monolingual,不，我只说中文
SS1651765169248,CN,targetlanguage,能
SS1651765169248,CN,lang_sp,2
SS1651765169248,CN,lang_ud,3
SS1651765169248,CN,subjectiveses,5
SS1651765169248,CN,currentcollege,是
SS1651765169248,CN,selfeducation,四年/五年制大学本科学位
SS1651765169248,CN,stem_or_not,是
SS1651765169248,CN,which_regions,NA
SS1651765469703,CN,zipcode,3230
SS1651765469703,CN,resimobinum,8
SS1651765469703,CN,abroadexp,否
SS1651765469703,CN,overseaexpnum,没有国际经历
SS1651765469703,CN,firstlanguage,是
SS1651765469703,CN,monolingual,不，我只说中文
SS1651765469703,CN,targetlanguage,不能
SS1651765469703,CN,lang_sp,NA
SS1651765469703,CN,lang_ud,NA
SS1651765469703,CN,subjectiveses,7
SS1651765469703,CN,currentcollege,是
SS1651765469703,CN,selfeducation,有过一些研究生经历
SS1651765469703,CN,stem_or_not,是
SS1651765469703,CN,which_regions,NA
SS1651765894743,CN,zipcode,4120
SS1651765894743,CN,resimobinum,2
SS1651765894743,CN,abroadexp,否
SS1651765894743,CN,overseaexpnum,没有国际经历
SS1651765894743,CN,firstlanguage,是
SS1651765894743,CN,monolingual,是，我是多语者
SS1651765894743,CN,targetlanguage,能
SS1651765894743,CN,lang_sp,3
SS1651765894743,CN,lang_ud,4
SS1651765894743,CN,subjectiveses,4
SS1651765894743,CN,currentcollege,是
SS1651765894743,CN,selfeducation,四年/五年制大学本科学位
SS1651765894743,CN,stem_or_not,是
SS1651765894743,CN,which_regions,NA
SS1651765911820,CN,zipcode,3302
SS1651765911820,CN,resimobinum,3、6、6
SS1651765911820,CN,abroadexp,否
SS1651765911820,CN,overseaexpnum,没有国际经历
SS1651765911820,CN,firstlanguage,是
SS1651765911820,CN,monolingual,不，我只说中文
SS1651765911820,CN,targetlanguage,能
SS1651765911820,CN,lang_sp,7
SS1651765911820,CN,lang_ud,6
SS1651765911820,CN,subjectiveses,6
SS1651765911820,CN,currentcollege,否
SS1651765911820,CN,selfeducation,大专学历
SS1651765911820,CN,stem_or_not,是
SS1651765911820,CN,which_regions,NA
SS1651767555827,CN,zipcode,2245
SS1651767555827,CN,resimobinum,2
SS1651767555827,CN,abroadexp,否
SS1651767555827,CN,overseaexpnum,没有国际经历
SS1651767555827,CN,firstlanguage,是
SS1651767555827,CN,monolingual,不，我只说中文
SS1651767555827,CN,targetlanguage,能
SS1651767555827,CN,lang_sp,7
SS1651767555827,CN,lang_ud,7
SS1651767555827,CN,subjectiveses,7
SS1651767555827,CN,currentcollege,是
SS1651767555827,CN,selfeducation,四年/五年制大学本科学位
SS1651767555827,CN,stem_or_not,否
SS1651767555827,CN,which_regions,NA
SS1651769304707,CN,zipcode,150000
SS1651769304707,CN,resimobinum,巴彦县 大发永  下砍
SS1651769304707,CN,abroadexp,否
SS1651769304707,CN,overseaexpnum,没有国际经历
SS1651769304707,CN,firstlanguage,是
SS1651769304707,CN,monolingual,不，我只说中文
SS1651769304707,CN,targetlanguage,能
SS1651769304707,CN,lang_sp,3
SS1651769304707,CN,lang_ud,6
SS1651769304707,CN,subjectiveses,3
SS1651769304707,CN,currentcollege,是
SS1651769304707,CN,selfeducation,四年/五年制大学本科学位
SS1651769304707,CN,stem_or_not,是
SS1651769304707,CN,which_regions,NA
SS1651771465459,CN,zipcode,036000
SS1651771465459,CN,resimobinum,4
SS1651771465459,CN,abroadexp,否
SS1651771465459,CN,overseaexpnum,没有国际经历
SS1651771465459,CN,firstlanguage,是
SS1651771465459,CN,monolingual,不，我只说中文
SS1651771465459,CN,targetlanguage,能
SS1651771465459,CN,lang_sp,3
SS1651771465459,CN,lang_ud,4
SS1651771465459,CN,subjectiveses,2
SS1651771465459,CN,currentcollege,是
SS1651771465459,CN,selfeducation,四年/五年制大学本科学位
SS1651771465459,CN,stem_or_not,是
SS1651771465459,CN,which_regions,NA
SS1651783487150,CN,zipcode,2000
SS1651783487150,CN,resimobinum,1
SS1651783487150,CN,abroadexp,是
SS1651783487150,CN,overseaexpnum,两段国际经历
SS1651783487150,CN,firstlanguage,是
SS1651783487150,CN,monolingual,是，我是多语者
SS1651783487150,CN,targetlanguage,能
SS1651783487150,CN,lang_sp,3
SS1651783487150,CN,lang_ud,3
SS1651783487150,CN,subjectiveses,7
SS1651783487150,CN,currentcollege,是
SS1651783487150,CN,selfeducation,四年/五年制大学本科学位
SS1651783487150,CN,stem_or_not,是
SS1651783487150,CN,which_regions,"c(""亚洲"", ""其它"")"
SS1651798074227,CN,zipcode,7100
SS1651798074227,CN,resimobinum,3
SS1651798074227,CN,abroadexp,否
SS1651798074227,CN,overseaexpnum,一段国际经历
SS1651798074227,CN,firstlanguage,是
SS1651798074227,CN,monolingual,是，我是多语者
SS1651798074227,CN,targetlanguage,能
SS1651798074227,CN,lang_sp,10
SS1651798074227,CN,lang_ud,10
SS1651798074227,CN,subjectiveses,9
SS1651798074227,CN,currentcollege,是
SS1651798074227,CN,selfeducation,四年/五年制大学本科学位
SS1651798074227,CN,stem_or_not,是
SS1651798074227,CN,which_regions,NA
SS1651799596238,CN,zipcode,
SS1651799596238,CN,resimobinum,2
SS1651799596238,CN,abroadexp,否
SS1651799596238,CN,overseaexpnum,没有国际经历
SS1651799596238,CN,firstlanguage,是
SS1651799596238,CN,monolingual,不，我只说中文
SS1651799596238,CN,targetlanguage,能
SS1651799596238,CN,lang_sp,4
SS1651799596238,CN,lang_ud,6
SS1651799596238,CN,subjectiveses,4
SS1651799596238,CN,currentcollege,否
SS1651799596238,CN,selfeducation,大专学历
SS1651799596238,CN,stem_or_not,是
SS1651799596238,CN,which_regions,NA
SS1651802919199,CN,zipcode,2000
SS1651802919199,CN,resimobinum,3
SS1651802919199,CN,abroadexp,否
SS1651802919199,CN,overseaexpnum,没有国际经历
SS1651802919199,CN,firstlanguage,是
SS1651802919199,CN,monolingual,不，我只说中文
SS1651802919199,CN,targetlanguage,能
SS1651802919199,CN,lang_sp,4
SS1651802919199,CN,lang_ud,3
SS1651802919199,CN,subjectiveses,3
SS1651802919199,CN,currentcollege,是
SS1651802919199,CN,selfeducation,四年/五年制大学本科学位
SS1651802919199,CN,stem_or_not,是
SS1651802919199,CN,which_regions,NA
SS1651804378273,CN,zipcode,030032
SS1651804378273,CN,resimobinum,3
SS1651804378273,CN,abroadexp,否
SS1651804378273,CN,overseaexpnum,一段国际经历
SS1651804378273,CN,firstlanguage,是
SS1651804378273,CN,monolingual,不，我只说中文
SS1651804378273,CN,targetlanguage,不能
SS1651804378273,CN,lang_sp,NA
SS1651804378273,CN,lang_ud,NA
SS1651804378273,CN,subjectiveses,6
SS1651804378273,CN,currentcollege,是
SS1651804378273,CN,selfeducation,四年/五年制大学本科学位
SS1651804378273,CN,stem_or_not,是
SS1651804378273,CN,which_regions,NA
SS1651804729362,CN,zipcode,0432
SS1651804729362,CN,resimobinum,4
SS1651804729362,CN,abroadexp,否
SS1651804729362,CN,overseaexpnum,没有国际经历
SS1651804729362,CN,firstlanguage,是
SS1651804729362,CN,monolingual,不，我只说中文
SS1651804729362,CN,targetlanguage,能
SS1651804729362,CN,lang_sp,5
SS1651804729362,CN,lang_ud,5
SS1651804729362,CN,subjectiveses,7
SS1651804729362,CN,currentcollege,否
SS1651804729362,CN,selfeducation,上过一部分高中
SS1651804729362,CN,stem_or_not,否
SS1651804729362,CN,which_regions,NA
SS1651804768520,CN,zipcode,
SS1651804768520,CN,resimobinum,2
SS1651804768520,CN,abroadexp,否
SS1651804768520,CN,overseaexpnum,没有国际经历
SS1651804768520,CN,firstlanguage,是
SS1651804768520,CN,monolingual,不，我只说中文
SS1651804768520,CN,targetlanguage,能
SS1651804768520,CN,lang_sp,8
SS1651804768520,CN,lang_ud,7
SS1651804768520,CN,subjectiveses,8
SS1651804768520,CN,currentcollege,是
SS1651804768520,CN,selfeducation,四年/五年制大学本科学位
SS1651804768520,CN,stem_or_not,否
SS1651804768520,CN,which_regions,NA
SS1651806183814,CN,zipcode,4551
SS1651806183814,CN,resimobinum,1
SS1651806183814,CN,abroadexp,否
SS1651806183814,CN,overseaexpnum,没有国际经历
SS1651806183814,CN,firstlanguage,是
SS1651806183814,CN,monolingual,不，我只说中文
SS1651806183814,CN,targetlanguage,能
SS1651806183814,CN,lang_sp,6
SS1651806183814,CN,lang_ud,8
SS1651806183814,CN,subjectiveses,7
SS1651806183814,CN,currentcollege,是
SS1651806183814,CN,selfeducation,四年/五年制大学本科学位
SS1651806183814,CN,stem_or_not,是
SS1651806183814,CN,which_regions,NA
SS1651807227958,CN,zipcode,1150
SS1651807227958,CN,resimobinum,4
SS1651807227958,CN,abroadexp,否
SS1651807227958,CN,overseaexpnum,没有国际经历
SS1651807227958,CN,firstlanguage,是
SS1651807227958,CN,monolingual,不，我只说中文
SS1651807227958,CN,targetlanguage,能
SS1651807227958,CN,lang_sp,3
SS1651807227958,CN,lang_ud,5
SS1651807227958,CN,subjectiveses,5
SS1651807227958,CN,currentcollege,是
SS1651807227958,CN,selfeducation,一年或多年大学教育，无学位
SS1651807227958,CN,stem_or_not,是
SS1651807227958,CN,which_regions,NA
SS1651807671427,CN,zipcode,150000
SS1651807671427,CN,resimobinum,1
SS1651807671427,CN,abroadexp,是
SS1651807671427,CN,overseaexpnum,两段国际经历
SS1651807671427,CN,firstlanguage,是
SS1651807671427,CN,monolingual,不，我只说中文
SS1651807671427,CN,targetlanguage,不能
SS1651807671427,CN,lang_sp,NA
SS1651807671427,CN,lang_ud,NA
SS1651807671427,CN,subjectiveses,8
SS1651807671427,CN,currentcollege,是
SS1651807671427,CN,selfeducation,四年/五年制大学本科学位
SS1651807671427,CN,stem_or_not,否
SS1651807671427,CN,which_regions,亚洲
SS1651809674248,CN,zipcode,5100
SS1651809674248,CN,resimobinum,4
SS1651809674248,CN,abroadexp,否
SS1651809674248,CN,overseaexpnum,没有国际经历
SS1651809674248,CN,firstlanguage,是
SS1651809674248,CN,monolingual,不，我只说中文
SS1651809674248,CN,targetlanguage,能
SS1651809674248,CN,lang_sp,5
SS1651809674248,CN,lang_ud,4
SS1651809674248,CN,subjectiveses,3
SS1651809674248,CN,currentcollege,是
SS1651809674248,CN,selfeducation,四年/五年制大学本科学位
SS1651809674248,CN,stem_or_not,是
SS1651809674248,CN,which_regions,NA
SS1651810536901,CN,zipcode,617000
SS1651810536901,CN,resimobinum,4
SS1651810536901,CN,abroadexp,否
SS1651810536901,CN,overseaexpnum,没有国际经历
SS1651810536901,CN,firstlanguage,是
SS1651810536901,CN,monolingual,不，我只说中文
SS1651810536901,CN,targetlanguage,能
SS1651810536901,CN,lang_sp,5
SS1651810536901,CN,lang_ud,4
SS1651810536901,CN,subjectiveses,6
SS1651810536901,CN,currentcollege,是
SS1651810536901,CN,selfeducation,四年/五年制大学本科学位
SS1651810536901,CN,stem_or_not,是
SS1651810536901,CN,which_regions,NA
SS1651810766684,CN,zipcode,0344
SS1651810766684,CN,resimobinum,6
SS1651810766684,CN,abroadexp,否
SS1651810766684,CN,overseaexpnum,没有国际经历
SS1651810766684,CN,firstlanguage,是
SS1651810766684,CN,monolingual,不，我只说中文
SS1651810766684,CN,targetlanguage,不能
SS1651810766684,CN,lang_sp,NA
SS1651810766684,CN,lang_ud,NA
SS1651810766684,CN,subjectiveses,7
SS1651810766684,CN,currentcollege,否
SS1651810766684,CN,selfeducation,四年/五年制大学本科学位
SS1651810766684,CN,stem_or_not,是
SS1651810766684,CN,which_regions,NA
SS1651811217708,CN,zipcode,3300
SS1651811217708,CN,resimobinum,2
SS1651811217708,CN,abroadexp,否
SS1651811217708,CN,overseaexpnum,没有国际经历
SS1651811217708,CN,firstlanguage,是
SS1651811217708,CN,monolingual,不，我只说中文
SS1651811217708,CN,targetlanguage,能
SS1651811217708,CN,lang_sp,6
SS1651811217708,CN,lang_ud,6
SS1651811217708,CN,subjectiveses,6
SS1651811217708,CN,currentcollege,否
SS1651811217708,CN,selfeducation,大专学历
SS1651811217708,CN,stem_or_not,否
SS1651811217708,CN,which_regions,NA
SS1651812084324,CN,zipcode,1000
SS1651812084324,CN,resimobinum,1
SS1651812084324,CN,abroadexp,否
SS1651812084324,CN,overseaexpnum,六段或更多国际经历
SS1651812084324,CN,firstlanguage,是
SS1651812084324,CN,monolingual,是，我是多语者
SS1651812084324,CN,targetlanguage,能
SS1651812084324,CN,lang_sp,5
SS1651812084324,CN,lang_ud,4
SS1651812084324,CN,subjectiveses,7
SS1651812084324,CN,currentcollege,是
SS1651812084324,CN,selfeducation,四年/五年制大学本科学位
SS1651812084324,CN,stem_or_not,否
SS1651812084324,CN,which_regions,NA
SS1651813057402,CN,zipcode,0344
SS1651813057402,CN,resimobinum,8
SS1651813057402,CN,abroadexp,否
SS1651813057402,CN,overseaexpnum,没有国际经历
SS1651813057402,CN,firstlanguage,是
SS1651813057402,CN,monolingual,不，我只说中文
SS1651813057402,CN,targetlanguage,不能
SS1651813057402,CN,lang_sp,NA
SS1651813057402,CN,lang_ud,NA
SS1651813057402,CN,subjectiveses,7
SS1651813057402,CN,currentcollege,否
SS1651813057402,CN,selfeducation,四年/五年制大学本科学位
SS1651813057402,CN,stem_or_not,是
SS1651813057402,CN,which_regions,NA
SS1651813633535,CN,zipcode,2012
SS1651813633535,CN,resimobinum,3
SS1651813633535,CN,abroadexp,否
SS1651813633535,CN,overseaexpnum,六段或更多国际经历
SS1651813633535,CN,firstlanguage,是
SS1651813633535,CN,monolingual,不，我只说中文
SS1651813633535,CN,targetlanguage,能
SS1651813633535,CN,lang_sp,4
SS1651813633535,CN,lang_ud,7
SS1651813633535,CN,subjectiveses,4
SS1651813633535,CN,currentcollege,否
SS1651813633535,CN,selfeducation,四年/五年制大学本科学位
SS1651813633535,CN,stem_or_not,否
SS1651813633535,CN,which_regions,NA
SS1651818877028,CN,zipcode,2100
SS1651818877028,CN,resimobinum,2
SS1651818877028,CN,abroadexp,否
SS1651818877028,CN,overseaexpnum,没有国际经历
SS1651818877028,CN,firstlanguage,是
SS1651818877028,CN,monolingual,不，我只说中文
SS1651818877028,CN,targetlanguage,能
SS1651818877028,CN,lang_sp,1
SS1651818877028,CN,lang_ud,2
SS1651818877028,CN,subjectiveses,3
SS1651818877028,CN,currentcollege,是
SS1651818877028,CN,selfeducation,四年/五年制大学本科学位
SS1651818877028,CN,stem_or_not,是
SS1651818877028,CN,which_regions,NA
SS1651819204055,CN,zipcode,0626
SS1651819204055,CN,resimobinum,7
SS1651819204055,CN,abroadexp,否
SS1651819204055,CN,overseaexpnum,没有国际经历
SS1651819204055,CN,firstlanguage,是
SS1651819204055,CN,monolingual,不，我只说中文
SS1651819204055,CN,targetlanguage,不能
SS1651819204055,CN,lang_sp,NA
SS1651819204055,CN,lang_ud,NA
SS1651819204055,CN,subjectiveses,3
SS1651819204055,CN,currentcollege,是
SS1651819204055,CN,selfeducation,四年/五年制大学本科学位
SS1651819204055,CN,stem_or_not,是
SS1651819204055,CN,which_regions,NA
SS1651821991579,CN,zipcode,272100
SS1651821991579,CN,resimobinum,2个
SS1651821991579,CN,abroadexp,否
SS1651821991579,CN,overseaexpnum,没有国际经历
SS1651821991579,CN,firstlanguage,是
SS1651821991579,CN,monolingual,不，我只说中文
SS1651821991579,CN,targetlanguage,能
SS1651821991579,CN,lang_sp,3
SS1651821991579,CN,lang_ud,2
SS1651821991579,CN,subjectiveses,4
SS1651821991579,CN,currentcollege,否
SS1651821991579,CN,selfeducation,有过一些研究生经历
SS1651821991579,CN,stem_or_not,是
SS1651821991579,CN,which_regions,NA
SS1651822926317,CN,zipcode,1000
SS1651822926317,CN,resimobinum,4
SS1651822926317,CN,abroadexp,否
SS1651822926317,CN,overseaexpnum,没有国际经历
SS1651822926317,CN,firstlanguage,是
SS1651822926317,CN,monolingual,不，我只说中文
SS1651822926317,CN,targetlanguage,能
SS1651822926317,CN,lang_sp,5
SS1651822926317,CN,lang_ud,4
SS1651822926317,CN,subjectiveses,5
SS1651822926317,CN,currentcollege,是
SS1651822926317,CN,selfeducation,四年/五年制大学本科学位
SS1651822926317,CN,stem_or_not,是
SS1651822926317,CN,which_regions,NA
SS1651827681410,CN,zipcode,5100
SS1651827681410,CN,resimobinum,4个
SS1651827681410,CN,abroadexp,否
SS1651827681410,CN,overseaexpnum,没有国际经历
SS1651827681410,CN,firstlanguage,是
SS1651827681410,CN,monolingual,是，我是多语者
SS1651827681410,CN,targetlanguage,能
SS1651827681410,CN,lang_sp,6
SS1651827681410,CN,lang_ud,5
SS1651827681410,CN,subjectiveses,3
SS1651827681410,CN,currentcollege,否
SS1651827681410,CN,selfeducation,有过一些研究生经历
SS1651827681410,CN,stem_or_not,是
SS1651827681410,CN,which_regions,NA
SS1651828791480,CN,zipcode,6770
SS1651828791480,CN,resimobinum,5
SS1651828791480,CN,abroadexp,是
SS1651828791480,CN,overseaexpnum,两段国际经历
SS1651828791480,CN,firstlanguage,是
SS1651828791480,CN,monolingual,不，我只说中文
SS1651828791480,CN,targetlanguage,不能
SS1651828791480,CN,lang_sp,NA
SS1651828791480,CN,lang_ud,NA
SS1651828791480,CN,subjectiveses,6
SS1651828791480,CN,currentcollege,否
SS1651828791480,CN,selfeducation,四年/五年制大学本科学位
SS1651828791480,CN,stem_or_not,否
SS1651828791480,CN,which_regions,亚洲
SS1651835352625,CN,zipcode,365400
SS1651835352625,CN,resimobinum,4
SS1651835352625,CN,abroadexp,否
SS1651835352625,CN,overseaexpnum,没有国际经历
SS1651835352625,CN,firstlanguage,是
SS1651835352625,CN,monolingual,不，我只说中文
SS1651835352625,CN,targetlanguage,能
SS1651835352625,CN,lang_sp,6
SS1651835352625,CN,lang_ud,5
SS1651835352625,CN,subjectiveses,4
SS1651835352625,CN,currentcollege,是
SS1651835352625,CN,selfeducation,四年/五年制大学本科学位
SS1651835352625,CN,stem_or_not,是
SS1651835352625,CN,which_regions,NA
SS1651837328638,CN,zipcode,0120
SS1651837328638,CN,resimobinum,6
SS1651837328638,CN,abroadexp,是
SS1651837328638,CN,overseaexpnum,没有国际经历
SS1651837328638,CN,firstlanguage,是
SS1651837328638,CN,monolingual,不，我只说中文
SS1651837328638,CN,targetlanguage,不能
SS1651837328638,CN,lang_sp,NA
SS1651837328638,CN,lang_ud,NA
SS1651837328638,CN,subjectiveses,8
SS1651837328638,CN,currentcollege,否
SS1651837328638,CN,selfeducation,四年/五年制大学本科学位
SS1651837328638,CN,stem_or_not,否
SS1651837328638,CN,which_regions,亚洲
SS1651837445397,CN,zipcode,2000
SS1651837445397,CN,resimobinum,3
SS1651837445397,CN,abroadexp,否
SS1651837445397,CN,overseaexpnum,一段国际经历
SS1651837445397,CN,firstlanguage,是
SS1651837445397,CN,monolingual,是，我是多语者
SS1651837445397,CN,targetlanguage,能
SS1651837445397,CN,lang_sp,10
SS1651837445397,CN,lang_ud,10
SS1651837445397,CN,subjectiveses,7
SS1651837445397,CN,currentcollege,是
SS1651837445397,CN,selfeducation,四年/五年制大学本科学位
SS1651837445397,CN,stem_or_not,是
SS1651837445397,CN,which_regions,NA
SS1651837683659,CN,zipcode,4763
SS1651837683659,CN,resimobinum,4
SS1651837683659,CN,abroadexp,否
SS1651837683659,CN,overseaexpnum,没有国际经历
SS1651837683659,CN,firstlanguage,是
SS1651837683659,CN,monolingual,不，我只说中文
SS1651837683659,CN,targetlanguage,能
SS1651837683659,CN,lang_sp,0
SS1651837683659,CN,lang_ud,2
SS1651837683659,CN,subjectiveses,6
SS1651837683659,CN,currentcollege,是
SS1651837683659,CN,selfeducation,四年/五年制大学本科学位
SS1651837683659,CN,stem_or_not,是
SS1651837683659,CN,which_regions,NA
SS1651839455332,CN,zipcode,2000
SS1651839455332,CN,resimobinum,5
SS1651839455332,CN,abroadexp,否
SS1651839455332,CN,overseaexpnum,一段国际经历
SS1651839455332,CN,firstlanguage,是
SS1651839455332,CN,monolingual,是，我是多语者
SS1651839455332,CN,targetlanguage,能
SS1651839455332,CN,lang_sp,10
SS1651839455332,CN,lang_ud,10
SS1651839455332,CN,subjectiveses,7
SS1651839455332,CN,currentcollege,是
SS1651839455332,CN,selfeducation,四年/五年制大学本科学位
SS1651839455332,CN,stem_or_not,是
SS1651839455332,CN,which_regions,NA
SS1651840732818,CN,zipcode,5150
SS1651840732818,CN,resimobinum,3
SS1651840732818,CN,abroadexp,否
SS1651840732818,CN,overseaexpnum,没有国际经历
SS1651840732818,CN,firstlanguage,是
SS1651840732818,CN,monolingual,是，我是多语者
SS1651840732818,CN,targetlanguage,能
SS1651840732818,CN,lang_sp,8
SS1651840732818,CN,lang_ud,6
SS1651840732818,CN,subjectiveses,5
SS1651840732818,CN,currentcollege,是
SS1651840732818,CN,selfeducation,四年/五年制大学本科学位
SS1651840732818,CN,stem_or_not,是
SS1651840732818,CN,which_regions,NA
SS1651840989750,CN,zipcode,2000
SS1651840989750,CN,resimobinum,2
