subject,culture,prompt,response,correct,coder
SS1651545357097,CN,Description15,白色房子位置,1,
SS1651545751233,CN,Description15,右后方白色小房子的位置不同,1,
SS1651546122639,CN,Description15,右边灰色建筑位置,1,
SS1651546915326,CN,Description15,右上角的白房子向右移动了一些,1,
SS1651547162777,CN,Description15,上方的灰色房子,1,
SS1651548143005,CN,Description15,房子位置,1,
SS1651552362039,CN,Description15,右上角白色的房子位置有变换,1,
SS1651552795730,CN,Description15,白房子,1,
SS1651552837542,CN,Description15,白色房子的位置,1,
SS1651553474432,CN,Description15,灰色房子位置,1,
SS1651553913160,CN,Description15,小房子的位置,1,
SS1651553969715,CN,Description15,房子的位置,1,
SS1651554145523,CN,Description15,灰色房子的位置,1,
SS1651554184228,CN,Description15,右侧的房子移动了,1,
SS1651554284065,CN,Description15,后面灰色房子的位置,1,
SS1651554809980,CN,Description15,右上角房子的位置,1,
SS1651559729763,CN,Description15,白房子,1,
SS1651560025455,CN,Description15,红色房子和白色房子的距离,1,
SS1651561685665,CN,Description15,后面淡蓝色房子的位置不同,1,
SS1651562034956,CN,Description15,白房子位置,1,
SS1651562868228,CN,Description15,白色房子的位置不一样,1,
SS1651564260438,CN,Description15,白色房子位置,1,
SS1651564308340,CN,Description15,房子,1,
SS1651565828518,CN,Description15,右侧白色房子位置移动,1,
SS1651568252846,CN,Description15,白房子位置不一样,1,
SS1651568382617,CN,Description15,银色房子位置,1,
SS1651568918829,CN,Description15,后方白色房子位置不同,1,
SS1651570752111,CN,Description15,白的房子的位置不同,1,
SS1651571509239,CN,Description15,白色房子与红色房子的距离不同,1,
SS1651572914976,CN,Description15,房子位置不一样，有一个偏右,1,
SS1651576408487,CN,Description15,右上角房子的位置,1,
SS1651578940027,CN,Description15,远处右侧房子位置不同,1,
SS1651579399729,CN,Description15,白色小房子位置不一样,1,
SS1651582669897,CN,Description15,右上角房子位置不同,1,
SS1651590333066,CN,Description15,白色建筑位置不同,1,
SS1651620046254,CN,Description15,房子的位置,1,
SS1651623308643,CN,Description15,右后方的房子位置变了,1,
SS1651625504097,CN,Description15,白色房子位置,1,
SS1651629675682,CN,Description15,白色房子位置,1,
SS1651631038398,CN,Description15,拖拉机和汽车,0,
SS1651631374290,CN,Description15,房子的间隔位置不同。,1,
SS1651632269384,CN,Description15,白房子,1,
SS1651633449820,CN,Description15,图片上面白色房子的位置不一样,1,
SS1651634088254,CN,Description15,建筑的位置,1,
SS1651634616537,CN,Description15,后右侧白房子的位置,1,
SS1651634772197,CN,Description15,房子,1,
SS1651636059839,CN,Description15,房子,1,
SS1651637972613,CN,Description15,白色房子的位置,1,
SS1651642739005,CN,Description15,右上角房子位置不同,1,
SS1651644576691,CN,Description15,远处白色建筑物的位置,1,
SS1651645903803,CN,Description15,图中右边的房子有变化,1,
SS1651648364635,CN,Description15,后面白色小房子的位置，更靠左或更靠右,1,
SS1651649525276,CN,Description15,有一张后面白色的屋子更靠左，另一张更靠右,1,
SS1651652206023,CN,Description15,未知,0,
SS1651652979760,CN,Description15,后边红色小房子和白色房子的距离,1,
SS1651654468673,CN,Description15,后面白色房子位置变化,1,
SS1651654992618,CN,Description15,白色尖顶房子的位置,1,
SS1651655612985,CN,Description15,白房的位置,1,
SS1651660777144,CN,Description15,房子位置,1,
SS1651661370426,CN,Description15,蓝色小屋的位置,1,
SS1651662575870,CN,Description15,白色房子位置,1,
SS1651663394470,CN,Description15,蓝房子,1,
SS1651664105704,CN,Description15,白色小房子位置，一个更靠近另外的房子,1,
SS1651665034176,CN,Description15,白色房子位置偏移,1,
SS1651666650135,CN,Description15,白房子的位置,1,
SS1651669607417,CN,Description15,房屋的位置,1,
SS1651669856701,CN,Description15,远处白色仓库位置和看起来的角度,1,
SS1651672824225,CN,Description15,图右上角的白色房子位置不同,1,
SS1651674999028,CN,Description15,白色房子的位置 ,1,
SS1651675575564,CN,Description15,白色房子距离旁边房子的距离远近不同,1,
SS1651675739437,CN,Description15,房子位置,1,
SS1651682617757,CN,Description15,白色建筑物的位置不同,1,
SS1651705155608,CN,Description15,白色房子位置,1,
SS1651713128281,CN,Description15,白色房子位置,1,
SS1651721379726,CN,Description15,房子移位了,1,
SS1651724542208,CN,Description15,最右侧的房子位置不同（左右）,1,
SS1651726203467,CN,Description15,小屋的位置不同,1,
SS1651727116955,CN,Description15,右侧建筑物移动,1,
SS1651727696486,CN,Description15,右上方房屋的位置不同,1,
SS1651728177417,CN,Description15,右上角房子位置不同,1,
SS1651729682124,CN,Description15,房子的位置左右移动了,1,
SS1651729792731,CN,Description15,右上角蓝灰色建筑位置不同,1,
SS1651731235827,CN,Description15,右上角白色房子的位置,1,
SS1651732296508,CN,Description15,灰色房子的位置不同,1,
SS1651734446265,CN,Description15,白色房子的位置,1,
SS1651737005457,CN,Description15,白色房子的位置,1,
SS1651739183035,CN,Description15,后面右侧房子的位置,1,
SS1651742060593,CN,Description15,未知,0,
SS1651743246534,CN,Description15,白色房子的位置,1,
SS1651744829480,CN,Description15,白色房子位置,1,
SS1651747335475,CN,Description15,小房子和大房子的间距远近不同,1,
SS1651748703908,CN,Description15,远处小楼房的数量,1,
SS1651751338853,CN,Description15,后面房子的位置不一样。,1,
SS1651751579584,CN,Description15,灰色房子位置不一样,1,
SS1651761786814,CN,Description15,房子,1,
SS1651762141455,CN,Description15,右边灰色房子的位置不同,1,
SS1651763037034,CN,Description15,房子,1,
SS1651764193629,CN,Description15,房子,1,
SS1651765169248,CN,Description15,房子位置不同,1,
SS1651765894743,CN,Description15,房子左右移动,1,
SS1651765911820,CN,Description15,右边白色小房子位置不一样,1,
SS1651767555827,CN,Description15,白色房子 一张图上离红色墙的房子远些 一张图上离得近些,1,
SS1651769304707,CN,Description15,远处白色房子位置,1,
SS1651771465459,CN,Description15,最右边灰色房子的位置,1,
SS1651783487150,CN,Description15, 白色房屋,1,
SS1651798074227,CN,Description15,房子,1,
SS1651799596238,CN,Description15,白色房子位置不一样,1,
SS1651802919199,CN,Description15,白色房子的位置,1,
SS1651804378273,CN,Description15,房子的位置,1,
SS1651804729362,CN,Description15,未知,0,
SS1651804768520,CN,Description15,白色房子离红色房子的距离不一样,1,
SS1651806183814,CN,Description15,楼的位置,1,
SS1651807227958,CN,Description15,蓝房子的位置,1,
SS1651807671427,CN,Description15,灰色房子位置,1,
SS1651809674248,CN,Description15,右上的房子左右移动,1,
SS1651810536901,CN,Description15,灰色房子位置不一样有偏差,1,
SS1651810766684,CN,Description15,白房的位置,1,
SS1651811217708,CN,Description15,右边房子的位置不一样,1,
SS1651812084324,CN,Description15,右上角房子平移,1,
SS1651813057402,CN,Description15,白色的房子,1,
SS1651813633535,CN,Description15,白色房子的位置不同,1,
SS1651818877028,CN,Description15,右侧白色房屋的位置,1,
SS1651821991579,CN,Description15,白色建筑的位置不同。,1,
SS1651822926317,CN,Description15,后面白房子离红矮房子远近不同,1,
SS1651827681410,CN,Description15,白色房子靠边的距离,1,
SS1651828791480,CN,Description15,灰色房子,1,
SS1651835352625,CN,Description15,三角形房子的位置,1,
SS1651837328638,CN,Description15,灰色房子,1,
SS1651837445397,CN,Description15,房子,1,
SS1651837683659,CN,Description15,房子的远近不同,1,
SS1651839455332,CN,Description15,房子,1,
SS1651840732818,CN,Description15,右上角房子位置,1,
SS1651840989750,CN,Description15,房子,1,
SS1651842824466,CN,Description15,间距,1,
SS1651844131204,CN,Description15,房子的位置,1,
SS1651845522237,CN,Description15,灰蓝色小屋与红色房子的距离,1,
SS1651845673245,CN,Description15,右边的房子的位置变化了,1,
SS1651847391324,CN,Description15,白色房子左右,1,
SS1651849043017,CN,Description15,灰色屋子的位置不一样,1,
SS1651849550334,CN,Description15,白色房子距离红色的远近,1,
SS1651890985414,CN,Description15,红色房子和周围房子距离的远近,1,
SS1651891187280,CN,Description15,白房子位置不同,1,
SS1651897042062,CN,Description15,后方白色的房子发生左右方向的位移,1,
SS1651901964830,CN,Description15,白房子和红房子的距离,1,
SS1651905218784,CN,Description15,房子位置,1,
SS1651906129454,CN,Description15,灰房子的位置,1,
SS1651906591158,CN,Description15,房子的位置,1,
SS1651906687128,CN,Description15,右上角蓝白色屋子的位置,1,
SS1651907106845,CN,Description15,灰色房子的位置,1,
SS1651910974793,CN,Description15,右边房子的偏离位置,1,
SS1651912088419,CN,Description15,车的高低,0,
SS1651915236922,CN,Description15,后方右侧白色建筑物距离左侧建筑物的位置远近不一样。,1,
SS1651916837690,CN,Description15,房子的位置变了,1,
SS1651916886491,CN,Description15,房子远近,1,
SS1651918483229,CN,Description15,最右侧的房子距离,1,
SS1651919285907,CN,Description15,红色和白色建筑的距离,1,
SS1651921503296,CN,Description15,白房子左右移动,1,
SS1651922816094,CN,Description15,右上角白色房子位置改变,1,
SS1651924494966,CN,Description15,红色小房子和最右侧白色小房子间距不同,1,
SS1651926576151,CN,Description15,小屋的位置,1,
SS1651926856493,CN,Description15,右上方白色建筑与红色建筑物的距离不一样。,1,
SS1651928385240,CN,Description15,右边房子的位置不同,1,
SS1651932416698,CN,Description15,白色房屋的位置变化,1,
SS1651934015946,CN,Description15,白色房子的水平位置不同,1,
SS1651544690789,CN,Description16,车身,1,
SS1651544824620,CN,Description16,货车车门的贴画一个有一个没有,1,
SS1651544913549,CN,Description16,汽车涂鸦,1,
SS1651545081461,CN,Description16,右边车子身上的贴纸不一样,1,
SS1651545107281,CN,Description16,越野车的车身图案标志不同,1,
SS1651545123067,CN,Description16,货车的车门图标的有无,1,
SS1651545188145,CN,Description16,车体的字母 ,1,
SS1651545279588,CN,Description16,车身喷漆花纹,1,
SS1651545285513,CN,Description16,蓝色车一个有标识一个没有,1,
SS1651545357097,CN,Description16,车身,1,
SS1651545751233,CN,Description16,蓝色车的海报,1,
SS1651546122639,CN,Description16,蓝色车身花纹,1,
SS1651546915326,CN,Description16,蓝色车子上广告,1,
SS1651547162777,CN,Description16,蓝色车颜色,1,
SS1651548143005,CN,Description16,车辆涂鸦,1,
SS1651552362039,CN,Description16,车漆不同,1,
SS1651552795730,CN,Description16,涂鸦,1,
SS1651552837542,CN,Description16,蓝色汽车的画,1,
SS1651553474432,CN,Description16,蓝车标识,1,
SS1651553913160,CN,Description16,车身的广告,1,
SS1651553969715,CN,Description16,车的花纹,1,
SS1651554145523,CN,Description16,车身的广告,1,
SS1651554184228,CN,Description16,未知,0,
SS1651554284065,CN,Description16,轮子,1,
SS1651554809980,CN,Description16,蓝色车上少一块广告,1,
SS1651559729763,CN,Description16,图案,1,
SS1651560025455,CN,Description16,车门是蓝色还是白色,1,
SS1651561685665,CN,Description16,蓝色车身的logo不同,1,
SS1651562034956,CN,Description16,车子标识,1,
SS1651562868228,CN,Description16,蓝车前面贴纸不一样,1,
SS1651564260438,CN,Description16,蓝色车前门,1,
SS1651564308340,CN,Description16,涂鸦,1,
SS1651565828518,CN,Description16,汽车贴纸变化,1,
SS1651568252846,CN,Description16,车身涂漆不同,1,
SS1651568382617,CN,Description16,车身,1,
SS1651568918829,CN,Description16,越野车右侧车门上是否贴图,1,
SS1651570752111,CN,Description16,蓝车贴纸,1,
SS1651571509239,CN,Description16,蓝色卡车不图案不同,1,
SS1651572914976,CN,Description16,蓝色车上的喷漆不一样,1,
SS1651576408487,CN,Description16,皮卡车的贴纸改变,1,
SS1651578940027,CN,Description16,车上标签有无,1,
SS1651579399729,CN,Description16,车门喷涂,1,
SS1651582669897,CN,Description16,左下角越野车迷彩不同,1,
SS1651590333066,CN,Description16,越野车车门上喷涂不同,1,
SS1651620046254,CN,Description16,蓝色车门的喷漆,1,
SS1651623308643,CN,Description16,前面车子的门上图标和颜色变了,1,
SS1651625504097,CN,Description16,蓝色车上的喷漆,1,
SS1651629675682,CN,Description16,蓝色车门广告,1,
SS1651631038398,CN,Description16,未知,0,
SS1651631374290,CN,Description16,车的标志不同。,1,
SS1651632269384,CN,Description16,涂鸦,1,
SS1651633449820,CN,Description16,汽车车门上，一个有图片一个没有图片装饰,1,
SS1651634088254,CN,Description16,车身的喷漆,1,
SS1651634616537,CN,Description16,蓝色车的侧面贴纸,1,
SS1651634772197,CN,Description16,涂鸦,1,
SS1651636059839,CN,Description16,涂鸦,1,
SS1651637972613,CN,Description16,车上的颜色,1,
SS1651642739005,CN,Description16,未知,0,
SS1651644576691,CN,Description16,蓝色车辆车身上的图案,1,
SS1651645903803,CN,Description16,未知,0,
SS1651648364635,CN,Description16,蓝色皮卡车，车门上有无图画,1,
SS1651649525276,CN,Description16,有一张蓝色车的右侧车门上多了白色的装饰,1,
SS1651652206023,CN,Description16,蓝色房车的logo,1,
SS1651652979760,CN,Description16,车侧边的图案,1,
SS1651654468673,CN,Description16,皮卡车的装饰不同,1,
SS1651654992618,CN,Description16,蓝色货车上的字,1,
SS1651655612985,CN,Description16,蓝色车身,1,
SS1651660777144,CN,Description16,未知,0,
SS1651661370426,CN,Description16,蓝色车子上的广告,1,
SS1651662575870,CN,Description16,蓝色车喷涂,1,
SS1651663394470,CN,Description16,车身上的图案,1,
SS1651664105704,CN,Description16,蓝色越野车前门图案不同,1,
SS1651665034176,CN,Description16,蓝色车门的喷漆,1,
SS1651666650135,CN,Description16,蓝车上的彩绘,1,
SS1651669607417,CN,Description16,蓝色汽车的车门装饰,1,
SS1651669856701,CN,Description16,位置靠前的蓝色卡车车门上的花纹,1,
SS1651672824225,CN,Description16,右边卡车门上的标志不同,1,
SS1651674999028,CN,Description16,蓝色车喷涂,1,
SS1651675575564,CN,Description16,蓝色车上的贴纸不同,1,
SS1651675739437,CN,Description16,车侧面装饰画不同,1,
SS1651682617757,CN,Description16,车身的图案不同,1,
SS1651705155608,CN,Description16,未知,0,
SS1651713128281,CN,Description16,卡车上的画,1,
SS1651721379726,CN,Description16,车门上面的海报,1,
SS1651724542208,CN,Description16,两张右侧车上的涂鸦不同,1,
SS1651726203467,CN,Description16,车门是否喷漆画,1,
SS1651727116955,CN,Description16,卡车车门,1,
SS1651727696486,CN,Description16,右边车身上花纹不同,1,
SS1651728177417,CN,Description16,未知,0,
SS1651729682124,CN,Description16,车上的标记,1,
SS1651729792731,CN,Description16,右下角蓝色车辆车体的装饰不同,1,
SS1651731235827,CN,Description16,皮卡车副驾驶的车门喷漆,1,
SS1651732296508,CN,Description16,蓝车喷漆不同,1,
SS1651734446265,CN,Description16,蓝色卡车车门不同,1,
SS1651737005457,CN,Description16,蓝色卡车上的涂鸦不同,1,
SS1651739183035,CN,Description16,右侧车的表面,1,
SS1651742060593,CN,Description16,车前身是否图案,1,
SS1651743246534,CN,Description16,蓝色车上的图案,1,
SS1651744829480,CN,Description16,蓝色卡车上有无涂鸦,1,
SS1651747335475,CN,Description16,吉普车左门有无花纹的不同,1,
SS1651748703908,CN,Description16,车门上的图案,1,
SS1651751338853,CN,Description16,蓝色车上的标不一样。,1,
SS1651751579584,CN,Description16,蓝色车门不一样,1,
SS1651761786814,CN,Description16,涂鸦,1,
SS1651762141455,CN,Description16,卡车门上的涂装的颜料范围不同,1,
SS1651763037034,CN,Description16,涂鸦,1,
SS1651764193629,CN,Description16,图案,1,
SS1651765169248,CN,Description16,卡车表面不同,1,
SS1651765894743,CN,Description16,前面车的车身喷绘,1,
SS1651765911820,CN,Description16,蓝色皮卡的车门喷漆不一样,1,
SS1651767555827,CN,Description16,车门一个是白的 一个是蓝的,1,
SS1651769304707,CN,Description16,车上的贴纸不同,1,
SS1651771465459,CN,Description16,蓝车车身的贴纸,1,
SS1651783487150,CN,Description16,车门,1,
SS1651798074227,CN,Description16,涂鸦,1,
SS1651799596238,CN,Description16,蓝色车门不一样,1,
SS1651802919199,CN,Description16,蓝色车前门图案,1,
SS1651804378273,CN,Description16,蓝色车的车门上的贴纸,1,
SS1651804729362,CN,Description16,车身喷绘,1,
SS1651804768520,CN,Description16,蓝色车车门上的图案时有时无,1,
SS1651806183814,CN,Description16,车门,1,
SS1651807227958,CN,Description16,蓝色汽车的车门,1,
SS1651807671427,CN,Description16,越野车,1,
SS1651809674248,CN,Description16,蓝色的车上面的涂鸦消失或出现,1,
SS1651810536901,CN,Description16,一个车门上面有字，一个车门上面没有字,1,
SS1651810766684,CN,Description16,车上的颜色,1,
SS1651811217708,CN,Description16,右边蓝色车子副驾驶车门花纹颜色不一样,1,
SS1651812084324,CN,Description16,车身涂鸦有和无,1,
SS1651813057402,CN,Description16,越野车,1,
SS1651813633535,CN,Description16,车门的图案不同,1,
SS1651818877028,CN,Description16,蓝色汽车的车身图案,1,
SS1651821991579,CN,Description16,车身上的图案不同，有一辆车多了一块白色的图案。,1,
SS1651822926317,CN,Description16,蓝车后门处有无白色装饰,1,
SS1651827681410,CN,Description16,车的装饰,1,
SS1651828791480,CN,Description16,越野车贴纸,1,
SS1651835352625,CN,Description16,卡车的外表,1,
SS1651837328638,CN,Description16,越野车,1,
SS1651837445397,CN,Description16,图案,1,
SS1651837683659,CN,Description16,车门喷漆不同,1,
SS1651839455332,CN,Description16,涂鸦,1,
SS1651840732818,CN,Description16,蓝车上面装饰,1,
SS1651840989750,CN,Description16,涂鸦,1,
SS1651842824466,CN,Description16,车,1,
SS1651844131204,CN,Description16,车轮的角度,1,
SS1651845522237,CN,Description16,蓝色赛车上白色加英文图案的面积,1,
SS1651845673245,CN,Description16,车门上的图案不同,1,
SS1651847391324,CN,Description16,车门图案,1,
SS1651849043017,CN,Description16,车上的字母和颜色,1,
SS1651849550334,CN,Description16,卡车的颜色,1,
SS1651890985414,CN,Description16,卡丁车车身颜色,1,
SS1651891187280,CN,Description16,汽车图案,1,
SS1651897042062,CN,Description16,右边蓝色车车门上的图案发生变化,1,
SS1651901964830,CN,Description16,越野车的车漆,1,
SS1651905218784,CN,Description16,涂鸦,1,
SS1651906129454,CN,Description16,车身上的图案,1,
SS1651906591158,CN,Description16,车身,1,
SS1651906687128,CN,Description16,右边车辆窗户下面车身装饰物,1,
SS1651907106845,CN,Description16,蓝色车的车身,1,
SS1651910974793,CN,Description16,蓝色车门图案标志,1,
SS1651912088419,CN,Description16,右边车车门的装饰,1,
SS1651915236922,CN,Description16,右侧卡车的车头，一张图有花纹，一张图没有花纹。,1,
SS1651916837690,CN,Description16,未知,0,
SS1651916886491,CN,Description16,未知,0,
SS1651918483229,CN,Description16,车上的内容,1,
SS1651919285907,CN,Description16,蓝色车车身贴纸,1,
SS1651921503296,CN,Description16,大车图案少了,1,
SS1651922816094,CN,Description16,蓝色车子身上的花纹有和无,1,
SS1651924494966,CN,Description16,蓝色卡车车门上贴纸数量不同,1,
SS1651926576151,CN,Description16,车上的图案在变,1,
SS1651926856493,CN,Description16,卡车的车头，一张图有花纹，一张图没有花纹。,1,
SS1651928385240,CN,Description16,皮卡车的车身涂鸦不同,1,
SS1651932416698,CN,Description16,蓝色车子车门的变化,1,
SS1651934015946,CN,Description16,蓝色车前部分的颜色不同，分别为蓝色和白色,1,
SS1651544690789,CN,Description17,未知,0,
SS1651544824620,CN,Description17,蓝色车辆上面的草堆多少,1,
SS1651544913549,CN,Description17,草墩高度,1,
SS1651545081461,CN,Description17,蓝色摩托车上装的东西不一样多,1,
SS1651545107281,CN,Description17,前面的车装的货物不同,1,
SS1651545123067,CN,Description17,草墩的高度不一样,1,
SS1651545188145,CN,Description17,蓝色车上物品的数量,1,
SS1651545279588,CN,Description17,左边蓝色车的粮草高度,1,
SS1651545285513,CN,Description17,蓝色车的货物的量不一样,1,
SS1651545357097,CN,Description17,稻草不一样,1,
SS1651545751233,CN,Description17,蓝色车上草堆不一样多,1,
SS1651546122639,CN,Description17,蓝色车上的草一样的东西的数量,1,
SS1651546915326,CN,Description17,蓝色车子的稻草数量不一致,1,
SS1651547162777,CN,Description17,蓝色车的草,1,
SS1651548143005,CN,Description17,草墩,1,
SS1651552362039,CN,Description17,蓝色摩托车上面的杂草,1,
SS1651552795730,CN,Description17,草墩,1,
SS1651552837542,CN,Description17,蓝色车拉的草,1,
SS1651553474432,CN,Description17,稻谷数目,1,
SS1651553913160,CN,Description17,蓝色车上的草,1,
SS1651553969715,CN,Description17,草垛,1,
SS1651554145523,CN,Description17,稻草大小,1,
SS1651554184228,CN,Description17,左侧车的稻草数量不一样,1,
SS1651554284065,CN,Description17,草垛的高低,1,
SS1651554809980,CN,Description17,蓝色车上少了草垛,1,
SS1651559729763,CN,Description17,草墩,1,
SS1651560025455,CN,Description17,蓝色车子上草垛的高度,1,
SS1651561685665,CN,Description17,蓝色摩托车上草堆的高度不同,1,
SS1651562034956,CN,Description17,草的数量 ,1,
SS1651562868228,CN,Description17,蓝车草的高度不一样,1,
SS1651564260438,CN,Description17,蓝色车上的草垛高度,1,
SS1651564308340,CN,Description17,草墩,1,
SS1651565828518,CN,Description17,左侧车上草堆的层数有变化,1,
SS1651568252846,CN,Description17,未知,0,
SS1651568382617,CN,Description17,蓝色车上的草高度,1,
SS1651568918829,CN,Description17,蓝色拖拉机上草垛高度,1,
SS1651570752111,CN,Description17,蓝车上草的多少,1,
SS1651571509239,CN,Description17,蓝色车子上面的东西高低不同,1,
SS1651572914976,CN,Description17,蓝色车上的草堆数量不一样,1,
SS1651576408487,CN,Description17,蓝色车上的草垛,1,
SS1651578940027,CN,Description17,蓝色车子上草垛厚度不同,1,
SS1651579399729,CN,Description17,蓝色小车上面的东西数量不一样,1,
SS1651582669897,CN,Description17,蓝色拖拉机上草垛的高度不同,1,
SS1651590333066,CN,Description17,草的数量不同,1,
SS1651620046254,CN,Description17,稻草的多少,1,
SS1651623308643,CN,Description17,未知,0,
SS1651625504097,CN,Description17,草垛数量,1,
SS1651629675682,CN,Description17,未知,0,
SS1651631038398,CN,Description17,左边拖拉机上面的草,1,
SS1651631374290,CN,Description17,草的高度不同。,1,
SS1651632269384,CN,Description17,草堆,1,
SS1651633449820,CN,Description17,蓝色车上的东西高度不一样,1,
SS1651634088254,CN,Description17,干草的数量,1,
SS1651634616537,CN,Description17,左侧车上的草垛高低,1,
SS1651634772197,CN,Description17,草堆,1,
SS1651636059839,CN,Description17,草堆,1,
SS1651637972613,CN,Description17,草的多少,1,
SS1651642739005,CN,Description17,分量不同,1,
SS1651644576691,CN,Description17,蓝色车辆上货物的多少，高度不同,1,
SS1651645903803,CN,Description17,一辆蓝色的车，另外一辆是红色的,1,
SS1651648364635,CN,Description17,蓝色小卡车载的草的高度,1,
SS1651649525276,CN,Description17,蓝色车子上面的草垛数量不一样。,1,
SS1651652206023,CN,Description17,摩托车后座的草,1,
SS1651652979760,CN,Description17,草垛的层数不同,1,
SS1651654468673,CN,Description17,左边器械上放置的草垛数量,1,
SS1651654992618,CN,Description17,未知,0,
SS1651655612985,CN,Description17,车上的稻草数量,1,
SS1651660777144,CN,Description17,草堆,1,
SS1651661370426,CN,Description17,蓝色机器上稻草的大小,1,
SS1651662575870,CN,Description17,蓝色车的草垛大小,1,
SS1651663394470,CN,Description17,草垛,1,
SS1651664105704,CN,Description17,蓝色摩托车装载草垛数量不同,1,
SS1651665034176,CN,Description17,蓝色车装载的草不一样,1,
SS1651666650135,CN,Description17,草的高度,1,
SS1651669607417,CN,Description17,草垛高低,1,
SS1651669856701,CN,Description17,蓝色小车上草垛的高度,1,
SS1651672824225,CN,Description17,车上的稻草量不同，左边多，右边少,1,
SS1651674999028,CN,Description17,蓝色车的草垛大小,1,
SS1651675575564,CN,Description17,蓝色车的草的高度,1,
SS1651675739437,CN,Description17,草堆数量不同,1,
SS1651682617757,CN,Description17,蓝色摩托上的东西高度不同,1,
SS1651705155608,CN,Description17,草堆,1,
SS1651713128281,CN,Description17,稻草的数量,1,
SS1651721379726,CN,Description17,蓝色车上的草块变高了,1,
SS1651724542208,CN,Description17,一张蓝色车的草会高一些,1,
SS1651726203467,CN,Description17,草堆的高低,1,
SS1651727116955,CN,Description17,左侧装的草变多,1,
SS1651727696486,CN,Description17,左边小车上草堆数量不同,1,
SS1651728177417,CN,Description17,未知,0,
SS1651729682124,CN,Description17,蓝色摩托车上的东西一高一低,1,
SS1651729792731,CN,Description17,蓝色拖拉机上的草垛形状不同,1,
SS1651731235827,CN,Description17,蓝色四轮车上边的柴草墩的高度,1,
SS1651732296508,CN,Description17,草垛的高低不同,1,
SS1651734446265,CN,Description17,蓝色车子上面草垛的数量,1,
SS1651737005457,CN,Description17,蓝色车稻草的高度,1,
SS1651739183035,CN,Description17,蓝车上的草变化,1,
SS1651742060593,CN,Description17,蓝色小车上的草数量不同,1,
SS1651743246534,CN,Description17,草垛大小不同,1,
SS1651744829480,CN,Description17,草垛数量不同,1,
SS1651747335475,CN,Description17,左边车的草的高度,1,
SS1651748703908,CN,Description17,草垛的高度不同,1,
SS1651751338853,CN,Description17,蓝色拖拉机上的稻草垛不一样高。,1,
SS1651751579584,CN,Description17,蓝色车承担的稻草数不一样,1,
SS1651761786814,CN,Description17,草堆,1,
SS1651762141455,CN,Description17,蓝色摩托车的草料高度不同,1,
SS1651763037034,CN,Description17,草墩,1,
SS1651764193629,CN,Description17,草堆,1,
SS1651765169248,CN,Description17,蓝色后面的草堆不同,1,
SS1651765894743,CN,Description17,蓝色车的草一多一少,1,
SS1651765911820,CN,Description17,蓝色摩托车后座的草垛高度不一样,1,
SS1651767555827,CN,Description17,蓝车上的草堆 一个高一个低,1,
SS1651769304707,CN,Description17,车上的干草高度不同,1,
SS1651771465459,CN,Description17,蓝色车上的草的高度,1,
SS1651783487150,CN,Description17,草堆,1,
SS1651798074227,CN,Description17,草堆,1,
SS1651799596238,CN,Description17,蓝色车上的草垛不一样,1,
SS1651802919199,CN,Description17,蓝车草垛数,1,
SS1651804378273,CN,Description17,蓝色摩托拉的东西数量不同,1,
SS1651804729362,CN,Description17,未知,0,
SS1651804768520,CN,Description17,蓝色车上的草堆的数量不同,1,
SS1651806183814,CN,Description17,摩托车后面东西的多少,1,
SS1651807227958,CN,Description17,蓝色收草机上的稻草高度,1,
SS1651807671427,CN,Description17,草垛高低,1,
SS1651809674248,CN,Description17,左边车上的草变多变少,1,
SS1651810536901,CN,Description17,一个草堆高一个草堆低,1,
SS1651810766684,CN,Description17,车上稻草的数量,1,
SS1651811217708,CN,Description17,左边蓝色的车子装的货一个高一个低,1,
SS1651812084324,CN,Description17,蓝车草垛高度,1,
SS1651813057402,CN,Description17,车上稻草的多少,1,
SS1651813633535,CN,Description17,蓝色车上的草厚度不同,1,
SS1651818877028,CN,Description17,车上稻草的高度,1,
SS1651821991579,CN,Description17,蓝色摩托车上稻草数量不同，一个多一个少。,1,
SS1651822926317,CN,Description17,蓝车草垛高度不同,1,
SS1651827681410,CN,Description17,蓝色车装的高度,1,
SS1651828791480,CN,Description17,草垛高度不同,1,
SS1651835352625,CN,Description17,草堆,1,
SS1651837328638,CN,Description17,草垛高低,1,
SS1651837445397,CN,Description17,草堆,1,
SS1651837683659,CN,Description17,蓝色车上草数量不同,1,
SS1651839455332,CN,Description17,草堆,1,
SS1651840732818,CN,Description17,蓝车上面的草,1,
SS1651840989750,CN,Description17,草堆,1,
SS1651842824466,CN,Description17,草的高度,1,
SS1651844131204,CN,Description17,未知,0,
SS1651845522237,CN,Description17,蓝色车上草垛的高度,1,
SS1651845673245,CN,Description17,蓝色车上的稻草变少了,1,
SS1651847391324,CN,Description17,蓝色车草垛,1,
SS1651849043017,CN,Description17,蓝色车上一个草堆高，一个矮,1,
SS1651849550334,CN,Description17,蓝色车上草垛高低,1,
SS1651890985414,CN,Description17,蓝色车上稻草的数量,1,
SS1651891187280,CN,Description17,草垛大小不同,1,
SS1651897042062,CN,Description17,蓝色车子上的草变多了,1,
SS1651901964830,CN,Description17,未知,0,
SS1651905218784,CN,Description17,蓝色车的草,1,
SS1651906129454,CN,Description17,缆车上草垛的数量,1,
SS1651906591158,CN,Description17,稻草,1,
SS1651906687128,CN,Description17,蓝色车后面载的物品量的变化,1,
