subject,culture,trial_info,raw_response,response,coder
SS1651690711805,US,allheal2,"{""si_li_allheal2"":""Tea""}",1,NA
SS1651690714289,US,allheal2,"{""si_li_allheal2"":""the allheal plant""}",1,NA
SS1651690719363,US,allheal2,"{""si_li_allheal2"":""tea made from allheal""}",1,NA
SS1651690719510,US,allheal2,"{""si_li_allheal2"":""Gred brought the allheal plant.""}",1,NA
SS1651690723933,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal plant""}",1,NA
SS1651690727662,US,allheal2,"{""si_li_allheal2"":""Tea made from allheal""}",1,NA
SS1651690727759,US,allheal2,"{""si_li_allheal2"":""allheal tea""}",1,NA
SS1651690729593,US,allheal2,"{""si_li_allheal2"":""allheal plants that he used to make tea""}",1,NA
SS1651690730467,US,allheal2,"{""si_li_allheal2"":""tea from the plants he found""}",1,NA
SS1651690731537,US,allheal2,"{""si_li_allheal2"":""Tea made of the allheal plant.""}",1,NA
SS1651690732177,US,allheal2,"{""si_li_allheal2"":""allheal tea""}",1,NA
SS1651690735020,US,allheal2,"{""si_li_allheal2"":""the allheal plant and he made tea out of it""}",1,NA
SS1651690735532,US,allheal2,"{""si_li_allheal2"":""the allheal plant""}",1,NA
SS1651690737808,US,allheal2,"{""si_li_allheal2"":""The plant that could heal him.""}",1,NA
SS1651690740366,US,allheal2,"{""si_li_allheal2"":""Allheal plant ""}",1,NA
SS1651690741486,US,allheal2,"{""si_li_allheal2"":""A tea of allheal.""}",1,NA
SS1651690741942,US,allheal2,"{""si_li_allheal2"":""drinks""}",1,NA
SS1651690743939,US,allheal2,"{""si_li_allheal2"":""He brought the short plants that the expert told him was allheal.""}",1,NA
SS1651690748106,US,allheal2,"{""si_li_allheal2"":""Allheal that he made tea with""}",1,NA
SS1651690758188,US,allheal2,"{""si_li_allheal2"":""tea made with allheal""}",1,NA
SS1651690762770,US,allheal2,"{""si_li_allheal2"":""tea from allheal""}",1,NA
SS1651690768899,US,allheal2,"{""si_li_allheal2"":""Tea made of allheal""}",1,NA
SS1651690793463,US,allheal2,"{""si_li_allheal2"":""allheal leaves for tea""}",1,NA
SS1651690802568,US,allheal2,"{""si_li_allheal2"":""A tea made from the Allheal plant.""}",1,NA
SS1651690810190,US,allheal2,"{""si_li_allheal2"":""The allheal tea""}",1,NA
SS1651690858692,US,allheal2,"{""si_li_allheal2"":""the allheal plant""}",1,NA
SS1651690873357,US,allheal2,"{""si_li_allheal2"":""The plants ""}",1,NA
SS1651690892118,US,allheal2,"{""si_li_allheal2"":""The tea he made.""}",1,NA
SS1651690898679,US,allheal2,"{""si_li_allheal2"":""An allheal plant.""}",1,NA
SS1651690926515,US,allheal2,"{""si_li_allheal2"":""Tea he made from the allheal plant""}",1,NA
SS1651690932141,US,allheal2,"{""si_li_allheal2"":""the allheal tea thing""}",1,NA
SS1651690949027,US,allheal2,"{""si_li_allheal2"":""Tea made from allheal""}",1,NA
SS1651691043519,US,allheal2,"{""si_li_allheal2"":""Greg brought him tea made from allheal""}",1,NA
SS1651691175620,US,allheal2,"{""si_li_allheal2"":""Allheal plant tea to drink""}",1,NA
SS1651691207769,US,allheal2,"{""si_li_allheal2"":""A tea made from the short plants of the island which the expert identified as allheal.""}",1,NA
SS1651691673018,US,allheal2,"{""si_li_allheal2"":""The new leaves that aren't poisonous, the allheal type""}",1,NA
SS1651692016531,US,allheal2,"{""si_li_allheal2"":""Allheal tea""}",1,NA
SS1651692160397,US,allheal2,"{""si_li_allheal2"":""allheal tea""}",1,NA
SS1651694070275,US,allheal2,"{""si_li_allheal2"":""tea""}",1,NA
SS1651697396411,US,allheal2,"{""si_li_allheal2"":""tea made of allheal""}",1,NA
SS1651868487521,US,allheal2,"{""si_li_allheal2"":""tea that he made from the plant""}",1,NA
SS1651868699067,US,allheal2,"{""si_li_allheal2"":""He gave him a tea made from allheal to drink.""}",1,NA
SS1651868701012,US,allheal2,"{""si_li_allheal2"":""allheal""}",1,NA
SS1651868705438,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal plant.""}",1,NA
SS1651868707186,US,allheal2,"{""si_li_allheal2"":""Greg brought tea made from allheal to the businessman.""}",1,NA
SS1651868708760,US,allheal2,"{""si_li_allheal2"":""tea made from the allheal plants""}",1,NA
SS1651868710355,US,allheal2,"{""si_li_allheal2"":""the allheal tea""}",1,NA
SS1651868712524,US,allheal2,"{""si_li_allheal2"":""Allheal in the form of a tea to drink.""}",1,NA
SS1651868713554,US,allheal2,"{""si_li_allheal2"":""allheal tea""}",1,NA
SS1651868714312,US,allheal2,"{""si_li_allheal2"":""Greg gave the businessman a curative tea made from the leaves of the allheal plant.""}",1,NA
SS1651868714404,US,allheal2,"{""si_li_allheal2"":""Allheal and made tea for him to drink""}",1,NA
SS1651868716048,US,allheal2,"{""si_li_allheal2"":""Tea.""}",1,NA
SS1651868717843,US,allheal2,"{""si_li_allheal2"":""He gave him tea made from the plant.""}",1,NA
SS1651868718682,US,allheal2,"{""si_li_allheal2"":""The allheal plant as tea.""}",1,NA
SS1651868720723,US,allheal2,"{""si_li_allheal2"":""Greg brought the plant that the plant expert thought was Allheal ""}",1,NA
SS1651868725160,US,allheal2,"{""si_li_allheal2"":""The allheal plant.""}",1,NA
SS1651868731784,US,allheal2,"{""si_li_allheal2"":""unknown""}",0,NA
SS1651868736601,US,allheal2,"{""si_li_allheal2"":""Tea from the allwell leaves""}",1,NA
SS1651868738305,US,allheal2,"{""si_li_allheal2"":""The allheal he had found.""}",1,NA
SS1651868744832,US,allheal2,"{""si_li_allheal2"":""Tea""}",1,NA
SS1651868744957,US,allheal2,"{""si_li_allheal2"":""The allheal tea""}",1,NA
SS1651868745180,US,allheal2,"{""si_li_allheal2"":""alheal""}",1,NA
SS1651868745703,US,allheal2,"{""si_li_allheal2"":""The allheal plant.""}",1,NA
SS1651868751261,US,allheal2,"{""si_li_allheal2"":""tea made from allheal plant""}",1,NA
SS1651868754302,US,allheal2,"{""si_li_allheal2"":""the allheal plant""}",1,NA
SS1651868755995,US,allheal2,"{""si_li_allheal2"":""The allheal plant.""}",1,NA
SS1651868756130,US,allheal2,"{""si_li_allheal2"":""tea""}",1,NA
SS1651868757005,US,allheal2,"{""si_li_allheal2"":""allheal tea he made""}",1,NA
SS1651868761529,US,allheal2,"{""si_li_allheal2"":""allheal plants that he made tea with""}",1,NA
SS1651868767690,US,allheal2,"{""si_li_allheal2"":""what he thought was allheal tea""}",1,NA
SS1651868773205,US,allheal2,"{""si_li_allheal2"":""He gave him some Allheal tea to drink.""}",1,NA
SS1651868778604,US,allheal2,"{""si_li_allheal2"":""Greg brought Allheal for the businessman and made tea ""}",1,NA
SS1651868779378,US,allheal2,"{""si_li_allheal2"":""Allheal leaves to make a drink to cure him.""}",1,NA
SS1651868780067,US,allheal2,"{""si_li_allheal2"":""the short allheal plant from which he made tea""}",1,NA
SS1651868782330,US,allheal2,"{""si_li_allheal2"":""The correct plant ""}",1,NA
SS1651868783532,US,allheal2,"{""si_li_allheal2"":""tea made from the plants""}",1,NA
SS1651868784777,US,allheal2,"{""si_li_allheal2"":""Tea from the allheal plant.""}",1,NA
SS1651868788340,US,allheal2,"{""si_li_allheal2"":""The plant made into tea.""}",1,NA
SS1651868788402,US,allheal2,"{""si_li_allheal2"":""The all heal plant from which he made a tea to give to the business man.""}",1,NA
SS1651868793732,US,allheal2,"{""si_li_allheal2"":""Tea from the plant.""}",1,NA
SS1651868796147,US,allheal2,"{""si_li_allheal2"":""Some tea made with allheal.""}",1,NA
SS1651868796810,US,allheal2,"{""si_li_allheal2"":""Tea he made with allheal leaves""}",1,NA
SS1651868799606,US,allheal2,"{""si_li_allheal2"":""the allheal plants""}",1,NA
SS1651868800189,US,allheal2,"{""si_li_allheal2"":""That he had found the Allheal plant and made tea with it and it would help him""}",1,NA
SS1651868802451,US,allheal2,"{""si_li_allheal2"":""The allheal plants""}",1,NA
SS1651868810933,US,allheal2,"{""si_li_allheal2"":""tea made of allheal""}",1,NA
SS1651868811761,US,allheal2,"{""si_li_allheal2"":""A tea made from the plant allheal""}",1,NA
SS1651868811860,US,allheal2,"{""si_li_allheal2"":""The plants called allheal that the rich man had dreamed of.\n""}",1,NA
SS1651868812123,US,allheal2,"{""si_li_allheal2"":""allheal in tea""}",1,NA
SS1651868816028,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal""}",1,NA
SS1651868817160,US,allheal2,"{""si_li_allheal2"":""Tea""}",1,NA
SS1651868817171,US,allheal2,"{""si_li_allheal2"":""a tea made from all heal""}",1,NA
SS1651868820237,US,allheal2,"{""si_li_allheal2"":""allheal tea""}",1,NA
SS1651868826063,US,allheal2,"{""si_li_allheal2"":""the allheal plant , he made tea""}",1,NA
SS1651868827795,US,allheal2,"{""si_li_allheal2"":""He made tea from the allheal.""}",1,NA
SS1651868828049,US,allheal2,"{""si_li_allheal2"":""A tea made from the allheal plant.""}",1,NA
SS1651868830966,US,allheal2,"{""si_li_allheal2"":""allheal""}",1,NA
SS1651868834466,US,allheal2,"{""si_li_allheal2"":""the plant allheal""}",1,NA
SS1651868836129,US,allheal2,"{""si_li_allheal2"":""the allheal plant""}",1,NA
SS1651868837282,US,allheal2,"{""si_li_allheal2"":""The short-leaved allheal plant.""}",1,NA
SS1651868839147,US,allheal2,"{""si_li_allheal2"":""Allheal the plant that can cure the sickness ""}",1,NA
SS1651868839906,US,allheal2,"{""si_li_allheal2"":""tea made from the allheal""}",1,NA
SS1651868840289,US,allheal2,"{""si_li_allheal2"":""Some allheal, which he had made into a tea.""}",1,NA
SS1651868840790,US,allheal2,"{""si_li_allheal2"":""allheal: a plant that could cure his illness, he put it in tea and gave it to the businessman.""}",1,NA
SS1651868850581,US,allheal2,"{""si_li_allheal2"":""The tea from the allheal""}",1,NA
SS1651868852345,US,allheal2,"{""si_li_allheal2"":""Allheal""}",1,NA
SS1651868868975,US,allheal2,"{""si_li_allheal2"":""The plant so he could get better""}",1,NA
SS1651868873914,US,allheal2,"{""si_li_allheal2"":""allheal plants""}",1,NA
SS1651868876318,US,allheal2,"{""si_li_allheal2"":""the allheal plants""}",1,NA
SS1651868901145,US,allheal2,"{""si_li_allheal2"":""tea from the plants""}",1,NA
SS1651868924360,US,allheal2,"{""si_li_allheal2"":""The allheal plant which he made into a tea""}",1,NA
SS1651868966456,US,allheal2,"{""si_li_allheal2"":""A tea made from allheal""}",1,NA
SS1651869014963,US,allheal2,"{""si_li_allheal2"":""tea he made from the shorter plants""}",1,NA
SS1651869017878,US,allheal2,"{""si_li_allheal2"":""He brought him allheal in the form of a tea""}",1,NA
SS1651869021473,US,allheal2,"{""si_li_allheal2"":""allheal to drink ""}",1,NA
SS1651869024622,US,allheal2,"{""si_li_allheal2"":""He brought him tea he had made from allheal.""}",1,NA
SS1651869038791,US,allheal2,"{""si_li_allheal2"":""He brought the allheal plants to be used as a tea.""}",1,NA
SS1651869076619,US,allheal2,"{""si_li_allheal2"":""The short allheal plant""}",1,NA
SS1651869096666,US,allheal2,"{""si_li_allheal2"":""the short allheal plants and made him tea""}",1,NA
SS1651869107778,US,allheal2,"{""si_li_allheal2"":""the tea""}",1,NA
SS1651869115143,US,allheal2,"{""si_li_allheal2"":""The allheal plant which was made into tea.""}",1,NA
SS1651869117517,US,allheal2,"{""si_li_allheal2"":""tea made from allheal""}",1,NA
SS1651869119140,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal plant.""}",1,NA
SS1651869128913,US,allheal2,"{""si_li_allheal2"":""Allheal leaves to make a drink""}",1,NA
SS1651869192697,US,allheal2,"{""si_li_allheal2"":""the short plant that he was told by the plant expert in the jungle was allheal""}",1,NA
SS1651869198002,US,allheal2,"{""si_li_allheal2"":""Tea made from allheal.""}",1,NA
SS1651869512955,US,allheal2,"{""si_li_allheal2"":""Allheal tea\n""}",1,NA
SS1651869609511,US,allheal2,"{""si_li_allheal2"":""The allheal leaves.""}",1,NA
SS1651869808693,US,allheal2,"{""si_li_allheal2"":""Allheal plant tea""}",1,NA
SS1651869849200,US,allheal2,"{""si_li_allheal2"":""Allheal plant""}",1,NA
SS1651870014949,US,allheal2,"{""si_li_allheal2"":""Leafs of a onironic tree that could cure all disease""}",1,NA
SS1651870238624,US,allheal2,"{""si_li_allheal2"":""allheal""}",1,NA
SS1651870376242,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal plant""}",1,NA
SS1651870443746,US,allheal2,"{""si_li_allheal2"":""tea from the allheal tree""}",1,NA
SS1651871550730,US,allheal2,"{""si_li_allheal2"":""Short allheal plants""}",1,NA
SS1651871841115,US,allheal2,"{""si_li_allheal2"":""Tea from allheal""}",1,NA
SS1651871889261,US,allheal2,"{""si_li_allheal2"":""The allheal plant""}",1,NA
SS1651872480719,US,allheal2,"{""si_li_allheal2"":""Tea made from small plants that he believed were allheal.""}",1,NA
SS1651873332890,US,allheal2,"{""si_li_allheal2"":""tea made from the plant""}",1,NA
SS1651873359386,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal""}",1,NA
SS1651878926426,US,allheal2,"{""si_li_allheal2"":""Tea made from the allheal plant.""}",1,NA
SS1651878928252,US,allheal2,"{""si_li_allheal2"":""tea made from allheal""}",1,NA
SS1651616817210,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616819170,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651616821119,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616823657,US,claymen1,"{""si_li_claymen_cc_1"":""He found several clayman.""}",1,NA
SS1651616824013,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616827589,US,claymen1,"{""si_li_claymen_cc_1"":""Don found it was too stupid ""}",0,NA
SS1651616829561,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616834023,US,claymen1,"{""si_li_claymen_cc_1"":""several claymen""}",1,NA
SS1651616835091,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen that looked like treasure""}",1,NA
SS1651616837719,US,claymen1,"{""si_li_claymen_cc_1"":""hidden claymen""}",1,NA
SS1651616838947,US,claymen1,"{""si_li_claymen_cc_1"":""He found claymen""}",1,NA
SS1651616839031,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616839120,US,claymen1,"{""si_li_claymen_cc_1"":"" the upper half of several claymen.""}",1,NA
SS1651616839551,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651616839622,US,claymen1,"{""si_li_claymen_cc_1"":""statues""}",1,NA
SS1651616840889,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651616841722,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen.""}",1,NA
SS1651616841972,US,claymen1,"{""si_li_claymen_cc_1"":""a bunch of claymen""}",1,NA
SS1651616843053,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616844450,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651616844684,US,claymen1,"{""si_li_claymen_cc_1"":""severl claymen""}",1,NA
SS1651616844911,US,claymen1,"{""si_li_claymen_cc_1"":""He found claymen.""}",1,NA
SS1651616846951,US,claymen1,"{""si_li_claymen_cc_1"":""clayman""}",1,NA
SS1651616850845,US,claymen1,"{""si_li_claymen_cc_1"":""He found claymen""}",1,NA
SS1651616854167,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616854402,US,claymen1,"{""si_li_claymen_cc_1"":""Upper halves of several claymen.""}",1,NA
SS1651616857792,US,claymen1,"{""si_li_claymen_cc_1"":""Hidden Treasure ""}",1,NA
SS1651616858489,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616858633,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616860080,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of several claymen""}",1,NA
SS1651616860708,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616861128,US,claymen1,"{""si_li_claymen_cc_1"":""clayman""}",1,NA
SS1651616861546,US,claymen1,"{""si_li_claymen_cc_1"":""upper half of claymen""}",1,NA
SS1651616863114,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of several claymen\n""}",1,NA
SS1651616863145,US,claymen1,"{""si_li_claymen_cc_1"":""Upper half of claymen""}",1,NA
SS1651616876627,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651616909217,US,claymen1,"{""si_li_claymen_cc_1"":""upper half of claymen""}",1,NA
SS1651616969092,US,claymen1,"{""si_li_claymen_cc_1"":""several claymen""}",1,NA
SS1651616982939,US,claymen1,"{""si_li_claymen_cc_1"":""Hidden claymen.""}",1,NA
SS1651617013503,US,claymen1,"{""si_li_claymen_cc_1"":""clay men""}",1,NA
SS1651617033971,US,claymen1,"{""si_li_claymen_cc_1"":""clay men""}",1,NA
SS1651617071100,US,claymen1,"{""si_li_claymen_cc_1"":""The claymen statues""}",1,NA
SS1651617143573,US,claymen1,"{""si_li_claymen_cc_1"":""Several claymen""}",1,NA
SS1651617282312,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of some claymen.""}",1,NA
SS1651617310480,US,claymen1,"{""si_li_claymen_cc_1"":""upper parts of the claymen""}",1,NA
SS1651624230659,US,claymen1,"{""si_li_claymen_cc_1"":""the upper half of claymen""}",1,NA
SS1651678198123,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678202019,US,claymen1,"{""si_li_claymen_cc_1"":""Two statue treasures""}",1,NA
SS1651678206055,US,claymen1,"{""si_li_claymen_cc_1"":""several claymen""}",1,NA
SS1651678216185,US,claymen1,"{""si_li_claymen_cc_1"":""Upper half of several claymen""}",1,NA
SS1651678216437,US,claymen1,"{""si_li_claymen_cc_1"":""the upper half of clergymen""}",1,NA
SS1651678218891,US,claymen1,"{""si_li_claymen_cc_1"":""Clay statues""}",1,NA
SS1651678220434,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678221331,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of claymen""}",1,NA
SS1651678224995,US,claymen1,"{""si_li_claymen_cc_1"":""clayman\n""}",1,NA
SS1651678226524,US,claymen1,"{""si_li_claymen_cc_1"":""upper half of several claymen""}",1,NA
SS1651678227696,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678229872,US,claymen1,"{""si_li_claymen_cc_1"":""clay men that were hidden treasures""}",1,NA
SS1651678232565,US,claymen1,"{""si_li_claymen_cc_1"":""Several statues""}",1,NA
SS1651678239759,US,claymen1,"{""si_li_claymen_cc_1"":""Little clay men.""}",1,NA
SS1651678242246,US,claymen1,"{""si_li_claymen_cc_1"":""He found water.""}",0,NA
SS1651678243882,US,claymen1,"{""si_li_claymen_cc_1"":""the upper half of several claymen""}",1,NA
SS1651678244241,US,claymen1,"{""si_li_claymen_cc_1"":""Several claymen, which looked like treasures.""}",1,NA
SS1651678245327,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678246113,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of 3 claymen.""}",1,NA
SS1651678246330,US,claymen1,"{""si_li_claymen_cc_1"":""Don found what looked like the upper half of clay men. ""}",1,NA
SS1651678248637,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678248989,US,claymen1,"{""si_li_claymen_cc_1"":""Several clayman that looked like hidden treasures""}",1,NA
SS1651678249603,US,claymen1,"{""si_li_claymen_cc_1"":""Several claymen.""}",1,NA
SS1651678250397,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678252363,US,claymen1,"{""si_li_claymen_cc_1"":""Several claymen. At least their upper-halves.""}",1,NA
SS1651678252935,US,claymen1,"{""si_li_claymen_cc_1"":""statues of 3 holy men""}",1,NA
SS1651678253736,US,claymen1,"{""si_li_claymen_cc_1"":""he found a hidden treasure""}",1,NA
SS1651678256204,US,claymen1,"{""si_li_claymen_cc_1"":""Several clayman""}",1,NA
SS1651678257395,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of several claymen""}",1,NA
SS1651678258791,US,claymen1,"{""si_li_claymen_cc_1"":""Clay sculptures of men.""}",1,NA
SS1651678259296,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678260164,US,claymen1,"{""si_li_claymen_cc_1"":""Clay men""}",1,NA
SS1651678260331,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen.""}",1,NA
SS1651678260663,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678261063,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678261912,US,claymen1,"{""si_li_claymen_cc_1"":""the upper half of several clay men""}",1,NA
SS1651678262590,US,claymen1,"{""si_li_claymen_cc_1"":""claymen\n""}",1,NA
SS1651678262854,US,claymen1,"{""si_li_claymen_cc_1"":""Clay men""}",1,NA
SS1651678263725,US,claymen1,"{""si_li_claymen_cc_1"":""several claymen""}",1,NA
SS1651678265100,US,claymen1,"{""si_li_claymen_cc_1"":""clay men""}",1,NA
SS1651678265263,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678267011,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of claymen. They looked like hidden treasure.""}",1,NA
SS1651678267140,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678267405,US,claymen1,"{""si_li_claymen_cc_1"":""3 Claymen""}",1,NA
SS1651678268119,US,claymen1,"{""si_li_claymen_cc_1"":""The claymen.""}",1,NA
SS1651678270245,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678270524,US,claymen1,"{""si_li_claymen_cc_1"":""He found several claymen.""}",1,NA
SS1651678271326,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of several claymen""}",1,NA
SS1651678274966,US,claymen1,"{""si_li_claymen_cc_1"":""clayman""}",1,NA
SS1651678278178,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678298946,US,claymen1,"{""si_li_claymen_cc_1"":""clayment treasures""}",1,NA
SS1651678302508,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678327719,US,claymen1,"{""si_li_claymen_cc_1"":""The top half of claymen statues""}",1,NA
SS1651678328286,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of several claymen""}",1,NA
SS1651678331156,US,claymen1,"{""si_li_claymen_cc_1"":""Several claymen""}",1,NA
SS1651678353530,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678384991,US,claymen1,"{""si_li_claymen_cc_1"":""Don found several clay men that looked like hidden treasures.""}",1,NA
SS1651678386286,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678409670,US,claymen1,"{""si_li_claymen_cc_1"":""upper halves of claydolls""}",1,NA
SS1651678434328,US,claymen1,"{""si_li_claymen_cc_1"":""He found claymen.""}",1,NA
SS1651678459452,US,claymen1,"{""si_li_claymen_cc_1"":""Clay men statues. ""}",1,NA
SS1651678462364,US,claymen1,"{""si_li_claymen_cc_1"":""Don found buried claymen statues.""}",1,NA
SS1651678474300,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678537895,US,claymen1,"{""si_li_claymen_cc_1"":""Clay men that looked like hidden treasures.""}",1,NA
SS1651678538948,US,claymen1,"{""si_li_claymen_cc_1"":""clay men""}",1,NA
SS1651678556653,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651678559284,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678574838,US,claymen1,"{""si_li_claymen_cc_1"":""Several claymen""}",1,NA
SS1651678625157,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen ""}",1,NA
SS1651678626616,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of claymen.""}",1,NA
SS1651678637077,US,claymen1,"{""si_li_claymen_cc_1"":""Don found clay men.""}",1,NA
SS1651678701050,US,claymen1,"{""si_li_claymen_cc_1"":""Several upper halves of claymen""}",1,NA
SS1651678717637,US,claymen1,"{""si_li_claymen_cc_1"":"" clay men""}",1,NA
SS1651678770686,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651678809453,US,claymen1,"{""si_li_claymen_cc_1"":""Several small clay men. They looked like ancient treasures.""}",1,NA
SS1651678955017,US,claymen1,"{""si_li_claymen_cc_1"":""Don found the upper half of several claymen in the hole.""}",1,NA
SS1651679034205,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651679448134,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651679534071,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of hidden claymen""}",1,NA
SS1651679569580,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651679629301,US,claymen1,"{""si_li_claymen_cc_1"":""Clay figures""}",1,NA
SS1651679984067,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of many claymen.""}",1,NA
SS1651680129189,US,claymen1,"{""si_li_claymen_cc_1"":""little claymen""}",1,NA
SS1651680530568,US,claymen1,"{""si_li_claymen_cc_1"":""Hidden claymen""}",1,NA
SS1651680818305,US,claymen1,"{""si_li_claymen_cc_1"":""clayman""}",1,NA
SS1651680994828,US,claymen1,"{""si_li_claymen_cc_1"":""Upper half of claymen""}",1,NA
SS1651681877580,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651682805154,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651687447221,US,claymen1,"{""si_li_claymen_cc_1"":""Little statues of Clayman ""}",1,NA
SS1651689857645,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651690446636,US,claymen1,"{""si_li_claymen_cc_1"":""A lot of treasure.""}",0,NA
SS1651690626669,US,claymen1,"{""si_li_claymen_cc_1"":""upper half of several claymen""}",1,NA
SS1651690672320,US,claymen1,"{""si_li_claymen_cc_1"":""He found claymen.""}",1,NA
SS1651690674639,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651690678231,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651690678388,US,claymen1,"{""si_li_claymen_cc_1"":""claymen ""}",1,NA
SS1651690681690,US,claymen1,"{""si_li_claymen_cc_1"":""Hidden Claymen that looked like treasures""}",1,NA
SS1651690683219,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651690685286,US,claymen1,"{""si_li_claymen_cc_1"":""The upper half of objects that looked like claymen.""}",1,NA
SS1651690687499,US,claymen1,"{""si_li_claymen_cc_1"":""claymen""}",1,NA
SS1651690687538,US,claymen1,"{""si_li_claymen_cc_1"":""clay men""}",1,NA
SS1651690691047,US,claymen1,"{""si_li_claymen_cc_1"":""Hidden Claymen""}",1,NA
SS1651690691327,US,claymen1,"{""si_li_claymen_cc_1"":""hidden claymen""}",1,NA
SS1651690698980,US,claymen1,"{""si_li_claymen_cc_1"":""Clay figures""}",1,NA
SS1651690706045,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen""}",1,NA
SS1651690707343,US,claymen1,"{""si_li_claymen_cc_1"":""clayman""}",1,NA
SS1651690707467,US,claymen1,"{""si_li_claymen_cc_1"":""Claymen that looked old""}",1,NA
SS1651690708015,US,claymen1,"{""si_li_claymen_cc_1"":""Don found clay men in the hole.""}",1,NA
