subject,culture,prompt,response,correct,coder
SS1651678353530,US,Description14,the size of the field,1,abc
SS1651678384991,US,Description14,In one of the photos there is a path missing in the meadow,1,abc
SS1651678386286,US,Description14,the bushes/trees move,1,abc
SS1651678409670,US,Description14,clouds are lower,1,abc
SS1651678434328,US,Description14,the field has a more pronounced hill in one of the pictures,1,abc
SS1651678459452,US,Description14,The hill is higher in one image,1,abc
SS1651678462364,US,Description14,The perspective is changing.  The background is changing height.,1,abc
SS1651678474300,US,Description14,field,1,abc
SS1651678537895,US,Description14,The clouds are changing.,1,abc
SS1651678538948,US,Description14,clouds got lower and fields got higher,1,abc
SS1651678556653,US,Description14,Hill in background.,1,abc
SS1651678559284,US,Description14,The landscape behind the tractor elevates higher,1,abc
SS1651678574838,US,Description14,Crops in field in front of tractor. ,1,abc
SS1651678625157,US,Description14,The landscape in the middle of the picutre changes sometimes. ,1,abc
SS1651678626616,US,Description14,The clouds have receded further into the distance in one of the pictures when compared to the other. ,1,abc
SS1651678637077,US,Description14,the cloud positions.,1,abc
SS1651678701050,US,Description14,the background image is moved slightly in the second image,1,abc
SS1651678717637,US,Description14,land extends higher up the pic - more of a hill - in one photo,1,abc
SS1651678770686,US,Description14,"the field and grass are in different places, the grass appears and disappears",1,abc
SS1651678809453,US,Description14,the height of the horizon line,1,abc
SS1651678955017,US,Description14,The background fields get smaller/larger.,1,abc
SS1651679034205,US,Description14,clouds move,1,abc
SS1651679448134,US,Description14,The height of the hill in the background,1,abc
SS1651679534071,US,Description14,the scenery in the background gets bigger and smaller,1,abc
SS1651679569580,US,Description14,middle cloud,1,abc
SS1651679629301,US,Description14,back end of combine is different,0,abc
SS1651679984067,US,Description14,cloud moving,1,abc
SS1651680129189,US,Description14,unknown,0,abc
SS1651680530568,US,Description14,more fields and clouds,1,abc
SS1651680818305,US,Description14,cloud position,1,abc
SS1651680994828,US,Description14,The field is bigger in the background,1,abc
SS1651681877580,US,Description14,clouds move,1,abc
SS1651682805154,US,Description14,earth behind vehicle changed,1,abc
SS1651687447221,US,Description14,the cloud in the background is moving up and down,1,abc
SS1651689857645,US,Description14,unknown,0,abc
SS1651690446636,US,Description14,unknown,0,abc
SS1651690626669,US,Description14,the hill in the background is higher,1,abc
SS1651690672320,US,Description14,The position of the clouds are different.,1,abc
SS1651690674639,US,Description14,position of clouds,1,abc
SS1651690678231,US,Description14,cloud is higher,1,abc
SS1651690678388,US,Description14,The clouds move up and then down (in the next frame) in the background of this picture.,1,abc
SS1651690681690,US,Description14,hill in background,1,abc
SS1651690683219,US,Description14,The hilly field is taller in one picture.,1,abc
SS1651690685286,US,Description14,the clouds are higher in the sky in one picture,1,abc
SS1651690687499,US,Description14,ground in middle is higher,1,abc
SS1651690687538,US,Description14,diffeent cloud patterns,1,abc
SS1651690691047,US,Description14,The clouds in the sky seemed to have moved closer ,1,abc
SS1651690691327,US,Description14,different top item on front of tractor,0,abc
SS1651690698980,US,Description14,clouds,1,abc
SS1651690706045,US,Description14,clouds in different location,1,abc
SS1651690707343,US,Description14,clouds,1,abc
SS1651690707467,US,Description14,backrgound lowers,1,abc
SS1651690708015,US,Description14,the clouds get bigger,1,abc
SS1651690711805,US,Description14,Size of the field,1,abc
SS1651690714289,US,Description14,the clouds and land is located different,1,abc
SS1651690719363,US,Description14,the field looks different,1,abc
SS1651690719510,US,Description14,clouds are bigger and smaller,1,abc
SS1651690723933,US,Description14,The clouds,1,abc
SS1651690727662,US,Description14,The land goes up higher.,1,abc
SS1651690727759,US,Description14,extra clouds,1,abc
SS1651690729593,US,Description14,The clouds are in different places,1,abc
SS1651690730467,US,Description14,the clouds are shifting,1,abc
SS1651690731537,US,Description14,The harvester is in different positions. ,0,abc
SS1651690732177,US,Description14,trees on the right edge,1,abc
SS1651690735020,US,Description14,clouds,1,abc
SS1651690735532,US,Description14,The hill in the back got bigger,1,abc
SS1651690737808,US,Description14,The clouds changed.,1,abc
SS1651690740366,US,Description14,The field in the back is longer depending on the image. ,1,abc
SS1651690741486,US,Description14,clouds have moved,1,abc
SS1651690741942,US,Description14,Green tactor seems out of place.,0,abc
SS1651690743939,US,Description14,The clouds moved down,1,abc
SS1651690748106,US,Description14,the position of the cloud,1,abc
SS1651690758188,US,Description14,the horizon line in the background changed position,1,abc
SS1651690762770,US,Description14,The clouds are rising,1,abc
SS1651690768899,US,Description14,There's more hill/scenery shown in the background of one picture than the other.,1,abc
SS1651690793463,US,Description14,one is green with more spikey things in front,0,abc
SS1651690802568,US,Description14,The plants on the field are different.,1,abc
SS1651690810190,US,Description14,clouds,1,abc
SS1651690858692,US,Description14,hay bale at back of combine,1,abc
SS1651690873357,US,Description14,unknown,0,abc
SS1651690892118,US,Description14,The cloud positions are changing.,1,abc
SS1651690898679,US,Description14,The plain field keeps changing.,1,abc
SS1651690926515,US,Description14,The horizon/skyline in the back changes - the ground is higher and lower,1,abc
SS1651690932141,US,Description14,hill height in background,1,abc
SS1651690949027,US,Description14,extra cloud,1,abc
SS1651691043519,US,Description14,The field was shifted ,1,abc
SS1651691175620,US,Description14,The fields are lower in one image,1,abc
SS1651691207769,US,Description14,amount of space the fields take up in the picture is changing,1,abc
SS1651691673018,US,Description14,The background skyline is different,1,abc
SS1651692016531,US,Description14,horizon is higher,1,abc
SS1651692160397,US,Description14,clouds in center go up or down,1,abc
SS1651694070275,US,Description14,unknown,0,abc
SS1651697396411,US,Description14,clouds,1,abc
SS1651868487521,US,Description14,the clouds in the sky were changing from big to small,1,abc
SS1651868699067,US,Description14,The clouds are different in each image,1,abc
SS1651868701012,US,Description14,more hillside on the background,1,abc
SS1651868705438,US,Description14,The field in the background has different elevations.,1,abc
SS1651868707186,US,Description14,The size of the background fields increases and decreases.,1,abc
SS1651868708760,US,Description14,the background gains and loses height,1,abc
SS1651868710355,US,Description14,the hill in the background is taller in one of the pictures,1,abc
SS1651868712524,US,Description14,The clouds change position.,1,abc
SS1651868713554,US,Description14,unknown,0,abc
SS1651868714312,US,Description14,The clouds are in slightly different places in one photo when compared with the second photo.,1,abc
SS1651868714404,US,Description14,"The clouds move, and the bottom left a big cloud appears.",1,abc
SS1651868716048,US,Description14,The position of the clouds changes.,1,abc
SS1651868717843,US,Description14,Clouds in the background.,1,abc
SS1651868718682,US,Description14,The background changes and the sky looks enlarged.,1,abc
SS1651868720723,US,Description14,the cloud on top was higher or lower ,1,abc
SS1651868725160,US,Description14,some clouds are different,1,abc
SS1651868731784,US,Description14,unknown,0,abc
SS1651868736601,US,Description14,The clouds in the background shift around.,1,abc
SS1651868738305,US,Description14,The clouds are lower,1,abc
SS1651868744832,US,Description14,The background field is different in each picture,1,abc
SS1651868744957,US,Description14,The clouds,1,abc
SS1651868745180,US,Description14,the field on the back ,1,abc
SS1651868745703,US,Description14,The clouds change,1,abc
SS1651868751261,US,Description14,The hills in the background were more elevated in one of the pictures.,1,abc
SS1651868754302,US,Description14,the clouds in the background were changing.,1,abc
SS1651868755995,US,Description14,position of clouds,1,abc
SS1651868756130,US,Description14,the clouds change position,1,abc
SS1651868757005,US,Description14,the cloud just above the vehicle on the right moves up and down,1,abc
SS1651868761529,US,Description14,clouds change,1,abc
SS1651868767690,US,Description14,"the scene behind the tractor on the left changes - the clouds, i think",1,abc
SS1651868773205,US,Description14,The clouds are closer on one.,1,abc
SS1651868778604,US,Description14,the cloud right on top of the green tractor went bigger and then smaller,1,abc
SS1651868779378,US,Description14,The clouds are higher and then lower in the sky,1,abc
SS1651868780067,US,Description14,clouds bigger in second pic,1,abc
SS1651868782330,US,Description14,Hill in the background is higher,1,abc
SS1651868783532,US,Description14,The clouds are in slightly different spots ,1,abc
SS1651868784777,US,Description14,position of clouds,1,abc
SS1651868788340,US,Description14,there is more wheat in the backround.,1,abc
SS1651868788402,US,Description14,The position of the clouds,1,abc
SS1651868793732,US,Description14,The back of the orange vehicle keeps changing.,0,abc
SS1651868796147,US,Description14,the clouds are moving,1,abc
SS1651868796810,US,Description14,more earth/land is visible behind the tractor on the left,1,abc
SS1651868799606,US,Description14,a cloud behind the green harvester,1,abc
SS1651868800189,US,Description14,The clouds change bigger and smaller,1,abc
SS1651868802451,US,Description14,clouds change,1,abc
SS1651868810933,US,Description14,windsheild,0,abc
SS1651868811761,US,Description14,The clouds change position,1,abc
SS1651868811860,US,Description14,"The difference is in the clouds, there are different clouds in each photo.",1,abc
SS1651868812123,US,Description14,clouds change on the left side above green tractor,1,abc
SS1651868816028,US,Description14,the size of the cloud in the middle is different,1,abc
SS1651868817160,US,Description14,unknown,0,abc
SS1651868817171,US,Description14,clouds change position,1,abc
SS1651868820237,US,Description14,clouds change,1,abc
SS1651868826063,US,Description14,the cloud shapes,1,abc
SS1651868827795,US,Description14,There is less or more clouds,1,abc
SS1651868828049,US,Description14,background land space changes,1,abc
SS1651868830966,US,Description14,different sky,1,abc
SS1651868834466,US,Description14,the cloud keep changing,1,abc
SS1651868836129,US,Description14,size of landscape,1,abc
SS1651868837282,US,Description14,position of horizon,1,abc
SS1651868839147,US,Description14,unknown,0,abc
SS1651868839906,US,Description14,the clouds move up and down,1,abc
SS1651868840289,US,Description14,The position of the clouds is slightly different between the two photos.,1,abc
SS1651868840790,US,Description14,"One machine is a thresher, and one is a tiller.",0,abc
SS1651868850581,US,Description14,Background height,1,abc
SS1651868852345,US,Description14,ground taller,1,abc
SS1651868868975,US,Description14,the position of the clouds on the left ,1,abc
SS1651868873914,US,Description14, clouds in different position,1,abc
SS1651868876318,US,Description14,the crop moves,1,abc
SS1651868901145,US,Description14,the clouds,1,abc
SS1651868924360,US,Description14,the clouds change,1,abc
SS1651868966456,US,Description14,The cloud in the middle of the photo is larger in one.,1,abc
SS1651869014963,US,Description14,cloud placement,1,abc
SS1651869017878,US,Description14,The height of the ground in the background differs between images,1,abc
SS1651869021473,US,Description14,clouds differ ,1,abc
SS1651869024622,US,Description14,landscape in back rose and fell,1,abc
SS1651869038791,US,Description14,"The fields behind the tractors are different, and the horizon is different.",1,abc
SS1651869076619,US,Description14,The clouds were getting bigger and the field in the background was getting smaller ,1,abc
SS1651869096666,US,Description14,clouds higher and lower,1,abc
SS1651869107778,US,Description14,"there is some plants, i think grains that need to be harvested in the back of the one photo",1,abc
SS1651869115143,US,Description14,Clouds are different.,1,abc
SS1651869117517,US,Description14,the clouds are different,1,abc
SS1651869119140,US,Description14,The clouds were moving.,1,abc
SS1651869128913,US,Description14,The field is made bigger,1,abc
SS1651869192697,US,Description14,the clouds move,1,abc
SS1651869198002,US,Description14,the sky is lower in the second image,1,abc
SS1651869512955,US,Description14,The clouds are different.,1,abc
SS1651869609511,US,Description14,The amount of lands changes.,1,abc
SS1651869808693,US,Description14,In one picture the background skyline is taller,1,abc
SS1651869849200,US,Description14,Cloud,1,abc
SS1651870014949,US,Description14,There's more clouds in one of the pictures,1,abc
SS1651870238624,US,Description14,The clouds are in a different position in each photo.,1,abc
SS1651870376242,US,Description14,The clouds are different shaped in one of the photos,1,abc
SS1651870443746,US,Description14,the clouds are different,1,abc
SS1651871550730,US,Description14,cloud changing size,1,abc
SS1651871841115,US,Description14,unknown,0,abc
SS1651871889261,US,Description14,The top cloud is higher in one of the pics,1,abc
SS1651872480719,US,Description14,The clouds are different.,1,abc
SS1651873332890,US,Description14,unknown,0,abc
SS1651873359386,US,Description14,"The terrain changes - one is flatter with bigger clouds, one more hilly with smaller clouds",1,abc
SS1651878926426,US,Description14,the level of the hill in the background ,1,abc
SS1651878928252,US,Description14,height of clouds,1,abc
SS1651616817210,US,Description15,the grey barn moves left and right,1,abc
SS1651616819170,US,Description15,the grey barn moves left/right,1,abc
SS1651616821119,US,Description15,position of barn,1,abc
SS1651616823657,US,Description15,barn moves from left to right,1,abc
SS1651616824013,US,Description15,unknown,0,abc
SS1651616827589,US,Description15,unknown,0,abc
SS1651616829561,US,Description15,the right barn moves ,1,abc
SS1651616834023,US,Description15,the white barn in the back moves,1,abc
SS1651616835091,US,Description15,The little house on the right moved.,1,abc
SS1651616837719,US,Description15,The white building moves.,1,abc
SS1651616838947,US,Description15,The white building moves,1,abc
SS1651616839031,US,Description15,building on right changes,1,abc
SS1651616839120,US,Description15,white barn changes positiong,1,abc
SS1651616839551,US,Description15,position of white barn,1,abc
SS1651616839622,US,Description15,the gray building moves,1,abc
SS1651616840889,US,Description15,The gray shed in the background shifts slightly.,1,abc
SS1651616841722,US,Description15,"In one, the white building in the background is in a different location.",1,abc
SS1651616841972,US,Description15,"the gray small ""house"" / building is moved more to the left in one picture",1,abc
SS1651616843053,US,Description15,white barn moved,1,abc
SS1651616844450,US,Description15,White barn moves,1,abc
SS1651616844684,US,Description15,background barn thing on right moved,1,abc
SS1651616844911,US,Description15,white barn in the back moves,1,abc
SS1651616846951,US,Description15,Unkown,0,abc
SS1651616850845,US,Description15,unknown,0,abc
SS1651616854167,US,Description15,house by the barn is closer in one picture.,1,abc
SS1651616854402,US,Description15,The white barn in the back is farther left.,1,abc
SS1651616857792,US,Description15,unknown,0,abc
SS1651616858489,US,Description15,the right barn has moved,1,abc
SS1651616858633,US,Description15,THe grey shed is farther away from the red barn in one of the pictures.,1,abc
SS1651616860080,US,Description15,"In one picture, the blue shed in the background is a little more to the right than the other picture.",1,abc
SS1651616860708,US,Description15,barn house changed positions,1,abc
SS1651616861128,US,Description15,barn,1,abc
SS1651616861546,US,Description15,silver barn moving back and forth,1,abc
SS1651616863114,US,Description15,The position of the farm house changed. ,1,abc
SS1651616863145,US,Description15,The white barn in the background is in a different position.,1,abc
SS1651616876627,US,Description15,the white building moves in between pictures,1,abc
SS1651616909217,US,Description15,the gray building in the back moves,1,abc
SS1651616969092,US,Description15,the house shifted,1,abc
SS1651616982939,US,Description15,The position of the white barn changes.,1,abc
SS1651617013503,US,Description15,position of white barn,1,abc
SS1651617033971,US,Description15,farm site,1,abc
SS1651617071100,US,Description15,the position of the barn in the back right,1,abc
SS1651617143573,US,Description15,Barn shifts to the right,1,abc
SS1651617282312,US,Description15,the blue barn house is closer in one image,1,abc
SS1651617310480,US,Description15,The barn in the top of the images moves further left in one image and further right in the other.,1,abc
SS1651624230659,US,Description15,the white barn is in different spots,1,abc
SS1651678198123,US,Description15,A gray barn in the back moves to the right,1,abc
SS1651678202019,US,Description15,Horizontal position toggling of grey barn in rear right of image,1,abc
SS1651678206055,US,Description15,the white barn is slightly to the right in the second photo,1,abc
SS1651678216185,US,Description15,unknown,0,abc
SS1651678216437,US,Description15,the position of the gray barn,1,abc
SS1651678218891,US,Description15,the buildings in the background are different,1,abc
SS1651678220434,US,Description15,different colors,0,abc
SS1651678221331,US,Description15,the gray barn shifts a bit left and right,1,abc
SS1651678224995,US,Description15,position of far end house,1,abc
SS1651678226524,US,Description15,the white and blue house the placement,1,abc
SS1651678227696,US,Description15,The farm house in the back moved,1,abc
SS1651678229872,US,Description15,unknown,0,abc
SS1651678232565,US,Description15,small silver shed moves,1,abc
SS1651678239759,US,Description15,"In one picture, the white building on the right is a little closer to the red barn, in the other picture it is a little further from the barn.",1,abc
SS1651678242246,US,Description15,placement of the white building,1,abc
SS1651678243882,US,Description15,The position of the blue building is slightly different.,1,abc
SS1651678244241,US,Description15,The background house on the back right the more left in one picture and more right shifted in the other picture.,1,abc
SS1651678245327,US,Description15,The position of the white barn,1,abc
SS1651678246113,US,Description15,Truck vs Tractor,0,abc
SS1651678246330,US,Description15,The grey barn on the right moves back and forth to the left and right ,1,abc
SS1651678248637,US,Description15,The grey barn is in a different position. ,1,abc
SS1651678248989,US,Description15,grey barn in rear ,1,abc
SS1651678249603,US,Description15,The buildings in one picture were more to the right.,1,abc
SS1651678250397,US,Description15,The white building moves left to right,1,abc
SS1651678252363,US,Description15,The grey barn moved.,1,abc
SS1651678252935,US,Description15,unknown,0,abc
SS1651678253736,US,Description15,the tracotor is not on the gorund,0,abc
SS1651678256204,US,Description15,barn is moved,1,abc
SS1651678257395,US,Description15,The white barn is closer to the red ones in one of the photos.,1,abc
SS1651678258791,US,Description15,Distance between grey building and barn,1,abc
SS1651678259296,US,Description15,barn shifts in background,1,abc
SS1651678260164,US,Description15,Barn position in background,1,abc
SS1651678260331,US,Description15,The location of the white barn is different in the two photos.,1,abc
SS1651678260663,US,Description15,"In one picture, the blue building is closer to the red buildings on the left.",1,abc
SS1651678261063,US,Description15,the white barn in the background moves to the left,1,abc
SS1651678261912,US,Description15,barn in the back different places,1,abc
SS1651678262590,US,Description15,white barn is moving,1,abc
SS1651678262854,US,Description15,Barn in the back right moves,1,abc
SS1651678263725,US,Description15,blue barn slightly moved over,1,abc
SS1651678265100,US,Description15,movement of white barn,1,abc
SS1651678265263,US,Description15,The gray building is closer to the right edge of the picture in one of the shots.,1,abc
SS1651678267011,US,Description15,The plain colored barn on the right moves from left to right.,1,abc
SS1651678267140,US,Description15,White barn moves,1,abc
SS1651678267405,US,Description15,the white barn is in a different spot in each picture,1,abc
SS1651678268119,US,Description15,Farm building shifted position.,1,abc
SS1651678270245,US,Description15,white building in back moves,1,abc
SS1651678270524,US,Description15,The white barn in the background has moved,1,abc
SS1651678271326,US,Description15,The purple barn in the background is shifted to the right in one picture and not in the other.,1,abc
SS1651678274966,US,Description15,barn on the right shifts positions,1,abc
SS1651678278178,US,Description15,white barn location,1,abc
SS1651678298946,US,Description15,barn moved,1,abc
SS1651678302508,US,Description15,the building on the top right shaded light blue is in different locations.,1,abc
SS1651678327719,US,Description15,the gray building moves,1,abc
SS1651678328286,US,Description15,The white building in the upper right moves closer/farther to/from the other buildings,1,abc
SS1651678331156,US,Description15,The grey/while barn has shifted directions away from the house,1,abc
SS1651678353530,US,Description15,the position of the white building,1,abc
SS1651678384991,US,Description15,One of the barns is in a different position,1,abc
SS1651678386286,US,Description15,the grey barn moves side to side,1,abc
SS1651678409670,US,Description15,barn is shifted over,1,abc
SS1651678434328,US,Description15,position of rightmost building changing slightly,1,abc
SS1651678459452,US,Description15,The shed is closer to the barn in one image,1,abc
SS1651678462364,US,Description15,They grey barn is changing locations in the two pictures.,1,abc
SS1651678474300,US,Description15,barn,1,abc
SS1651678537895,US,Description15,The barn on the right is shifting back and forth.,1,abc
SS1651678538948,US,Description15,white barn moved,1,abc
SS1651678556653,US,Description15,Barn location in background.,1,abc
SS1651678559284,US,Description15,The grey barn shifts locations slightly to the left or right,1,abc
SS1651678574838,US,Description15,White barn moves.,1,abc
SS1651678625157,US,Description15,The left barn is moved slighty ,1,abc
SS1651678626616,US,Description15,The white building has moved further right in one of the pictures.,1,abc
SS1651678637077,US,Description15,the position of the out building in the background.,1,abc
SS1651678701050,US,Description15,the white barn is moved to the right in the 2nd picture,1,abc
SS1651678717637,US,Description15,the white barn on the right moves by a few feet,1,abc
SS1651678770686,US,Description15,the position of the white barn changes,1,abc
SS1651678809453,US,Description15,the position of the white barn,1,abc
SS1651678955017,US,Description15,The white barn is closer then farther from the red building.,1,abc
SS1651679034205,US,Description15,white barn moves,1,abc
SS1651679448134,US,Description15,The position of the light colored barn moves,1,abc
SS1651679534071,US,Description15,the location of the white barn in the background changes,1,abc
SS1651679569580,US,Description15,position of white barn,1,abc
SS1651679629301,US,Description15,barn shifts to the right,1,abc
SS1651679984067,US,Description15,barn moving,1,abc
SS1651680129189,US,Description15,building moved,1,abc
SS1651680530568,US,Description15,unknown,0,abc
SS1651680818305,US,Description15,left house position,0,abc
SS1651680994828,US,Description15,The white barn in the back moves,1,abc
SS1651681877580,US,Description15,white building moved,1,abc
SS1651682805154,US,Description15,structure in back shifted,1,abc
SS1651687447221,US,Description15,one is a tractor the other is a truck,0,abc
SS1651689857645,US,Description15,there's a truck on the crops,0,abc
SS1651690446636,US,Description15,white building moves,1,abc
SS1651690626669,US,Description15,the gray barn is in a slightly different position ,1,abc
SS1651690672320,US,Description15,The background buildings are positioned differently.,1,abc
SS1651690674639,US,Description15,position of gray building,1,abc
SS1651690678231,US,Description15,white house,1,abc
SS1651690678388,US,Description15,Church (light grey building moves slightly to the left and right,1,abc
SS1651690681690,US,Description15,building is father to the left,1,abc
SS1651690683219,US,Description15,The position of the white shed is different in each picture.,1,abc
SS1651690685286,US,Description15,the white barn moves over in one picture,1,abc
SS1651690687499,US,Description15,grey barn moves left/right,1,abc
SS1651690687538,US,Description15,barn in different locations,1,abc
SS1651690691047,US,Description15,white building in background moved,1,abc
SS1651690691327,US,Description15,position of right barn,1,abc
SS1651690698980,US,Description15,barn,1,abc
SS1651690706045,US,Description15,building moved left to right,1,abc
SS1651690707343,US,Description15,the barn,1,abc
SS1651690707467,US,Description15,garage in back right moves slightly,1,abc
SS1651690708015,US,Description15,the smaller building changes positions,1,abc
SS1651690711805,US,Description15,Position of barn,1,abc
SS1651690714289,US,Description15,the grey barn is in two different locations between the pictures,1,abc
SS1651690719363,US,Description15,the white building is farter left in one picture,1,abc
SS1651690719510,US,Description15,white barn moves left and right,1,abc
SS1651690723933,US,Description15,position of one of the buildings,1,abc
SS1651690727662,US,Description15,The white barn moves over.,1,abc
SS1651690727759,US,Description15,position of the grey building,1,abc
SS1651690729593,US,Description15,The smaller white barn in the back is moved slightly to the side,1,abc
SS1651690730467,US,Description15,the white building is shifting,1,abc
SS1651690731537,US,Description15,the white barn in the back changes positions.,1,abc
SS1651690732177,US,Description15,position of blue barn,1,abc
SS1651690735020,US,Description15,barn position,1,abc
SS1651690735532,US,Description15,The white barn moved to the right,1,abc
SS1651690737808,US,Description15,The blue house moved.,1,abc
SS1651690740366,US,Description15,The white house in the background is moving to the left. ,1,abc
SS1651690741486,US,Description15,barn in background moves closer to central building,1,abc
SS1651690741942,US,Description15,The white house appear to be on different sides.,1,abc
SS1651690743939,US,Description15,The barn shed moved right,1,abc
SS1651690748106,US,Description15,position of the white barn,1,abc
SS1651690758188,US,Description15,the position of the barn to the right of the red barn shifted,1,abc
SS1651690762770,US,Description15,The buildings are further apart,1,abc
SS1651690768899,US,Description15,The white/bluish building in the background on the right is in different positions.,1,abc
SS1651690793463,US,Description15,tractor and truck,0,abc
SS1651690802568,US,Description15,Barn moves.,1,abc
SS1651690810190,US,Description15,place of small shed,1,abc
SS1651690858692,US,Description15,white building moves,1,abc
SS1651690873357,US,Description15,position of white barn changes ,1,abc
SS1651690892118,US,Description15,The white barn is shifting positions.,1,abc
SS1651690898679,US,Description15,The house painted in white changes position.,1,abc
SS1651690926515,US,Description15,The white building in the back moves closer then further to the red building,1,abc
SS1651690932141,US,Description15,the white building in the back is moved over slightly,1,abc
SS1651690949027,US,Description15,Position of building,1,abc
SS1651691043519,US,Description15,The white barn is further to the right in one of the images. ,1,abc
SS1651691175620,US,Description15,Barn locations different,1,abc
SS1651691207769,US,Description15,The grey outbuilding is moving,1,abc
SS1651691673018,US,Description15,THe white barn location,1,abc
SS1651692016531,US,Description15,small building is in a different place.,1,abc
SS1651692160397,US,Description15,the white building changes  position,1,abc
SS1651694070275,US,Description15,unknown,0,abc
SS1651697396411,US,Description15,unknown,0,abc
SS1651868487521,US,Description15,a building near the barn kept moving,1,abc
SS1651868699067,US,Description15,The building on the right is in different spots in each image,1,abc
SS1651868701012,US,Description15,unknown,0,abc
SS1651868705438,US,Description15,The positioning of the grey barn on the right.,1,abc
SS1651868707186,US,Description15,The white barn in the background moves from left to right.,1,abc
SS1651868708760,US,Description15,the house is further to the left,1,abc
SS1651868710355,US,Description15,The location of the gray barn is different in the pictures,1,abc
SS1651868712524,US,Description15,The barn shifts positions.,1,abc
SS1651868713554,US,Description15,unknown,0,abc
SS1651868714312,US,Description15,The perspective is different between the two photos. The buildings in the background are closer to one another in one of the photos as compared with the other.,1,abc
SS1651868714404,US,Description15,The small barn in the top right shifts left to right. ,1,abc
SS1651868716048,US,Description15,The position of the white barn in the background changes.,1,abc
SS1651868717843,US,Description15,Location of building in back.,1,abc
SS1651868718682,US,Description15,The background building is not in the same location.,1,abc
SS1651868720723,US,Description15,the white barn moves to the right then left ,1,abc
SS1651868725160,US,Description15,the white barn is in different spots,1,abc
SS1651868731784,US,Description15,house spacing,1,abc
SS1651868736601,US,Description15,The gray shed in the background shifts around.,1,abc
SS1651868738305,US,Description15,The truck's trailer is extended,0,abc
SS1651868744832,US,Description15,They grey barn is shifted over,1,abc
SS1651868744957,US,Description15,The white house in the background moves from right to left,1,abc
SS1651868745180,US,Description15,the barn is moving,1,abc
SS1651868745703,US,Description15,The white building in the background changes position,1,abc
SS1651868751261,US,Description15,The building on the right moves horizontally.,1,abc
SS1651868754302,US,Description15,the white barn in the background was moving left and right.,1,abc
SS1651868755995,US,Description15,"position of smaller, gray barn",1,abc
SS1651868756130,US,Description15,The white barn changes position,1,abc
SS1651868757005,US,Description15,the whitest blue building is more left or right,1,abc
SS1651868761529,US,Description15,barns move,1,abc
SS1651868767690,US,Description15,the grey barn in the distance changes position from left to right,1,abc
SS1651868773205,US,Description15,One building is closer to the left.,1,abc
SS1651868778604,US,Description15,the grey building in the background moved to the left a little bit,1,abc
SS1651868779378,US,Description15,The distance between red building and the gray/white building changes.,1,abc
SS1651868780067,US,Description15,unknown,0,abc
SS1651868782330,US,Description15,Background sign is in a different spot,0,abc
SS1651868783532,US,Description15,The house on the right in the background is placed in a different position,1,abc
SS1651868784777,US,Description15,position of white house,1,abc
SS1651868788340,US,Description15,the white building is moving.,1,abc
SS1651868788402,US,Description15,unknown,0,abc
SS1651868793732,US,Description15,The white barn in the back is moving back and forth.,1,abc
SS1651868796147,US,Description15,the blue house in the background moves from left to right,1,abc
SS1651868796810,US,Description15,white utility shed is closer to the red barn,1,abc
SS1651868799606,US,Description15,the white barn moves left or right,1,abc
SS1651868800189,US,Description15,The little grey barn on the right moves left and right,1,abc
SS1651868802451,US,Description15,barn gets closer to other barn,1,abc
SS1651868810933,US,Description15,white barn position,1,abc
SS1651868811761,US,Description15,The white barn in the midground moves,1,abc
SS1651868811860,US,Description15,the white building in the back changes places.,1,abc
SS1651868812123,US,Description15,White barn moves left to right,1,abc
SS1651868816028,US,Description15,The position of the grey building is slightly different,1,abc
SS1651868817160,US,Description15,space between barns,1,abc
SS1651868817171,US,Description15,unknown,0,abc
SS1651868820237,US,Description15,buildings move left and right,1,abc
SS1651868826063,US,Description15,unknown,0,abc
SS1651868827795,US,Description15,The grey barn is in different position.,1,abc
SS1651868828049,US,Description15,white building moves,1,abc
SS1651868830966,US,Description15,building moved,1,abc
SS1651868834466,US,Description15,the white barn moves from left to right,1,abc
SS1651868836129,US,Description15,position of barn,1,abc
SS1651868837282,US,Description15,position of small barn,1,abc
SS1651868839147,US,Description15,the barn is moving,1,abc
SS1651868839906,US,Description15,the bluish gray shed in the background moves between left and right,1,abc
SS1651868840289,US,Description15,The position of the white building in the background is slightly different between the two photos.,1,abc
SS1651868840790,US,Description15,one is a piece of farm discing equipment and the other is a white pickup truck,0,abc
SS1651868850581,US,Description15,Position of white house,1,abc
SS1651868852345,US,Description15,barn moving,1,abc
SS1651868868975,US,Description15,white house is in different locations ,1,abc
SS1651868873914,US,Description15,white building in different distance from red building,1,abc
SS1651868876318,US,Description15,the white barn moves sideways,1,abc
SS1651868901145,US,Description15,the location of the little barn on the right,1,abc
SS1651868924360,US,Description15,the building to the right of the red barn shifts,1,abc
SS1651868966456,US,Description15,The gray building is in a different position in the photos.,1,abc
SS1651869014963,US,Description15,gray building shifting right and left,1,abc
SS1651869017878,US,Description15,The horizontal position of the gray barn varies between images,1,abc
SS1651869021473,US,Description15,white barn moves,1,abc
SS1651869024622,US,Description15,white building was in a different position,1,abc
SS1651869038791,US,Description15,The white barn moves to a different position.,1,abc
SS1651869076619,US,Description15,The grey house in the background was shifting between left and right in the pictures,1,abc
SS1651869096666,US,Description15,white barn location,1,abc
SS1651869107778,US,Description15,the blue building is moving,1,abc
SS1651869115143,US,Description15,White barn in the back moves slightly to the left.,1,abc
